strain,strain_name,segment,date,host,country,subtype,virus,G_duplication
KU950637,RSVB/Homo_sapiens/USA/TH_10590/2014,,2014-02-04,Human,USA,B,Human_orthopneumovirus,True
KU950657,RSVB/Homo_sapiens/USA/TH_10261/2012,,2012-08-29,Human,USA,B,Human_orthopneumovirus,True
KU839629,RSVB/Homo_sapiens/USA/TH_63/2013,,2013-12-27,Human,USA,B,Human_orthopneumovirus,True
KU950648,RSVB/Homo_sapiens/USA/TH_10564/2014,,2014-01-27,Human,USA,B,Human_orthopneumovirus,True
KU839625,RSVB/Homo_sapiens/USA/TH_40/2014,,2014-01-02,Human,USA,B,Human_orthopneumovirus,True
KU950614,RSVB/Homo_sapiens/USA/TH_10671/2005,,2005-12-29,Human,USA,B,Human_orthopneumovirus,True
KU950591,RSVB/Homo_sapiens/USA/TH_10436/2013,,2013-10-01,Human,USA,B,Human_orthopneumovirus,True
KU950565,RSVB/Homo_sapiens/USA/TH_10428/2013,,2013-08-16,Human,USA,B,Human_orthopneumovirus,True
KU950576,RSVB/Homo_sapiens/USA/TH_10186/2012,,2012-11-02,Human,USA,B,Human_orthopneumovirus,True
KU950514,RSVB/Homo_sapiens/USA/TH_10544/2013,,2013-11-21,Human,USA,B,Human_orthopneumovirus,True
KU950568,RSVB/Homo_sapiens/USA/TH_10420/2014,,2014-01-07,Human,USA,B,Human_orthopneumovirus,True
KU950478,RSVB/Homo_sapiens/USA/TH_10381/2013,,2013-06-20,Human,USA,B,Human_orthopneumovirus,True
KU950580,RSVB/Homo_sapiens/USA/TH_10453/2013,,2013-10-07,Human,USA,B,Human_orthopneumovirus,True
KU950504,RSVB/Homo_sapiens/USA/TH_10388/2013,,2013-06-18,Human,USA,B,Human_orthopneumovirus,True
KU950587,RSVB/Homo_sapiens/USA/TH_10484/2013,,2013-11-13,Human,USA,B,Human_orthopneumovirus,True
KU950463,RSVB/Homo_sapiens/USA/TH_10357/2013,,2013-11-26,Human,USA,B,Human_orthopneumovirus,True
KU316100,RSVB/Homo_sapiens/USA/94E_140_01/1994-XX-XX,,1994-XX-XX,Human,USA,B,Human_orthopneumovirus,False
KU950458,RSVB/Homo_sapiens/USA/TH_10561/2013,,2013-12-16,Human,USA,B,Human_orthopneumovirus,True
KU950593,RSVB/Homo_sapiens/USA/TH_10537/2014,,2014-01-09,Human,USA,B,Human_orthopneumovirus,True
KU950484,RSVB/Homo_sapiens/USA/TH_10494/2013,,2013-12-09,Human,USA,B,Human_orthopneumovirus,True
KU950578,RSVB/Homo_sapiens/USA/TH_10421/2013,,2013-10-23,Human,USA,B,Human_orthopneumovirus,True
KU950684,RSVB/Homo_sapiens/USA/TH_10515/2013,,2013-08-23,Human,USA,B,Human_orthopneumovirus,True
KU950682,RSVB/Homo_sapiens/USA/TH_10264/2012,,2012-08-15,Human,USA,B,Human_orthopneumovirus,True
KU950559,RSVB/Homo_sapiens/USA/TH_10376/2013,,2013-07-22,Human,USA,B,Human_orthopneumovirus,True
KU950526,RSVB/Homo_sapiens/USA/TH_10527/2013,,2013-11-27,Human,USA,B,Human_orthopneumovirus,True
KU950500,RSVB/Homo_sapiens/USA/TH_10329/2012,,2012-12-18,Human,USA,B,Human_orthopneumovirus,True
KU950678,RSVB/Homo_sapiens/USA/TH_10415/2013,,2013-08-23,Human,USA,B,Human_orthopneumovirus,True
KU950496,RSVB/Homo_sapiens/USA/TH_10648/2013,,2013-12-02,Human,USA,B,Human_orthopneumovirus,True
KU950604,RSVB/Homo_sapiens/USA/TH_10551/2013,,2013-06-19,Human,USA,B,Human_orthopneumovirus,True
KU950515,RSVB/Homo_sapiens/USA/TH_10478/2013,,2013-10-14,Human,USA,B,Human_orthopneumovirus,True
KU950465,RSVB/Homo_sapiens/USA/TH_10578/2013,,2013-11-19,Human,USA,B,Human_orthopneumovirus,True
KU316159,RSVB/Homo_sapiens/USA/97I_031A_01_01/1997-XX-XX,,1997-XX-XX,Human,USA,B,Human_orthopneumovirus,False
KU950633,RSVB/Homo_sapiens/USA/TH_10483/2013,,2013-12-10,Human,USA,B,Human_orthopneumovirus,True
KU950569,RSVB/Homo_sapiens/USA/TH_10307/2013,,2013-03-04,Human,USA,B,Human_orthopneumovirus,True
KU950532,RSVB/Homo_sapiens/USA/TH_10440/2013,,2013-10-07,Human,USA,B,Human_orthopneumovirus,True
KU950662,RSVB/Homo_sapiens/USA/TH_10161/2012,,2012-12-14,Human,USA,B,Human_orthopneumovirus,True
KU950622,RSVB/Homo_sapiens/USA/TH_10451/2013,,2013-10-15,Human,USA,B,Human_orthopneumovirus,True
KU950582,RSVB/Homo_sapiens/USA/TH_10391/2013,,2013-07-17,Human,USA,B,Human_orthopneumovirus,True
KU950542,RSVB/Homo_sapiens/USA/TH_10429/2013,,2013-10-07,Human,USA,B,Human_orthopneumovirus,True
KU950690,RSVB/Homo_sapiens/USA/TH_10447/2013,,2013-08-14,Human,USA,B,Human_orthopneumovirus,True
KU950605,RSVB/Homo_sapiens/USA/TH_10563/2013,,2013-08-13,Human,USA,B,Human_orthopneumovirus,False
KU950517,RSVB/Homo_sapiens/USA/TH_10445/2013,,2013-10-22,Human,USA,B,Human_orthopneumovirus,True
KU950466,RSVB/Homo_sapiens/USA/TH_10488/2013,,2013-10-17,Human,USA,B,Human_orthopneumovirus,True
KU950471,RSVB/Homo_sapiens/USA/TH_10511/2013,,2013-08-02,Human,USA,B,Human_orthopneumovirus,True
KU950555,RSVB/Homo_sapiens/USA/TH_10452/2013,,2013-12-03,Human,USA,B,Human_orthopneumovirus,True
KU950679,RSVB/Homo_sapiens/USA/TH_10395/2013,,2013-07-12,Human,USA,B,Human_orthopneumovirus,True
KU950589,RSVB/Homo_sapiens/USA/TH_10663/2013,,2013-10-29,Human,USA,B,Human_orthopneumovirus,True
KU950697,RSVB/Homo_sapiens/USA/TH_10430/2013,,2013-12-16,Human,USA,B,Human_orthopneumovirus,True
KU950482,RSVB/Homo_sapiens/USA/TH_10504/2013,,2013-08-05,Human,USA,B,Human_orthopneumovirus,True
KU950668,RSVB/Homo_sapiens/USA/TH_10448/2013,,2013-09-30,Human,USA,B,Human_orthopneumovirus,True
KU839638,RSVB/Homo_sapiens/USA/TH_22/2013,,2013-11-11,Human,USA,B,Human_orthopneumovirus,True
KU950607,RSVB/Homo_sapiens/USA/TH_10503/2013,,2013-12-06,Human,USA,B,Human_orthopneumovirus,True
KU950497,RSVB/Homo_sapiens/USA/TH_10416/2013,,2013-08-20,Human,USA,B,Human_orthopneumovirus,True
KU950457,RSVB/Homo_sapiens/USA/TH_10666/2005,,2005-12-30,Human,USA,B,Human_orthopneumovirus,True
KU950647,RSVB/Homo_sapiens/USA/TH_10115/2012,,2012-12-04,Human,USA,B,Human_orthopneumovirus,True
KU950672,RSVB/Homo_sapiens/USA/TH_10496/2013,,2013-12-09,Human,USA,B,Human_orthopneumovirus,True
KU950547,RSVB/Homo_sapiens/USA/TH_10525/2013,,2013-11-19,Human,USA,B,Human_orthopneumovirus,True
KU839640,RSVB/Homo_sapiens/USA/TH_39/2013,,2013-12-11,Human,USA,B,Human_orthopneumovirus,True
KU950508,RSVB/Homo_sapiens/USA/TH_10431/2013,,2013-07-30,Human,USA,B,Human_orthopneumovirus,True
MN306044,SC0843,,2019-XX-XX,Human,USA,B,Human_orthopneumovirus,True
MH685715,E0_041,,2013-XX-XX,Human,Uganda,B,Human_orthopneumovirus,True
LC385004,TB5_CA_17_0073_5,,2017-01-30,Human,Philippines,B,Human_orthopneumovirus,True
LC474542,RSV/B/Sendai/105/16,,2016-XX-XX,Human,Japan,B,Human_orthopneumovirus,True
LC488177,Fukushima/BA9_I/2016-XX-XX,,2016-XX-XX,Human,Japan,B,Human_orthopneumovirus,True
KX655624,RSVB/Homo_sapiens/JOR/B1723/2012,,2012-12-30,Human,Jordan,B,Human_orthopneumovirus,True
KX655629,RSVB/Homo_sapiens/JOR/D3633/2012,,2012-12-19,Human,Jordan,B,Human_orthopneumovirus,True
KX655633,RSVB/Homo_sapiens/JOR/C2717/2013,,2013-02-10,Human,Jordan,B,Human_orthopneumovirus,True
KX655641,RSVB/Homo_sapiens/JOR/C2722/2013,,2013-02-14,Human,Jordan,B,Human_orthopneumovirus,True
KX655642,RSVB/Homo_sapiens/JOR/D3731/2013,,2013-02-21,Human,Jordan,B,Human_orthopneumovirus,True
KX655645,RSVB/Homo_sapiens/JOR/C2730/2013,,2013-02-20,Human,Jordan,B,Human_orthopneumovirus,True
KX655646,RSVB/Homo_sapiens/JOR/B1139/2011,,2011-01-31,Human,Jordan,B,Human_orthopneumovirus,True
KX655648,RSVB/Homo_sapiens/JOR/C2678/2013,,2013-01-15,Human,Jordan,B,Human_orthopneumovirus,True
KX655649,RSVB/Homo_sapiens/JOR/A0765/2013,,2013-03-13,Human,Jordan,B,Human_orthopneumovirus,True
KX655653,RSVB/Homo_sapiens/JOR/C2706/2013,,2013-02-05,Human,Jordan,B,Human_orthopneumovirus,True
KX655654,RSVB/Homo_sapiens/JOR/D3125/2011,,2011-02-13,Human,Jordan,B,Human_orthopneumovirus,True
KX655655,RSVB/Homo_sapiens/JOR/B1011/2010,,2010-03-24,Human,Jordan,B,Human_orthopneumovirus,True
KX655661,RSVB/Homo_sapiens/JOR/D3759/2013,,2013-03-17,Human,Jordan,B,Human_orthopneumovirus,True
KX655664,RSVB/Homo_sapiens/JOR/A0656/2012,,2012-12-27,Human,Jordan,B,Human_orthopneumovirus,True
KX655669,RSVB/Homo_sapiens/JOR/C2038/2010,,2010-06-27,Human,Jordan,B,Human_orthopneumovirus,True
KX655671,RSVB/Homo_sapiens/JOR/A0714/2013,,2013-01-31,Human,Jordan,B,Human_orthopneumovirus,True
KX655681,RSVB/Homo_sapiens/JOR/A0767/2013,,2013-03-13,Human,Jordan,B,Human_orthopneumovirus,True
KX655683,RSVB/Homo_sapiens/JOR/A0751/2013,,2013-03-03,Human,Jordan,B,Human_orthopneumovirus,True
KX655684,RSVB/Homo_sapiens/JOR/D3002/2010,,2010-03-21,Human,Jordan,B,Human_orthopneumovirus,True
KX655685,RSVB/Homo_sapiens/JOR/D3504/2012,,2012-04-24,Human,Jordan,B,Human_orthopneumovirus,True
KX655686,RSVB/Homo_sapiens/JOR/C2486/2012,,2012-04-05,Human,Jordan,B,Human_orthopneumovirus,True
KX655690,RSVB/Homo_sapiens/JOR/A0009/2010,,2010-03-31,Human,Jordan,B,Human_orthopneumovirus,False
KX655693,RSVB/Homo_sapiens/JOR/D3772/2013,,2013-03-27,Human,Jordan,B,Human_orthopneumovirus,True
KX655698,RSVB/Homo_sapiens/JOR/A0689/2013,,2013-01-17,Human,Jordan,B,Human_orthopneumovirus,True
KX655700,RSVB/Homo_sapiens/JOR/D3717/2013,,2013-02-11,Human,Jordan,B,Human_orthopneumovirus,True
KX765888,RSVB/Homo_sapiens/NZL/LJRSV34/2014,,2014-07-30,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765889,RSVB/Homo_sapiens/NZL/LJRSV56/2012,,2012-07-30,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765890,RSVB/Homo_sapiens/NZL/LJRSV72/2011,,2011-07-03,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765892,RSVB/Homo_sapiens/NZL/LJRSV21/2014,,2014-05-30,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765893,RSVB/Homo_sapiens/NZL/LJRSV87/2010,,2010-08-05,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765895,RSVB/Homo_sapiens/NZL/LJRSV22/2014,,2014-05-31,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765897,RSVB/Homo_sapiens/NZL/LJRSV43/2013,,2013-07-27,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765899,RSVB/Homo_sapiens/NZL/LJRSV89/2010,,2010-08-09,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765900,RSVB/Homo_sapiens/NZL/LJRSV91/2010,,2010-08-27,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765903,RSVB/Homo_sapiens/NZL/LJRSV85/2011,,2011-09-19,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765905,RSVB/Homo_sapiens/NZL/LJRSV32/2014,,2014-06-28,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765906,RSVB/Homo_sapiens/NZL/LJRSV10/2015,,2015-07-08,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765907,RSVB/Homo_sapiens/NZL/LJRSV25/2014,,2014-06-05,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765908,RSVB/Homo_sapiens/NZL/LJRSV49/2013,,2013-10-22,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765909,RSVB/Homo_sapiens/NZL/LJRSV42/2013,,2013-07-06,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765912,RSVB/Homo_sapiens/NZL/LJRSV23/2014,,2014-06-04,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765921,RSVB/Homo_sapiens/NZL/LJRSV26/2014,,2014-06-08,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765922,RSVB/Homo_sapiens/NZL/LJRSV78/2011,,2011-07-09,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765923,RSVB/Homo_sapiens/NZL/LJRSV40/2013,,2013-06-29,Human,New_Zealand,B,Human_orthopneumovirus,True
MG642064,RSVB/Homo_sapiens/USA/MCRSV_280/1995-XX-XX,,1995-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642065,RSVB/Homo_sapiens/USA/MCRSV_225/1981-XX-XX,,1981-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642066,RSVB/Homo_sapiens/USA/MCRSV_273/1990-XX-XX,,1990-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642072,RSVB/Homo_sapiens/USA/MCRSV_274/1991-XX-XX,,1991-XX-XX,Human,USA,B,Human_orthopneumovirus,False
KY674984,16B7,,2016-XX-XX,Human,USA,B,Human_orthopneumovirus,True
KX765927,RSVB/Homo_sapiens/NZL/LJRSV73/2011,,2011-07-03,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765929,RSVB/Homo_sapiens/NZL/LJRSV29/2014,,2014-06-19,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765930,RSVB/Homo_sapiens/NZL/LJRSV92/2010,,2010-08-27,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765935,RSVB/Homo_sapiens/NZL/LJRSV07/2015,,2015-06-29,Human,New_Zealand,B,Human_orthopneumovirus,True
KY249666,RSVB/England400/2013,,2013-01-02,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249667,RSVB/England313/2012,,2012-12-21,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249668,RSVB/England453/2012,,2012-12-06,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249669,RSVB/England787/2012,,2012-12-06,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249670,RSVB/England783/2012,,2012-12-04,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249671,RSVB/England864/2012,,2012-11-27,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249672,RSVB/England198/2012,,2012-11-23,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249673,RSVB/England537/2012,,2012-11-19,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249674,RSVB/England127/2012,,2012-11-16,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249675,RSVB/England306/2012,,2012-01-23,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249676,RSVB/England133/2012,,2012-01-04,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249677,RSVB/England132/2012,,2012-01-06,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249678,RSVB/England122/2011,,2011-12-28,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249679,RSVB/England002/2011,,2011-12-22,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249680,RSVB/England447/2011,,2011-12-01,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249681,RSVB/England138/2016,,2016-01-05,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249682,RSVB/England136/2016,,2016-01-10,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249683,RSVB/England133/2016,,2016-01-04,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249656,RSVB/England136/2014,,2014-01-07,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249657,RSVB/England263/2014,,2014-01-03,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249658,RSVB/England167/2014,,2013-12-30,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249659,RSVB/England595/2013,,2013-12-18,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249660,RSVB/England583/2013,,2013-12-18,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249661,RSVB/England015/2013,,2013-11-27,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249662,RSVB/England080/2013,,2013-11-19,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249663,RSVB/England005/2013,,2013-11-14,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249664,RSVB/England135/2013,,2013-11-12,Human,United_Kingdom,B,Human_orthopneumovirus,True
KY249665,RSVB/England617/2013,,2013-10-09,Human,United_Kingdom,B,Human_orthopneumovirus,True
KX765973,RSVB/Homo_sapiens/NZL/LJRSV20/2014,,2014-05-27,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765975,RSVB/Homo_sapiens/NZL/LJRSV82/2011,,2011-09-17,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765976,RSVB/Homo_sapiens/NZL/LJRSV67/2012,,2012-08-28,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765978,RSVB/Homo_sapiens/NZL/LJRSV71/2011,,2011-07-03,Human,New_Zealand,B,Human_orthopneumovirus,True
MG642036,RSVB/Homo_sapiens/USA/MCRSV_271/1989-XX-XX,,1989-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642037,RSVB/Homo_sapiens/USA/MCRSV_208/1980-XX-XX,,1980-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642039,RSVB/Homo_sapiens/USA/MCRSV_268/1985-XX-XX,,1985-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642042,RSVB/Homo_sapiens/USA/MCRSV_242/1985-XX-XX,,1985-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642043,RSVB/Homo_sapiens/USA/MCRSV_228/1982-XX-XX,,1982-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642044,RSVB/Homo_sapiens/USA/MCRSV_231/1982-XX-XX,,1982-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642045,RSVB/Homo_sapiens/USA/MCRSV_205/1979-XX-XX,,1979-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642047,RSVB/Homo_sapiens/USA/MCRSV_213/1980-XX-XX,,1980-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642049,RSVB/Homo_sapiens/USA/MCRSV_278/1993-XX-XX,,1993-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642054,RSVB/Homo_sapiens/USA/MCRSV_276/1991-XX-XX,,1991-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642057,RSVB/Homo_sapiens/USA/MCRSV_241/1984-XX-XX,,1984-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642059,RSVB/Homo_sapiens/USA/MCRSV_267/1983-XX-XX,,1983-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642062,RSVB/Homo_sapiens/USA/MCRSV_282/1996-XX-XX,,1996-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MK749904,RSVB/Homo_sapiens/NIC/IIIn_15_0332_01NT/2015,,2015-12-07,Human,Nicaragua,B,Human_orthopneumovirus,True
KX765943,RSVB/Homo_sapiens/NZL/LJRSV46/2013,,2013-08-24,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765945,RSVB/Homo_sapiens/NZL/LJRSV98/2010,,2010-10-20,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765947,RSVB/Homo_sapiens/NZL/LJRSV19/2014,,2014-04-30,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765949,RSVB/Homo_sapiens/NZL/LJRSV79/2011,,2011-09-04,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765952,RSVB/Homo_sapiens/NZL/LJRSV63/2012,,2012-08-19,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765957,RSVB/Homo_sapiens/NZL/LJRSV30/2014,,2014-06-22,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765959,RSVB/Homo_sapiens/NZL/LJRSV51/2013,,2013-09-08,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765961,RSVB/Homo_sapiens/NZL/LJRSV16/2015,,2015-07-10,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765962,RSVB/Homo_sapiens/NZL/LJRSV50/2013,,2013-09-03,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765963,RSVB/Homo_sapiens/NZL/LJRSV90/2010,,2010-08-09,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765964,RSVB/Homo_sapiens/NZL/LJRSV53/2012,,2012-07-18,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765965,RSVB/Homo_sapiens/NZL/LJRSV48/2013,,2013-09-09,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765966,RSVB/Homo_sapiens/NZL/LJRSV24/2014,,2014-06-04,Human,New_Zealand,B,Human_orthopneumovirus,True
KX765968,RSVB/Homo_sapiens/NZL/LJRSV86/2010,,2010-08-05,Human,New_Zealand,B,Human_orthopneumovirus,True
MH327947,NIV1735504,,2017-XX-XX,Human,India,B,Human_orthopneumovirus,True
MG431251,STA786,,2010-02-22,Human,Brazil,B,Human_orthopneumovirus,True
MG431253,STA754,,2010-01-04,Human,Brazil,B,Human_orthopneumovirus,False
MG642025,RSVB/Homo_sapiens/USA/MCRSV_232/1982-XX-XX,,1982-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642027,RSVB/Homo_sapiens/USA/MCRSV_275/1991-XX-XX,,1991-XX-XX,Human,USA,B,Human_orthopneumovirus,False
KY684758,SC2225,,2016-XX-XX,Human,USA,B,Human_orthopneumovirus,True
KY883568,HRSV/B/BuenosAires/ARG/002/2015,,2015-02-23,Human,Argentina,B,Human_orthopneumovirus,True
KY883570,HRSV/B/BuenosAires/ARG/004/2015,,2015-05-21,Human,Argentina,B,Human_orthopneumovirus,True
KY883571,HRSV/B/BuenosAires/ARG/005/2015,,2015-05-26,Human,Argentina,B,Human_orthopneumovirus,True
MF001044,6A8,,2015-XX-XX,Human,USA,B,Human_orthopneumovirus,True
MF001058,SC2935,,2015-XX-XX,Human,USA,B,Human_orthopneumovirus,True
MG642078,RSVB/Homo_sapiens/USA/MCRSV_230/1982-XX-XX,,1982-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MG642082,RSVB/Homo_sapiens/USA/MCRSV_257/1989-XX-XX,,1989-XX-XX,Human,USA,B,Human_orthopneumovirus,False
MK167034,5S4,,2005-XX-XX,Human,USA,B,Human_orthopneumovirus,True
MK453523,5P5,,2009-XX-XX,Human,USA,B,Human_orthopneumovirus,True
MK481079,RSVB/Novosibirsk/50Hp/2018,,2018-03-19,Human,Russia,B,Human_orthopneumovirus,True
MK534510,RSVB/Novosibirsk/50Hl/2018,,2018-03-19,Human,Russia,B,Human_orthopneumovirus,True
MK534511,RSVB/Novosibirsk/66Hp/2018,,2018-03-22,Human,Russia,B,Human_orthopneumovirus,True
MK534512,RSVB/Novosibirsk/66Hl/2018,,2018-03-22,Human,Russia,B,Human_orthopneumovirus,True
MK749866,RSVB/Homo_sapiens/NIC/IIIn_15_0268_01NT/2015,,2015-11-12,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749868,RSVB/Homo_sapiens/NIC/IIIn_16_0049_01NT/2016,,2016-09-01,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749869,RSVB/Homo_sapiens/NIC/IIIn_16_0192_01NT/2016,,2016-10-05,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749870,RSVB/Homo_sapiens/NIC/IIIn_15_0361_01NT/2015,,2015-12-22,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749871,RSVB/Homo_sapiens/NIC/IIIn_15_0261_01NT/2015,,2015-11-16,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749872,RSVB/Homo_sapiens/NIC/IIIn_15_0416_01NT/2016,,2016-01-18,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749873,RSVB/Homo_sapiens/NIC/IIIn_15_0281_01NT/2015,,2015-11-20,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749874,RSVB/Homo_sapiens/NIC/IIIn_15_0347_01NT/2015,,2015-12-11,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749875,RSVB/Homo_sapiens/NIC/IIIn_16_0226_01NT/2016,,2016-10-05,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749876,RSVB/Homo_sapiens/NIC/IIIn_15_0155_01NT/2015,,2015-09-25,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749877,RSVB/Homo_sapiens/NIC/IIIn_15_0233_01NT/2015,,2015-11-05,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749878,RSVB/Homo_sapiens/NIC/IIIn_15_0326_01NT/2015,,2015-12-04,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749879,RSVB/Homo_sapiens/NIC/IIIn_15_0220_01NT/2015,,2015-10-29,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749880,RSVB/Homo_sapiens/NIC/IIIn_15_0181_01NT/2015,,2015-10-14,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749881,RSVB/Homo_sapiens/NIC/IIIn_15_0353_01NT/2015,,2015-12-17,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749882,RSVB/Homo_sapiens/NIC/IIIn_16_0060_01NT/2016,,2016-08-31,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749885,RSVB/Homo_sapiens/NIC/IIIn_16_0118_01NT/2016,,2016-08-25,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749887,RSVB/Homo_sapiens/NIC/8700_04/2015,,2015-12-26,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749888,RSVB/Homo_sapiens/NIC/IIIn_15_0335_01NT/2015,,2015-12-09,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749889,RSVB/Homo_sapiens/NIC/IIIn_15_0247_01NT/2015,,2015-11-11,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749891,RSVB/Homo_sapiens/NIC/IIIn_15_0187_01NT/2015,,2015-10-19,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749892,RSVB/Homo_sapiens/NIC/IIIn_15_0267_01NT/2015,,2015-11-12,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749894,RSVB/Homo_sapiens/NIC/IIIn_16_0104_01NT/2016,,2016-08-25,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749896,RSVB/Homo_sapiens/NIC/IIIn_15_0253_01NT/2015,,2015-11-13,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749897,RSVB/Homo_sapiens/NIC/IIIn_15_0441_01NT/2016,,2016-01-13,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749898,RSVB/Homo_sapiens/NIC/IIIn_15_0578_01NT/2015,,2015-12-23,Human,Nicaragua,B,Human_orthopneumovirus,True
MK749899,RSVB/Homo_sapiens/NIC/IIIn_15_0442_01NT/2016,,2016-01-12,Human,Nicaragua,B,Human_orthopneumovirus,True
