strain	strain_name	date	segment	country	host
LC013258.1	Influenza C virus (C/Yamagata/30/2014) HE gene for hemagglutinin-esterase, partial cds	2014-06-04	HE	Japan	Homo sapiens LC013258.1
LC013259.1	Influenza C virus (C/Yamagata/32/2014) HE gene for hemagglutinin-esterase, partial cds	2014-06-17	HE	Japan	Homo sapiens LC013259.1
LC013260.1	Influenza C virus (C/Yamagata/33/2014) HE gene for hemagglutinin-esterase, partial cds	2014-07-22	HE	Japan	Homo sapiens LC013260.1
LC013261.1	Influenza C virus (C/Yamagata/35/2014) HE gene for hemagglutinin-esterase, partial cds	2014-08-20	HE	Japan	Homo sapiens LC013261.1
LC013262.1	Influenza C virus (C/Yamagata/14/2006) HE gene for hemagglutinin-esterase, partial cds	2006-08-28	HE	Japan	Homo sapiens LC013262.1
LC013263.1	Influenza C virus (C/Yamagata/18/2008) HE gene for hemagglutinin-esterase, partial cds	2008-06-25	HE	Japan	Homo sapiens LC013263.1
AB978548.1	Influenza C virus (C/Leyte/1/2011) HE gene for hemagglutinin-esterase, partial cds	2011-XX-XX	HE	Philippines	Homo sapiens AB978548.1
AB978549.1	Influenza C virus (C/Leyte/2/2011) HE gene for hemagglutinin-esterase, partial cds	2011-XX-XX	HE	Philippines	Homo sapiens AB978549.1
AB978550.1	Influenza C virus (C/Leyte/3/2011) HE gene for hemagglutinin-esterase, partial cds	2011-XX-XX	HE	Philippines	Homo sapiens AB978550.1
AB978551.1	Influenza C virus (C/Leyte/4/2011) HE gene for hemagglutinin-esterase, partial cds	2011-XX-XX	HE	Philippines	Homo sapiens AB978551.1
AB978552.1	Influenza C virus (C/Leyte/5/2011) HE gene for hemagglutinin-esterase, partial cds	2011-XX-XX	HE	Philippines	Homo sapiens AB978552.1
AB978553.1	Influenza C virus (C/Sendai/TU1/2008) HE gene for hemagglutinin-esterase, partial cds	2008-XX-XX	HE	Japan	Homo sapiens AB978553.1
AB978554.1	Influenza C virus (C/Sendai/TU2/2008) HE gene for hemagglutinin-esterase, partial cds	2008-XX-XX	HE	Japan	Homo sapiens AB978554.1
AB978555.1	Influenza C virus (C/Sendai/TU3/2008) HE gene for hemagglutinin-esterase, partial cds	2008-XX-XX	HE	Japan	Homo sapiens AB978555.1
AB978556.1	Influenza C virus (C/Sendai/TU4/2008) HE gene for hemagglutinin-esterase, partial cds	2008-XX-XX	HE	Japan	Homo sapiens AB978556.1
AB978557.1	Influenza C virus (C/Sendai/TU5/2008) HE gene for hemagglutinin-esterase, partial cds	2008-XX-XX	HE	Japan	Homo sapiens AB978557.1
AB978558.1	Influenza C virus (C/Sendai/TU1/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	Homo sapiens AB978558.1
AB978559.1	Influenza C virus (C/Sendai/TU2/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	Homo sapiens AB978559.1
AB978560.1	Influenza C virus (C/Biliran/1/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978560.1
AB978561.1	Influenza C virus (C/Biliran/2/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978561.1
AB978562.1	Influenza C virus (C/Biliran/3/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978562.1
AB978563.1	Influenza C virus (C/Leyte/1/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978563.1
AB978564.1	Influenza C virus (C/Leyte/2/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978564.1
AB978565.1	Influenza C virus (C/Leyte/3/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978565.1
AB978566.1	Influenza C virus (C/Palawan/1/2013) HE gene for hemagglutinin-esterase, partial cds	2013-XX-XX	HE	Philippines	Homo sapiens AB978566.1
KM504280.1	Influenza C virus (C/Victoria/2/2012) segment 4 hemagglutinin-esterase precursor (HE) gene, complete cds	2012-XX-XX	HE	Australia	Homo sapiens KM504280.1
AB811846.1	Influenza C virus (C/Mie/188/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	Homo sapiens AB811846.1
AB811847.1	Influenza C virus (C/Mie/231/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	Homo sapiens AB811847.1
AB899775.1	Influenza C virus (C/Yamagata/7/81) HE gene for hemagglutinin-esterase, partial cds	1981-03-18	HE	Japan	Homo sapiens AB899775.1
AB899776.1	Influenza C virus (C/Yamagata/10/81) HE gene for hemagglutinin-esterase, partial cds	1981-03-18	HE	Japan	Homo sapiens AB899776.1
AB899777.1	Influenza C virus (C/Yamagata/4/92) HE gene for hemagglutinin-esterase, partial cds	1992-11-19	HE	Japan	Homo sapiens AB899777.1
AB899778.1	Influenza C virus (C/Yamagata/7/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-16	HE	Japan	Homo sapiens AB899778.1
AB899779.1	Influenza C virus (C/Yamagata/14/2004) HE gene for hemagglutinin-esterase, partial cds	2004-05-07	HE	Japan	Homo sapiens AB899779.1
AB899780.1	Influenza C virus (C/Yamagata/2/2010) HE gene for hemagglutinin-esterase, partial cds	2010-02-09	HE	Japan	Homo sapiens AB899780.1
AB899781.1	Influenza C virus (C/Yamagata/4/2012) HE gene for hemagglutinin-esterase, partial cds	2012-02-22	HE	Japan	Homo sapiens AB899781.1
AB899782.1	Influenza C virus (C/Yamagata/29/2012) HE gene for hemagglutinin-esterase, partial cds	2012-07-30	HE	Japan	Homo sapiens AB899782.1
AB751364.1	Influenza C virus (C/Mie/186/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751364.1
AB751365.1	Influenza C virus (C/Mie/277/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751365.1
AB751594.1	Influenza C virus (C/Mie/275/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751594.1
AB751595.1	Influenza C virus (C/Mie/265/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751595.1
AB751596.1	Influenza C virus (C/Mie/199/2012egg) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751596.1
AB751597.1	Influenza C virus (C/Mie/193/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751597.1
AB751598.1	Influenza C virus (C/Mie/185/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751598.1
AB751599.1	Influenza C virus (C/Mie/204/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751599.1
AB751600.1	Influenza C virus (C/Mie/67/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751600.1
AB751601.1	Influenza C virus (C/Mie/198/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751601.1
AB751602.1	Influenza C virus (C/Mie/182/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751602.1
AB751603.1	Influenza C virus (C/Mie/180/2012) HE gene for hemagglutinin-esterase, partial cds	2012-XX-XX	HE	Japan	AB751603.1
JX947861.1	Influenza C virus (C/Eastern India/1202/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-07-15	HE	India	Homo sapiens JX947861.1
JX129180.1	Influenza C virus (C/Milan/128/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-XX	HE	Italy	Homo sapiens JX129180.1
JX129181.1	Influenza C virus (C/Milan/550/2008) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2008-12-XX	HE	Italy	Homo sapiens JX129181.1
JX129182.1	Influenza C virus (C/Milan/1101/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-01-XX	HE	Italy	Homo sapiens JX129182.1
JX129183.1	Influenza C virus (C/Milan/1130/2010) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2010-01-XX	HE	Italy	Homo sapiens JX129183.1
JX129184.1	Influenza C virus (C/Milan/976/2010) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2010-01-XX	HE	Italy	Homo sapiens JX129184.1
JX080409.1	Influenza C virus (C/Alberta/2921/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-03-04	HE	Canada	Homo sapiens JX080409.1
JX080410.1	Influenza C virus (C/Alberta/3087/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-03-04	HE	Canada	Homo sapiens JX080410.1
JX080411.1	Influenza C virus (C/Alberta/3502/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-03-18	HE	Canada	Homo sapiens JX080411.1
JX080412.1	Influenza C virus (C/Alberta/4753/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-02-19	HE	Canada	Homo sapiens JX080412.1
JX080413.1	Influenza C virus (C/Alberta/4941/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-02-22	HE	Canada	Homo sapiens JX080413.1
JX080414.1	Influenza C virus (C/Alberta/10161/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-04-15	HE	Canada	Homo sapiens JX080414.1
JQ045710.1	Influenza C virus (C/Melbourne/1/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-09-06	HE	Australia	Homo sapiens JQ045710.1
JN899406.1	Influenza C virus (C/Melbourne/2/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-10-07	HE	Australia	Homo sapiens JN899406.1
FR671422.1	Influenza C virus (C/JJ/1950) HEF gene for haemagglutinin-esterase-fusion protein, genomic RNA	1950-XX-XX	HE		FR671422.1
GQ853452.1	Influenza C virus (C/Singapore/DSO-070203/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-12-04	HE	Singapore	Homo sapiens GQ853452.1
GQ853453.1	Influenza C virus (C/Singapore/DSO-070170/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-11-17	HE	Singapore	Homo sapiens GQ853453.1
GQ853454.1	Influenza C virus (C/Singapore/DSO-070193/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-11-29	HE	Singapore	Homo sapiens GQ853454.1
GQ853455.1	Influenza C virus (C/Singapore/DSO-050530/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-05-18	HE	Singapore	Homo sapiens GQ853455.1
HM748623.1	Influenza C virus (C/Catalonia/1824/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-11	HE	Spain	Homo sapiens HM748623.1
HM748624.1	Influenza C virus (C/Catalonia/1754/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-09	HE	Spain	Homo sapiens HM748624.1
HM748625.1	Influenza C virus (C/Catalonia/1945/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-23	HE	Spain	Homo sapiens HM748625.1
HM748626.1	Influenza C virus (C/Catalonia/2072/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-12-09	HE	Spain	Homo sapiens HM748626.1
HM748627.1	Influenza C virus (C/Catalonia/1372/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-14	HE	Spain	Homo sapiens HM748627.1
HM748628.1	Influenza C virus (C/Catalonia/1373/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-09	HE	Spain	Homo sapiens HM748628.1
HM748629.1	Influenza C virus (C/Catalonia/1266/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-08-25	HE	Spain	Homo sapiens HM748629.1
HM748630.1	Influenza C virus (C/Catalonia/1284/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-08-26	HE	Spain	Homo sapiens HM748630.1
HM748631.1	Influenza C virus (C/Catalonia/1318/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-01	HE	Spain	Homo sapiens HM748631.1
HM748632.1	Influenza C virus (C/Catalonia/1430/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-28	HE	Spain	Homo sapiens HM748632.1
HM748633.1	Influenza C virus (C/Catalonia/1457/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-29	HE	Spain	Homo sapiens HM748633.1
HM748634.1	Influenza C virus (C/Catalonia/2588/2010) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2010-04-13	HE	Spain	Homo sapiens HM748634.1
EU086908.1	Influenza C virus (C/Caen/BO1/2004) hemagglutinin-esterase (HE) gene, partial cds	2004-XX-XX	HE	France	EU086908.1
EU086909.1	Influenza C virus (C/Caen/JO2/2004) hemagglutinin-esterase (HE) gene, partial cds	2004-XX-XX	HE	France	EU086909.1
EU086910.1	Influenza C virus (C/Caen/ME1/2005) hemagglutinin-esterase (HE) gene, partial cds	2005-XX-XX	HE	France	EU086910.1
EU086911.1	Influenza C virus (C/Caen/HE2/2005) hemagglutinin-esterase (HE) gene, partial cds	2005-XX-XX	HE	France	EU086911.1
EU086912.1	Influenza C virus (C/Caen/MA3/2005) hemagglutinin-esterase (HE) gene, partial cds	2005-XX-XX	HE	France	EU086912.1
EU086913.1	Influenza C virus (C/Caen/CA4/2005) hemagglutinin-esterase (HE) gene, partial cds	2005-XX-XX	HE	France	EU086913.1
EU086914.1	Influenza C virus (C/Caen/MA5/2005) hemagglutinin-esterase (HE) gene, partial cds	2005-XX-XX	HE	France	EU086914.1
EU086915.1	Influenza C virus (C/Caen/BA1/2007) hemagglutinin-esterase (HE) gene, partial cds	2007-XX-XX	HE	France	EU086915.1
EU086916.1	Influenza C virus (C/Caen/BR1/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-XX-XX	HE	France	EU086916.1
EU086917.1	Influenza C virus (C/Caen/LE2/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-XX-XX	HE	France	EU086917.1
AM410041.1	Influenza C virus (C/Johannesburg/1/66) segment 4, complete sequence, genomic RNA	1966-XX-XX	HE		AM410041.1
AB252153.1	Influenza C virus (C/Yamagata/3/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252153.1
AB252154.1	Influenza C virus (C/Yamagata/15/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252154.1
AB252155.1	Influenza C virus (C/Yamagata/27/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252155.1
AB252156.1	Influenza C virus (C/Miyagi/12/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252156.1
AB252157.1	Influenza C virus (C/Miyagi/42/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252157.1
AB252158.1	Influenza C virus (C/Niigata/1/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252158.1
AB252159.1	Influenza C virus (C/Fukushima/1/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252159.1
AB252160.1	Influenza C virus (C/Saitama/1/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252160.1
AB252161.1	Influenza C virus (C/Kanagawa/2/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252161.1
AB252162.1	Influenza C virus (C/Osaka/2/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252162.1
AB252163.1	Influenza C virus (C/Hiroshima/4/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252163.1
AB252164.1	Influenza C virus (C/Fukuoka/2/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252164.1
AB252165.1	Influenza C virus (C/Fukuoka/3/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252165.1
AB219076.1	Influenza C virus (C/Miyagi/3/92) HE gene for hemagglutinin-esterase, partial cds	1992-XX-XX	HE		AB219076.1
AB219077.1	Influenza C virus (C/Miyagi/3/97) HE gene for hemagglutinin-esterase, partial cds	1997-XX-XX	HE		AB219077.1
AB219078.1	Influenza C virus (C/Miyagi/4/97) HE gene for hemagglutinin-esterase, partial cds	1997-XX-XX	HE		AB219078.1
AB219079.1	Influenza C virus (C/Yamagata/20/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE		AB219079.1
AB219080.1	Influenza C virus (C/Yamagata/21/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE		AB219080.1
D87392.1	Influenza C virus (C/Miyagi/2/92) HE gene for hemagglutinine esterase, partial cds	1992-XX-XX	HE		D87392.1
D87393.1	Influenza C virus (C/Miyagi/3/91) HE gene for hemagglutinine esterase, partial cds	1991-XX-XX	HE		D87393.1
D87394.1	Influenza C virus (C/Miyagi/9/91) HE gene for hemagglutinine esterase, partial cds	1991-XX-XX	HE		D87394.1
D88427.1	Influenza C virus (C/Miyagi/2/93) genomic RNA, segment 4, complete sequence	1993-XX-XX	HE		D88427.1
D88428.1	Influenza C virus (C/Yamagata/4/89) genomic RNA, segment 4, complete sequence	1989-XX-XX	HE		D88428.1
AB182357.1	Influenza C virus (C/Aichi/1/99) HE gene for hemagglutinin-esterase, partial cds	1999-XX-XX	HE		AB182357.1
AY880247.1	Influenza C virus (C/JHB/1/66) hemagglutinin-esterase-fusion protein (HEF) mRNA, complete cds	1966-XX-XX	HE	South Africa	AY880247.1
AB099410.1	Influenza C virus (C/Yamagata/2/99) HE gene for hemagglurinin-esterase, partial cds	1999-XX-XX	HE		AB099410.1
AB099411.1	Influenza C virus (C/Yamagata/9/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099411.1
AB099412.1	Influenza C virus (C/Yamagata/2/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099412.1
AB099413.1	Influenza C virus (C/Yamagata/3/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099413.1
AB099414.1	Influenza C virus (C/Yamagata/6/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099414.1
AB099415.1	Influenza C virus (C/Yamagata/8/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099415.1
AB099416.1	Influenza C virus (C/Miyagi/2/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099416.1
AB099417.1	Influenza C virus (C/Miyagi/3/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099417.1
AB099418.1	Influenza C virus (C/Miyagi/4/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099418.1
AB099419.1	Influenza C virus (C/Miyagi/5/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099419.1
AB099420.1	Influenza C virus (C/Saitama/1/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099420.1
AB099421.1	Influenza C virus (C/Saitama/2/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099421.1
AB099422.1	Influenza C virus (C/Saitama/3/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099422.1
AB099423.1	Influenza C virus (C/Hiroshima/290/99) HE gene for hemagglurinin-esterase, partial cds	1999-XX-XX	HE		AB099423.1
AB099424.1	Influenza C virus (C/Hiroshima/252/99) HE gene for hemagglurinin-esterase, partial cds	1999-XX-XX	HE		AB099424.1
AB099425.1	Influenza C virus (C/Hiroshima/249/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099425.1
AB099426.1	Influenza C virus (C/Hiroshima/246/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099426.1
AB099427.1	Influenza C virus (C/Hiroshima/247/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099427.1
AB099428.1	Influenza C virus (C/Hiroshima/248/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099428.1
AB099429.1	Influenza C virus (C/Hiroshima/250/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099429.1
AB099430.1	Influenza C virus (C/Hiroshima/251/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099430.1
AB126194.2	Influenza C virus (C/Ann Arbor/1/50) HEF gene for hemagglutinin-esterase-fusion, complete cds	1950-XX-XX	HE		AB126194.2
AB086656.1	Influenza C virus (C/Shizuoka/79) HE gene for hemagglutinine-esterase, partial cds	1979-XX-XX	HE		AB086656.1
AB086657.1	Influenza C virus (C/Yamagata/1/86) HE gene for hemagglutinine-esterase, partial cds	1986-XX-XX	HE		AB086657.1
AB086658.1	Influenza C virus (C/Miyagi/1/90) HE gene for hemagglutinine-esterase, partial cds	1990-XX-XX	HE		AB086658.1
AB086659.1	Influenza C virus (C/Miyagi/5/91) HE gene for hemagglutinine-esterase, partial cds	1991-XX-XX	HE		AB086659.1
AB086660.1	Influenza C virus (C/Miyagi/7/91) HE gene for hemagglutinine-esterase, partial cds	1991-XX-XX	HE		AB086660.1
AB086661.1	Influenza C virus (C/Miyagi/5/93) HE gene for hemagglutinine-esterase, partial cds	1993-XX-XX	HE		AB086661.1
AB086662.1	Influenza C virus (C/Miyagi/2/96) HE gene for hemagglutinine-esterase, partial cds	1996-XX-XX	HE		AB086662.1
AB086663.1	Influenza C virus (C/Miyagi/6/96) HE gene for hemagglutinine-esterase, partial cds	1996-XX-XX	HE		AB086663.1
AB086664.1	Influenza C virus (C/Miyagi/9/96) HE gene for hemagglutinine-esterase, partial cds	1996-XX-XX	HE		AB086664.1
AB086665.1	Influenza C virus (C/Miyagi/1/97) HE gene for hemagglutinine-esterase, partial cds	1997-XX-XX	HE		AB086665.1
AB086666.1	Influenza C virus (C/Miyagi/2/98) HE gene for hemagglutinine-esterase, partial cds	1998-XX-XX	HE		AB086666.1
AB086667.1	Influenza C virus (C/Miyagi/4/98) HE gene for hemagglutinine-esterase, partial cds	1998-XX-XX	HE		AB086667.1
AB086668.1	Influenza C virus (C/Miyagi/1/99) HE gene for hemagglutinine-esterase, partial cds	1999-XX-XX	HE		AB086668.1
AB086669.1	Influenza C virus (C/Miyagi/3/99) HE gene for hemagglutinine-esterase, partial cds	1999-XX-XX	HE		AB086669.1
AB093473.1	Influenza C virus (C/Hiroshima/246/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093473.1
AB093474.1	Influenza C virus (C/Hiroshima/247/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093474.1
AB093475.1	Influenza C virus (C/Hiroshima/248/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093475.1
AB093476.1	Influenza C virus (C/Hiroshima/249/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093476.1
AB093477.1	Influenza C virus (C/Hiroshima/250/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093477.1
AB093478.1	Influenza C virus (C/Hiroshima/251/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093478.1
AB093479.1	Influenza C virus (C/Hiroshima/252/2000) HE gene for hemagglutinin-esterase, partial cds	2000-XX-XX	HE	Japan	AB093479.1
AB093480.1	Influenza C virus (C/Hiroshima/290/99) HE gene for hemagglutinin-esterase, partial cds	1999-XX-XX	HE	Japan	AB093480.1
AB064397.1	Influenza C virus (C/Yamagata/3/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064397.1
AB064398.1	Influenza C virus (C/Yamagata/8/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064398.1
AB064399.1	Influenza C virus (C/Yamagata/9/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064399.1
AB064400.1	Influenza C virus (C/Yamagata/20/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064400.1
AB064401.1	Influenza C virus (C/Yamagata/2/98) HE gene for hemagglutinin-esterase, partial cds	1998-XX-XX	HE		AB064401.1
AB064402.1	Influenza C virus (C/Yamagata/6/98) HE gene for hemagglutinin-esterase, partial cds	1998-XX-XX	HE		AB064402.1
AB064403.1	Influenza C virus (C/Yamagata/13/98) HE gene for hemagglutinin-esterase, partial cds	1998-XX-XX	HE		AB064403.1
AB064404.1	Influenza C virus (C/Miyagi/4/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064404.1
AB064405.1	Influenza C virus (C/Miyagi/7/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064405.1
AB064406.1	Influenza C virus (C/Miyagi/8/96) HE gene for hemagglutinin-esterase, partial cds	1996-XX-XX	HE		AB064406.1
AB064407.1	Influenza C virus (C/Miyagi/1/93) HE gene for hemagglutinin-esterase, partial cds	1993-XX-XX	HE		AB064407.1
AB064408.1	Influenza C virus (C/Miyagi/3/93) HE gene for hemagglutinin-esterase, partial cds	1993-XX-XX	HE		AB064408.1
AB064409.1	Influenza C virus (C/Miyagi/4/93) HE gene for hemagglutinin-esterase, partial cds	1993-XX-XX	HE		AB064409.1
AB064410.1	Influenza C virus (C/Miyagi/6/93) HE gene for hemagglutinin-esterase, partial cds	1993-XX-XX	HE		AB064410.1
AB064411.1	Influenza C virus (C/Miyagi/7/93) HE gene for hemagglutinin-esterase, partial cds	1993-XX-XX	HE		AB064411.1
AB064412.1	Influenza C virus (C/Miyagi/1/94) HE gene for hemagglutinin-esterase, partial cds	1994-XX-XX	HE		AB064412.1
AB064413.1	Influenza C virus (C/Miyagi/2/94) HE gene for hemagglutinin-esterase, partial cds	1994-XX-XX	HE		AB064413.1
AB064414.1	Influenza C virus (C/Miyagi/3/94) HE gene for hemagglutinin-esterase, partial cds	1994-XX-XX	HE		AB064414.1
AB035357.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Paris/1/67	1967-XX-XX	HE		AB035357.1
AB035358.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Johannesburg/4/67	1967-XX-XX	HE		AB035358.1
AB035359.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Georgia/1/69	1969-XX-XX	HE	Georgia	AB035359.1
AB035360.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Kansas/1/79	1979-XX-XX	HE		AB035360.1
AB035361.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Kansas/2/79	1979-XX-XX	HE		AB035361.1
AB035362.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/New Jersey/1/76	1976-XX-XX	HE		AB035362.1
AB035363.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Greece/1/79	1979-XX-XX	HE	Greece	AB035363.1
AB035364.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Sao Paulo/378/82	1982-XX-XX	HE		AB035364.1
AB035365.1	Influenza C virus HE gene for hemagglutinin-esterase precursor, partial cds, strain:C/Yamagata/1/93	1993-XX-XX	HE		AB035365.1
D49361.1	Influenza C virus (C/Yamagata/10/89) HE gene for hemagglutinin esterase, partial cds	1989-XX-XX	HE		D49361.1
D78433.1	Influenza C virus (C/Yamagata/5/92) HE gene, partial cds, isolate: C/Yamagata/5/92	1992-XX-XX	HE		Homo sapiens D78433.1
