strain	strain_name	segment	date	host	country	subtype	virus
MG813984	A_TX_010a_2014_WGS	NA	2014-11-24	Human	USA	A	Human_orthopneumovirus
MG813985	A_TX_010b_2014_WGS	NA	2014-11-24	Human	USA	A	Human_orthopneumovirus
MG813986	A_TX_012a_2015-XX-XX_WGS	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MG813987	A_TX_012b_2015-XX-XX_WGS	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MG813988	A_TX_034_2012_WGS	NA	2012-11-13	Human	USA	A	Human_orthopneumovirus
MG813990	A_TX_018a_2012_WGS	NA	2012-03-07	Human	USA	A	Human_orthopneumovirus
MG813991	A_TX_018b_2012_WGS	NA	2012-03-07	Human	USA	A	Human_orthopneumovirus
MG813992	A_TX_1043a_2013_WGS	NA	2013-01-11	Human	USA	A	Human_orthopneumovirus
MG813993	A_TX_1043b_2013_WGS	NA	2013-01-11	Human	USA	A	Human_orthopneumovirus
MN630106	RSVA/USA/ACRI_064/2016	NA	2016-03-28	Human	USA	A	Human_orthopneumovirus
MN531557	GH300327/USA/2013-XX-XX	NA	2013-XX-XX	Human	USA	A	Human_orthopneumovirus
LC530050	sugckmmaht_NGO3	NA	2019-10-19	Human	Japan	A	Human_orthopneumovirus
MT422269	RSVA/Novosibirsk/108Hp/2019	NA	2019-11-28	Human	Russia	A	Human_orthopneumovirus
MT422270	RSVA/Novosibirsk/138Hp/2019	NA	2019-12-06	Human	Russia	A	Human_orthopneumovirus
MT422271	RSVA/Novosibirsk/893Hp/2019	NA	2019-12-12	Human	Russia	A	Human_orthopneumovirus
MT422272	RSVA/Novosibirsk/893Hl/2019	NA	2019-12-12	Human	Russia	A	Human_orthopneumovirus
MT422273	RSVA/Novosibirsk/1125Hp/2019	NA	2019-12-02	Human	Russia	A	Human_orthopneumovirus
MW020596	hRSV/A/Australia.Vic/VIDRL001/2018	NA	2018-06-25	Human	Australia	A	Human_orthopneumovirus
MW020597	hRSV/A/Australia.Vic/VIDRL002/2018	NA	2018-08-26	Human	Australia	A	Human_orthopneumovirus
MW020598	hRSV/A/Australia.Vic/VIDRL001/2017	NA	2017-07-07	Human	Australia	A	Human_orthopneumovirus
MW020599	hRSV/A/Australia.Vic/VIDRL002/2017	NA	2017-07-20	Human	Australia	A	Human_orthopneumovirus
MW033958	RSV_A_S201	NA	2018-XX-XX	Human	USA	A	Human_orthopneumovirus
MT506703	BJ0901	NA	2017-12-28	Human	China	A	Human_orthopneumovirus
MW582528	0594	NA	2015-03-15	Human	Germany	A	Human_orthopneumovirus
MW160747	A/WA/PW3618198U/2016	NA	2016-07-24	Human	Australia	A	Human_orthopneumovirus
MW160749	A/WA/PW7812155J/2016	NA	2016-07-30	Human	Australia	A	Human_orthopneumovirus
MW160753	A/WA/PW3610621L/2016	NA	2016-01-05	Human	Australia	A	Human_orthopneumovirus
MW160754	A/WA/PW3614982P/2016	NA	2016-06-19	Human	Australia	A	Human_orthopneumovirus
MW160756	A/WA/PW7810512H/2016	NA	2016-06-24	Human	Australia	A	Human_orthopneumovirus
MW160758	A/WA/PW2987536C/2016	NA	2016-08-31	Human	Australia	A	Human_orthopneumovirus
MW160759	A/WA/PW3375488K/2016	NA	2016-09-08	Human	Australia	A	Human_orthopneumovirus
MW160761	A/WA/PW6361561S/2017	NA	2017-03-31	Human	Australia	A	Human_orthopneumovirus
MW160762	A/WA/PW7202552D/2017	NA	2017-09-01	Human	Australia	A	Human_orthopneumovirus
MW160764	A/WA/PW7225866R/2017	NA	2017-03-03	Human	Australia	A	Human_orthopneumovirus
MW160766	A/WA/PW9201364H/2016	NA	2016-06-30	Human	Australia	A	Human_orthopneumovirus
MW160767	A/WA/PW3812552D/2017	NA	2017-07-05	Human	Australia	A	Human_orthopneumovirus
MW160768	A/WA/PW3128479T/2017	NA	2017-11-04	Human	Australia	A	Human_orthopneumovirus
MW160771	A/WA/PW6360608C/2017	NA	2017-03-23	Human	Australia	A	Human_orthopneumovirus
MW160772	A/WA/PW7245506U/2017	NA	2017-04-16	Human	Australia	A	Human_orthopneumovirus
MW160773	A/WA/PW7245902W/2017	NA	2017-04-18	Human	Australia	A	Human_orthopneumovirus
MW160774	A/WA/PW8423521R/2017	NA	2017-10-05	Human	Australia	A	Human_orthopneumovirus
MW160776	A/WA/PW2552199A/2017	NA	2017-03-21	Human	Australia	A	Human_orthopneumovirus
MW160778	A/WA/PW3128124K/2017	NA	2017-03-22	Human	Australia	A	Human_orthopneumovirus
MW160779	A/WA/PW4161683B/2017	NA	2017-04-18	Human	Australia	A	Human_orthopneumovirus
MW160782	A/WA/PW7243266W/2017	NA	2017-11-04	Human	Australia	A	Human_orthopneumovirus
MW160783	A/WA/PW7245966B/2017	NA	2017-04-17	Human	Australia	A	Human_orthopneumovirus
MW160785	A/WA/PW9136191P/2017	NA	2017-04-26	Human	Australia	A	Human_orthopneumovirus
MW160787	A/WA/PW9173192F/2017	NA	2017-05-25	Human	Australia	A	Human_orthopneumovirus
MW160795	A/WA/PW9366168A/2016	NA	2016-11-15	Human	Australia	A	Human_orthopneumovirus
MW160797	A/WA/PW3564607T/2016	NA	2016-07-09	Human	Australia	A	Human_orthopneumovirus
MW160799	A/WA/PW4126622W/2016	NA	2016-10-31	Human	Australia	A	Human_orthopneumovirus
MW160801	A/WA/PW7344936K/2016	NA	2016-12-15	Human	Australia	A	Human_orthopneumovirus
MW160803	A/WA/PW9322831X/2016	NA	2016-11-10	Human	Australia	A	Human_orthopneumovirus
MW160807	A/NSW/WM0910208/2017	NA	2017-01-04	Human	Australia	A	Human_orthopneumovirus
MW160809	A/NSW/WM0971458/2017	NA	2017-07-04	Human	Australia	A	Human_orthopneumovirus
MW160819	A/NSW/WM1061759/2017	NA	2017-04-16	Human	Australia	A	Human_orthopneumovirus
MW160820	A/NSW/WM1212262/2017	NA	2017-01-05	Human	Australia	A	Human_orthopneumovirus
MW160822	A/NSW/WM1233497/2017	NA	2017-03-05	Human	Australia	A	Human_orthopneumovirus
MW160824	A/NSW/WM1214401/2017	NA	2017-01-05	Human	Australia	A	Human_orthopneumovirus
MW160825	A/NSW/WM0921853/2017	NA	2017-02-04	Human	Australia	A	Human_orthopneumovirus
MW160827	A/NSW/WM1024481/2017	NA	2017-12-04	Human	Australia	A	Human_orthopneumovirus
MW160828	A/NSW/WM1213683/2017	NA	2017-01-05	Human	Australia	A	Human_orthopneumovirus
MW160830	A/NSW/WM0981567/2017	NA	2017-08-04	Human	Australia	A	Human_orthopneumovirus
MZ515643	UU01A_0175_V02	NA	2019-12-05	Human	Netherlands	A	Human_orthopneumovirus
MZ515645	OX02_8438_V01	NA	2019-11-12	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515646	OX02_9328_V01	NA	2019-11-23	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515647	OX02_8382_V01	NA	2018-11-20	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515649	UU01A_0172_V02	NA	2019-11-29	Human	Netherlands	A	Human_orthopneumovirus
MZ515650	UU02_0207_V01	NA	2019-12-11	Human	Netherlands	A	Human_orthopneumovirus
MZ515651	UU01A_0076_V02	NA	2019-11-22	Human	Netherlands	A	Human_orthopneumovirus
MZ515652	OX02_8773_V01	NA	2018-12-06	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515655	UU02_0155_V01	NA	2019-12-11	Human	Netherlands	A	Human_orthopneumovirus
MZ515666	OX02_9767_D09	NA	2020-01-31	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515668	OX02_9801_D06	NA	2019-12-18	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515679	OX01A_8396_V02	NA	2020-01-08	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515680	UU01A_0109_V02	NA	2019-11-06	Human	Netherlands	A	Human_orthopneumovirus
MZ515681	OX02_9267_V01	NA	2020-01-11	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515682	OX02_8031_V01	NA	2019-11-28	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515685	OX02_8433_D02	NA	2018-11-14	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515687	OX02_9216_D02	NA	2019-12-04	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515688	SE01A_0120_V02	NA	2019-11-25	Human	Spain	A	Human_orthopneumovirus
MZ515689	OX02_8492_V01	NA	2018-12-19	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515690	UU02_0155_D03	NA	2019-12-13	Human	Netherlands	A	Human_orthopneumovirus
MZ515692	SE02_0001_V01	NA	2018-12-04	Human	Spain	A	Human_orthopneumovirus
MZ516053	UU02_0057_V01	NA	2018-11-29	Human	Netherlands	A	Human_orthopneumovirus
MZ516055	UU02_0045_D04	NA	2018-01-29	Human	Netherlands	A	Human_orthopneumovirus
MZ516057	UU02_0053_V01	NA	2019-02-13	Human	Netherlands	A	Human_orthopneumovirus
MZ516058	UU02_0012_V01	NA	2017-12-08	Human	Netherlands	A	Human_orthopneumovirus
MZ516063	OX02_8566_D04	NA	2018-11-16	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516066	SE02_0100_D03	NA	2019-11-28	Human	Spain	A	Human_orthopneumovirus
MZ516067	OX02_8566_D03	NA	2018-11-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516068	UU01A_0093_V02	NA	2019-11-25	Human	Netherlands	A	Human_orthopneumovirus
MZ516071	SE02_0007_D04	NA	2019-01-20	Human	Spain	A	Human_orthopneumovirus
MZ516072	IM02_0037_V01	NA	2019-01-02	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516073	OX01A_8374_V02	NA	2019-12-05	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516074	OX02_8433_D04	NA	2018-11-16	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516075	SE02_0002_V01	NA	2018-12-24	Human	Spain	A	Human_orthopneumovirus
MZ516076	OX02_8474_V01	NA	2018-12-04	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516077	UU02_0026_V01	NA	2017-12-22	Human	Netherlands	A	Human_orthopneumovirus
MZ516080	UU01A_0148_V02	NA	2019-11-21	Human	Netherlands	A	Human_orthopneumovirus
MZ516086	OX02_8086_D03	NA	2019-11-22	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516087	UU02_0003_V01	NA	2017-11-14	Human	Netherlands	A	Human_orthopneumovirus
MZ516088	UU01A_0135_V02	NA	2019-12-18	Human	Netherlands	A	Human_orthopneumovirus
MZ516090	UU01A_0151_V02	NA	2019-11-22	Human	Netherlands	A	Human_orthopneumovirus
MZ516092	OX02_8234_V01	NA	2018-11-19	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516093	OX02_8433_D03	NA	2018-11-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516096	OX02_8132_D03	NA	2018-12-07	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516097	UU02_0153_D04	NA	2019-11-28	Human	Netherlands	A	Human_orthopneumovirus
MZ516100	SE02_0023_V01	NA	2020-01-03	Human	Spain	A	Human_orthopneumovirus
MZ516103	UU02_0221_V01	NA	2019-12-31	Human	Netherlands	A	Human_orthopneumovirus
MZ516108	UU02_0017_V01	NA	2017-12-15	Human	Netherlands	A	Human_orthopneumovirus
MZ516110	UU02_0087_V01	NA	2018-12-14	Human	Netherlands	A	Human_orthopneumovirus
MZ516111	SE02_0001_D02	NA	2018-12-05	Human	Spain	A	Human_orthopneumovirus
MZ516112	OX02_9355_V01	NA	2019-12-31	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516117	SE01A_0061_V02	NA	2019-01-25	Human	Spain	A	Human_orthopneumovirus
MZ516118	UU02_0160_D04	NA	2019-12-27	Human	Netherlands	A	Human_orthopneumovirus
MZ516120	SE01A_0110_V02	NA	2019-12-09	Human	Spain	A	Human_orthopneumovirus
MZ516129	OX02_8584_V01	NA	2019-11-07	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516130	OX03_0094_V02	NA	2018-01-30	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516132	UU02_0211_V01	NA	2019-12-13	Human	Netherlands	A	Human_orthopneumovirus
MZ516134	UU01A_0124_V02	NA	2019-12-03	Human	Netherlands	A	Human_orthopneumovirus
MZ516137	OX02_9328_D02	NA	2019-11-24	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515998	OX02_8260_D04	NA	2019-11-11	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515999	OX02_8497_D02	NA	2018-12-19	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516000	OX02_9175_V01	NA	2019-12-31	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516002	SE02_0008_V01	NA	2019-01-31	Human	Spain	A	Human_orthopneumovirus
MZ516004	SE02_0008_D02	NA	2019-02-01	Human	Spain	A	Human_orthopneumovirus
MZ516005	UU02_0169_V01	NA	2020-02-06	Human	Netherlands	A	Human_orthopneumovirus
MZ516007	SE02_0007_V01	NA	2019-01-17	Human	Spain	A	Human_orthopneumovirus
MZ516008	OX02_8390_V01	NA	2018-11-14	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516010	OX02_8908_D02	NA	2018-12-01	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516011	SE01A_0186_V02	NA	2020-01-07	Human	Spain	A	Human_orthopneumovirus
MZ516012	OX02_9970_V01	NA	2019-12-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516014	SE01A_0119_V02	NA	2019-12-03	Human	Spain	A	Human_orthopneumovirus
MZ516015	OX02_8260_V01	NA	2019-11-08	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516017	OX02_8086_V01	NA	2019-11-20	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516019	OX02_8575_D02	NA	2018-01-19	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516023	OX02_9767_D07	NA	2020-01-29	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516024	UU01A_0095_V02	NA	2019-12-02	Human	Netherlands	A	Human_orthopneumovirus
MZ516026	UU02_0220_V01	NA	2019-12-23	Human	Netherlands	A	Human_orthopneumovirus
MZ516027	OX02_8806_V01	NA	2019-12-09	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516028	OX02_8504_V01	NA	2018-12-06	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516029	OX02_9843_V01	NA	2019-12-10	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516031	SE02_0007_D02	NA	2019-01-18	Human	Spain	A	Human_orthopneumovirus
MZ516033	SE01A_0194_V02	NA	2020-01-08	Human	Spain	A	Human_orthopneumovirus
MZ516038	UU02_0161_V01	NA	2019-12-24	Human	Netherlands	A	Human_orthopneumovirus
MZ516039	UU01A_0176_V02	NA	2019-11-18	Human	Netherlands	A	Human_orthopneumovirus
MZ516040	OX02_9885_V01	NA	2019-12-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ516043	UU02_0020_V01	NA	2017-12-19	Human	Netherlands	A	Human_orthopneumovirus
MZ516044	UU02_0203_V01	NA	2019-11-27	Human	Netherlands	A	Human_orthopneumovirus
MZ516047	SE02_0100_D02	NA	2019-11-27	Human	Spain	A	Human_orthopneumovirus
MZ516052	SE02_0102_V01	NA	2019-12-19	Human	Spain	A	Human_orthopneumovirus
MZ515555	OX02_8017_V01	NA	2019-11-27	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515559	OX02_8032_V01	NA	2018-11-08	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515564	UU02_0055_D02	NA	2018-11-21	Human	Netherlands	A	Human_orthopneumovirus
MZ515566	OX01A_8214_V02	NA	2019-11-08	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515567	OX02_9571_V01	NA	2019-12-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515568	UU02_0154_V01	NA	2019-12-23	Human	Netherlands	A	Human_orthopneumovirus
MZ515569	OX02_8889_V01	NA	2018-11-27	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515570	SE02_0101_V01	NA	2019-11-29	Human	Spain	A	Human_orthopneumovirus
MZ515571	OX02_9011_V01	NA	2020-01-03	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515572	UU02_0092_D04	NA	2018-12-24	Human	Netherlands	A	Human_orthopneumovirus
MZ515573	OX02_9657_V01	NA	2020-02-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515575	IM02_0033_V01	NA	2018-11-30	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515576	SE02_0018_D05	NA	2019-12-16	Human	Spain	A	Human_orthopneumovirus
MZ515579	SE02_0002_D02	NA	2018-12-25	Human	Spain	A	Human_orthopneumovirus
MZ515580	UU02_0161_D04	NA	2019-12-27	Human	Netherlands	A	Human_orthopneumovirus
MZ515583	SE01A_0154_V02	NA	2019-12-23	Human	Spain	A	Human_orthopneumovirus
MZ515585	SE02_0002_D03	NA	2018-12-26	Human	Spain	A	Human_orthopneumovirus
MZ515588	SE02_0003_D02	NA	2019-01-04	Human	Spain	A	Human_orthopneumovirus
MZ515592	UU01A_0155_V02	NA	2019-11-28	Human	Netherlands	A	Human_orthopneumovirus
MZ515593	OX02_8554_V01	NA	2018-12-01	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515597	OX02_9283_V01	NA	2019-12-31	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515600	OX02_8987_D02	NA	2018-12-05	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515606	UU02_0153_D03	NA	2019-11-27	Human	Netherlands	A	Human_orthopneumovirus
MZ515609	SE02_0006_V01	NA	2019-01-10	Human	Spain	A	Human_orthopneumovirus
MZ515614	OX01A_8998_V02	NA	2020-01-09	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515616	UU02_0160_V01	NA	2019-12-24	Human	Netherlands	A	Human_orthopneumovirus
MZ515617	OX02_8566_V01	NA	2018-11-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515619	SE01A_0160_V02	NA	2019-12-30	Human	Spain	A	Human_orthopneumovirus
MZ515620	UU02_0045_V01	NA	2018-01-26	Human	Netherlands	A	Human_orthopneumovirus
MZ515623	OX02_8711_D02	NA	2018-01-09	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515626	OX02_8086_D04	NA	2019-11-23	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515628	UU01A_0165_V02	NA	2019-12-03	Human	Netherlands	A	Human_orthopneumovirus
MZ515629	SE02_0019_V01	NA	2019-12-27	Human	Spain	A	Human_orthopneumovirus
MZ515631	UU02_0217_V01	NA	2019-12-18	Human	Netherlands	A	Human_orthopneumovirus
MZ515632	UU02_0058_V01	NA	2018-12-03	Human	Netherlands	A	Human_orthopneumovirus
MZ515633	SE02_0021_V01	NA	2019-12-29	Human	Spain	A	Human_orthopneumovirus
MZ515634	UU01A_0134_V02	NA	2019-12-13	Human	Netherlands	A	Human_orthopneumovirus
MZ515640	SE01A_0141_V02	NA	2019-12-31	Human	Spain	A	Human_orthopneumovirus
MZ515641	UU02_0040_D03	NA	2018-01-18	Human	Netherlands	A	Human_orthopneumovirus
MZ515693	SE02_0023_D03	NA	2020-01-05	Human	Spain	A	Human_orthopneumovirus
MZ515695	OX02_8032_D02	NA	2018-11-09	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515696	UU01A_0184_V02	NA	2019-12-02	Human	Netherlands	A	Human_orthopneumovirus
MZ515700	UU02_0154_D05	NA	2019-12-27	Human	Netherlands	A	Human_orthopneumovirus
MZ515701	UU01A_0126_V02	NA	2019-12-13	Human	Netherlands	A	Human_orthopneumovirus
MZ515703	UU02_0047_V01	NA	2018-02-02	Human	Netherlands	A	Human_orthopneumovirus
MZ515706	SE01A_0106_V02	NA	2020-01-15	Human	Spain	A	Human_orthopneumovirus
MZ515709	UU02_0165_D02	NA	2020-01-08	Human	Netherlands	A	Human_orthopneumovirus
MZ515717	UU01A_0103_V02	NA	2019-12-18	Human	Netherlands	A	Human_orthopneumovirus
MZ515718	UU01A_0136_V02	NA	2019-12-20	Human	Netherlands	A	Human_orthopneumovirus
MZ515720	UU02_0165_V01	NA	2020-01-07	Human	Netherlands	A	Human_orthopneumovirus
MZ515723	OX02_8703_V01	NA	2019-11-21	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515731	UU02_0070_V01	NA	2018-12-18	Human	Netherlands	A	Human_orthopneumovirus
MZ515734	UU01A_0112_V02	NA	2019-12-10	Human	Netherlands	A	Human_orthopneumovirus
MZ515735	SE02_0021_D04	NA	2020-01-01	Human	Spain	A	Human_orthopneumovirus
MZ515737	SE02_0100_D04	NA	2019-11-29	Human	Spain	A	Human_orthopneumovirus
MZ515740	UU02_0093_V01	NA	2019-01-10	Human	Netherlands	A	Human_orthopneumovirus
MZ515744	UU01A_0164_V02	NA	2019-12-30	Human	Netherlands	A	Human_orthopneumovirus
MZ515749	OX02_8271_V01	NA	2019-11-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515752	OX02_8132_V01	NA	2018-12-05	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515755	OX02_8608_D02	NA	2018-11-21	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515758	SE02_0100_V01	NA	2019-11-26	Human	Spain	A	Human_orthopneumovirus
MZ515760	SE02_0001_D03	NA	2018-12-06	Human	Spain	A	Human_orthopneumovirus
MZ515766	UU01A_0096_V02	NA	2019-10-28	Human	Netherlands	A	Human_orthopneumovirus
MZ515768	OX02_8054_D02	NA	2018-11-23	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515772	OX02_8937_V01	NA	2018-12-14	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515773	SE01A_0167_V02	NA	2020-01-02	Human	Spain	A	Human_orthopneumovirus
MZ515777	SE02_0103_D02	NA	2019-12-20	Human	Spain	A	Human_orthopneumovirus
MZ515780	UU02_0164_V01	NA	2019-12-30	Human	Netherlands	A	Human_orthopneumovirus
MZ515781	SE02_0021_D05	NA	2020-01-02	Human	Spain	A	Human_orthopneumovirus
MZ515782	OX02_8635_V01	NA	2018-12-20	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515784	OX02_9216_V01	NA	2019-12-03	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515789	UU02_0038_V01	NA	2018-01-12	Human	Netherlands	A	Human_orthopneumovirus
MZ515790	UU02_0202_V01	NA	2019-11-21	Human	Netherlands	A	Human_orthopneumovirus
MZ515795	OX02_8132_D02	NA	2018-12-06	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515797	SE02_0021_D06	NA	2020-01-03	Human	Spain	A	Human_orthopneumovirus
MZ515800	IM02_0006_V01	NA	2018-12-17	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515801	UU01A_0123_V02	NA	2019-11-25	Human	Netherlands	A	Human_orthopneumovirus
MZ515802	OX02_9839_V01	NA	2019-12-03	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515803	UU01A_0105_V02	NA	2019-11-19	Human	Netherlands	A	Human_orthopneumovirus
MZ515804	SE02_0021_D02	NA	2019-12-30	Human	Spain	A	Human_orthopneumovirus
MZ515811	OX02_8168_D02	NA	2018-01-12	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515814	IM02_0006_D03	NA	2018-12-19	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515819	OX02_8663_V01	NA	2018-10-22	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515821	UU02_0167_V01	NA	2020-01-20	Human	Netherlands	A	Human_orthopneumovirus
MZ515825	UU01A_0159_V02	NA	2019-12-03	Human	Netherlands	A	Human_orthopneumovirus
MZ515828	UU02_0090_V01	NA	2018-12-20	Human	Netherlands	A	Human_orthopneumovirus
MZ515833	UU01A_0049_V02	NA	2018-12-10	Human	Netherlands	A	Human_orthopneumovirus
MZ515834	OX02_8639_V01	NA	2019-11-21	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515835	UU02_0073_V01	NA	2018-12-20	Human	Netherlands	A	Human_orthopneumovirus
MZ515840	UU02_0003_D02	NA	2017-11-15	Human	Netherlands	A	Human_orthopneumovirus
MZ515841	UU01A_0154_V02	NA	2019-12-04	Human	Netherlands	A	Human_orthopneumovirus
MZ515842	SE01A_0172_V02	NA	2020-01-10	Human	Spain	A	Human_orthopneumovirus
MZ515847	OX02_8937_D04	NA	2018-12-17	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515848	OX02_8111_V01	NA	2018-11-08	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515850	OX02_8908_V01	NA	2018-11-30	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515851	SE01A_0064_V02	NA	2018-11-28	Human	Spain	A	Human_orthopneumovirus
MZ515852	UU02_0151_V01	NA	2019-11-13	Human	Netherlands	A	Human_orthopneumovirus
MZ515853	OX02_8663_D03	NA	2018-10-24	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515854	OX02_9775_V01	NA	2019-12-24	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515859	UU02_0213_V01	NA	2019-12-14	Human	Netherlands	A	Human_orthopneumovirus
MZ515860	SE01A_0146_V02	NA	2019-11-25	Human	Spain	A	Human_orthopneumovirus
MZ515861	OX02_8554_D02	NA	2018-12-02	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515862	UU02_0040_V01	NA	2018-01-16	Human	Netherlands	A	Human_orthopneumovirus
MZ515864	OX02_8260_D03	NA	2019-11-10	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515866	UU02_0055_V01	NA	2018-11-20	Human	Netherlands	A	Human_orthopneumovirus
MZ515870	OX02_8663_D04	NA	2018-10-25	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515873	SE02_0002_D04	NA	2018-12-27	Human	Spain	A	Human_orthopneumovirus
MZ515877	UU01A_0086_V02	NA	2019-12-12	Human	Netherlands	A	Human_orthopneumovirus
MZ515878	SE01A_0137_V02	NA	2019-12-11	Human	Spain	A	Human_orthopneumovirus
MZ515880	OX02_8513_D03	NA	2018-11-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515882	IM02_0005_V01	NA	2018-11-26	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515884	UU01A_0144_V02	NA	2019-12-11	Human	Netherlands	A	Human_orthopneumovirus
MZ515887	SE01A_0077_V02	NA	2019-01-02	Human	Spain	A	Human_orthopneumovirus
MZ515888	UU02_0155_D08	NA	2019-12-18	Human	Netherlands	A	Human_orthopneumovirus
MZ515891	OX02_8234_D03	NA	2018-11-21	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515898	UU01A_0128_V02	NA	2019-12-05	Human	Netherlands	A	Human_orthopneumovirus
MZ515901	UU01A_0150_V02	NA	2019-12-24	Human	Netherlands	A	Human_orthopneumovirus
MZ515902	SE01A_0069_V02	NA	2018-12-19	Human	Spain	A	Human_orthopneumovirus
MZ515905	OX01A_8105_V02	NA	2018-11-05	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515907	OX02_8756_V01	NA	2019-10-28	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515908	OX02_8608_V01	NA	2018-11-20	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515909	OX02_8497_V01	NA	2018-12-18	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515910	OX02_8299_V01	NA	2019-11-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515911	OX02_8917_V01	NA	2019-11-12	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515913	UU01A_0092_V02	NA	2019-11-25	Human	Netherlands	A	Human_orthopneumovirus
MZ515921	OX02_8437_V01	NA	2018-12-13	Human	United_Kingdom	A	Human_orthopneumovirus
