strain	strain_name	date	country
LC506836	oc43/LC506836/HCoV_OC43/Yamagata.JPN/08.2014_0435/2014	2014-02-XX	Japan
LC506837	oc43/LC506837/HCoV_OC43/Yamagata.JPN/08.2014_0436/2014	2014-02-XX	Japan
LC506910	oc43/LC506910/HCoV_OC43/Yamagata.JPN/08.2015_0433/2015	2015-02-XX	Japan
LC506911	oc43/LC506911/HCoV_OC43/Yamagata.JPN/08.2015_0434/2015	2015-02-XX	Japan
LC506912	oc43/LC506912/HCoV_OC43/Yamagata.JPN/08.2015_0486/2015	2015-02-XX	Japan
LC506928	oc43/LC506928/HCoV_OC43/Yamagata.JPN/08.2017_0364/2017	2017-02-XX	Japan
LC506929	oc43/LC506929/HCoV_OC43/Yamagata.JPN/08.2017_0375/2017	2017-02-XX	Japan
LC506930	oc43/LC506930/HCoV_OC43/Yamagata.JPN/08.2017_0379/2017	2017-02-XX	Japan
LC506790	oc43/LC506790/HCoV_OC43/Yamagata.JPN/09.2011_0752/2011	2011-03-XX	Japan
LC506807	oc43/LC506807/HCoV_OC43/Yamagata.JPN/09.2012_0501/2012	2012-02-XX	Japan
LC506913	oc43/LC506913/HCoV_OC43/Yamagata.JPN/09.2015_0492/2015	2015-02-XX	Japan
LC506931	oc43/LC506931/HCoV_OC43/Yamagata.JPN/09.2017_0410/2017	2017-02-XX	Japan
LC506932	oc43/LC506932/HCoV_OC43/Yamagata.JPN/09.2017_0411/2017	2017-02-XX	Japan
LC506933	oc43/LC506933/HCoV_OC43/Yamagata.JPN/09.2017_0478/2017	2017-03-XX	Japan
LC506934	oc43/LC506934/HCoV_OC43/Yamagata.JPN/09.2017_0480/2017	2017-03-XX	Japan
LC506935	oc43/LC506935/HCoV_OC43/Yamagata.JPN/09.2017_0482/2017	2017-03-XX	Japan
LC331076	oc43/LC331076/HCoV_OC43/Yamagata.JPN/10.15_0600/2015	2015-03-XX	Japan
LC506822	oc43/LC506822/HCoV_OC43/Yamagata.JPN/10.2013_0627/2013	2013-03-XX	Japan
LC506951	oc43/LC506951/HCoV_OC43/Yamagata.JPN/10.2017_0491/2017	2017-03-XX	Japan
LC506936	oc43/LC506936/HCoV_OC43/Yamagata.JPN/10.2017_0516/2017	2017-03-XX	Japan
LC331077	oc43/LC331077/HCoV_OC43/Yamagata.JPN/11.15_0612/2015	2015-03-XX	Japan
LC331078	oc43/LC331078/HCoV_OC43/Yamagata.JPN/11.15_0615/2015	2015-03-XX	Japan
LC506765	oc43/LC506765/HCoV_OC43/Yamagata.JPN/11.2009_0765/2009	2009-03-XX	Japan
LC506823	oc43/LC506823/HCoV_OC43/Yamagata.JPN/11.2013_0666/2013	2013-03-XX	Japan
LC506914	oc43/LC506914/HCoV_OC43/Yamagata.JPN/11.2015_0604/2015	2015-03-XX	Japan
LC506937	oc43/LC506937/HCoV_OC43/Yamagata.JPN/11.2017_0521/2017	2017-03-XX	Japan
LC506938	oc43/LC506938/HCoV_OC43/Yamagata.JPN/11.2017_0634/2017	2017-03-XX	Japan
LC506940	oc43/LC506940/HCoV_OC43/Yamagata.JPN/12.2017_0642/2017	2017-03-XX	Japan
LC506941	oc43/LC506941/HCoV_OC43/Yamagata.JPN/12.2017_0751/2017	2017-03-XX	Japan
LC506791	oc43/LC506791/HCoV_OC43/Yamagata.JPN/13.2011_0825/2011	2011-03-XX	Japan
LC506792	oc43/LC506792/HCoV_OC43/Yamagata.JPN/13.2011_0857/2011	2011-03-XX	Japan
LC506808	oc43/LC506808/HCoV_OC43/Yamagata.JPN/13.2012_0719/2012	2012-03-XX	Japan
LC506915	oc43/LC506915/HCoV_OC43/Yamagata.JPN/13.2015_0693/2015	2015-03-XX	Japan
LC506793	oc43/LC506793/HCoV_OC43/Yamagata.JPN/14.2011_0874/2011	2011-04-XX	Japan
LC506794	oc43/LC506794/HCoV_OC43/Yamagata.JPN/14.2011_0897/2011	2011-04-XX	Japan
LC506809	oc43/LC506809/HCoV_OC43/Yamagata.JPN/14.2012_0781/2012	2012-04-XX	Japan
LC506942	oc43/LC506942/HCoV_OC43/Yamagata.JPN/14.2017_0959/2017	2017-04-XX	Japan
LC506795	oc43/LC506795/HCoV_OC43/Yamagata.JPN/16.2011_0969/2011	2011-04-XX	Japan
LC506943	oc43/LC506943/HCoV_OC43/Yamagata.JPN/16.2017_1199/2017	2017-04-XX	Japan
LC506916	oc43/LC506916/HCoV_OC43/Yamagata.JPN/19.2015_0902/2015	2015-05-XX	Japan
LC506769	oc43/LC506769/HCoV_OC43/Yamagata.JPN/20.2010_1337/2010	2010-05-XX	Japan
LC506770	oc43/LC506770/HCoV_OC43/Yamagata.JPN/20.2010_1341/2010	2010-05-XX	Japan
LC506796	oc43/LC506796/HCoV_OC43/Yamagata.JPN/20.2011_1168/2011	2011-05-XX	Japan
LC506944	oc43/LC506944/HCoV_OC43/Yamagata.JPN/20.2017_1370/2017	2017-05-XX	Japan
LC506771	oc43/LC506771/HCoV_OC43/Yamagata.JPN/21.2010_1394/2010	2010-05-XX	Japan
LC506797	oc43/LC506797/HCoV_OC43/Yamagata.JPN/21.2011_1174/2011	2011-05-XX	Japan
LC506798	oc43/LC506798/HCoV_OC43/Yamagata.JPN/21.2011_1236/2011	2011-05-XX	Japan
LC506799	oc43/LC506799/HCoV_OC43/Yamagata.JPN/22.2011_1255/2011	2011-06-XX	Japan
LC331083	oc43/LC331083/HCoV_OC43/Yamagata.JPN/23.16_0980/2016	2016-06-XX	Japan
LC506945	oc43/LC506945/HCoV_OC43/Yamagata.JPN/26.2017_1566/2017	2017-06-XX	Japan
LC506800	oc43/LC506800/HCoV_OC43/Yamagata.JPN/27.2011_1525/2011	2011-07-XX	Japan
LC506772	oc43/LC506772/HCoV_OC43/Yamagata.JPN/38.2010_2108/2010	2010-09-XX	Japan
LC506773	oc43/LC506773/HCoV_OC43/Yamagata.JPN/39.2010_2197/2010	2010-10-XX	Japan
LC506810	oc43/LC506810/HCoV_OC43/Yamagata.JPN/46.2012_2185/2012	2012-11-XX	Japan
LC506841	oc43/LC506841/HCoV_OC43/Yamagata.JPN/46.2014_2103/2014	2014-11-XX	Japan
LC506811	oc43/LC506811/HCoV_OC43/Yamagata.JPN/49.2012_2416/2012	2012-12-XX	Japan
LC506812	oc43/LC506812/HCoV_OC43/Yamagata.JPN/51.2012_2581/2012	2012-12-XX	Japan
LC506813	oc43/LC506813/HCoV_OC43/Yamagata.JPN/52.2012_2586/2012	2012-12-XX	Japan
LC506814	oc43/LC506814/HCoV_OC43/Yamagata.JPN/52.2012_2590/2012	2012-12-XX	Japan
LC506842	oc43/LC506842/HCoV_OC43/Yamagata.JPN/52.2014_2417/2014	2014-12-XX	Japan
LC506843	oc43/LC506843/HCoV_OC43/Yamagata.JPN/52.2014_2419/2014	2014-12-XX	Japan
LC506844	oc43/LC506844/HCoV_OC43/Yamagata.JPN/53.2014_2422/2014	2014-12-XX	Japan
MF996608	oc43/MF996608/OC43/2015	2015-XX-XX	China
MF996613	oc43/MF996613/OC43/2015	2015-XX-XX	China
MF996614	oc43/MF996614/OC43/2015	2015-XX-XX	China
MF996615	oc43/MF996615/OC43/2015	2015-XX-XX	China
MF996616	oc43/MF996616/OC43/2015	2015-XX-XX	China
MF996617	oc43/MF996617/OC43/2015	2015-XX-XX	China
MF996618	oc43/MF996618/OC43/2015	2015-XX-XX	China
MF996620	oc43/MF996620/OC43/2014	2014-XX-XX	China
