strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
KP784697|GIIHuZAF2012GII.P4_GI,1,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
LC175468|HuGIIJP2016GII.P16_GI,1,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
AB985437|HuGII2_37Tokyo1987JPN,24,7533,7518,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.4,100,Could not assign,
KX158283|15_58|NA|2015|Human|C,1562,5963,7482,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KX158280|13_39|NA|2015|Human|C,13,7512,7482,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KX907731|HuUSA2016GI.P9_GI.9SC,1,7681,7588,Norovirus GI,,NC_001959.2,FALSE,GI.P9,100,,,GI.9,100,,
KP784693|GIIHuZAF2011GII.P4_GI,1,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KX158286|15_65|NA|2015|Human|C,1,7586,7518,Unassigned,,NC_029646.1,TRUE,,,,,,,,
KX752057|GIIHuChina2009GII.P7_,5,6952,6917,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KY392868|HuGII.17LVCA_24785201,111,7319,7408,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KY392867|HuGII.17LVCA_24606201,58,7397,7433,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
LC133344|HuGII.4OsakaSB2_12014,41,7509,7505,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY947550|HuUSA2015GII.P16_GII.,1,7555,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY947549|HuUSA2016GII.P16_GII.,2,7530,7487,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY947548|HuUSA2015GII.P16_GII.,2,7457,7487,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.13,100,,
KY947547|HuUSA2014GII.P4_New_O,2,7554,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Sydney_2012,99
KY947546|HuUSA2015GII.P4_New_O,2,7546,7503,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,89,GII.4,100,Sydney_2012,99
KY865307|HuUSA2016GII.P16_GII.,3,7497,7478,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
KY865306|HuUSA2016GII.P16_GII.,1,7499,7478,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
KX586330|HuNOVGIICHNZJ01|NA|20,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY496327|HuUSA2012GII.Pe_GII.4,1,7580,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY887606|HuUK2016GII.P16_GII.3,7,7549,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.3,100,,
KY887605|HuUK2015GII.P16_GII.4,22,7546,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887604|HuUK2015GII.P16_GII.4,22,7547,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887603|HuUK2015GII.P16_GII.4,22,7547,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887602|HuUK2015GII.P16_GII.4,22,7547,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887601|HuUK2016GII.P16_GII.4,6,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887600|HuUK2016GII.P16_GII.4,6,7562,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887599|HuUK2016GII.P16_GII.4,22,7538,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY887598|HuUK2016GII.P16_GII.3,22,7533,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.3,100,,
KY887597|HuUK2016GII.P16_GII.3,7,7549,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.3,100,,
KY348697|HuGuangzhouGZ2013_L20,4,7492,7474,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.3,100,,
KY348698|HuGuangzhouGZ2014_L30,1,7498,7474,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.3,100,,
KU561249|GIIHuHKG2015GII.17CUH,8,7558,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KU561248|GIIHuHKG2015GII.17CUH,8,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KY905338|HuGII.P16_GII.2Brisba,6,7522,7505,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
KY905337|HuGII.P16_GII.2Brisba,6,7522,7505,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
KY905336|HuGII.P16_GII.2Brisba,6,7527,7514,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
KY442320|HuUS1972GII.Pg_GII.3S,1,7527,7497,Norovirus GII,,NC_029646.1,FALSE,GII.P41 (GII.Pg),100,,,GII.3,100,,
KY442319|HuUS1972GII.Pg_GII.3S,1,7527,7497,Norovirus GII,,NC_029646.1,FALSE,GII.P41 (GII.Pg),100,,,GII.3,100,,
KY905335|HuGII.P16_GII.4_Sydne,29,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
KY905334|HuGII.P12_GII.3QLDB20,37,7498,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.3,100,,
KY905333|HuGII.Pe_GII.4_Sydney,50,7497,7502,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY905332|HuGII.P17_GII.17NSW54,11,7533,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KY905331|HuGII.P4_New_Orleans_,1,7546,7512,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
KY905330|HuGII.P17_GII.17NSW94,30,7491,7496,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
MF405169|HuUS1971GII.Pf__GII.2,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P32 (GII.Pf),100,,,GII.2,100,,
MF668937|HuIDNITD11_32015GII.P,20,7447,7466,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.1,100,,
MF167650|UNKNOWN_MF167650|NA|2,5,7502,7485,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MF167651|UNKNOWN_MF167651|NA|2,5,7502,7485,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MF167652|UNKNOWN_MF167652|NA|2,5,7502,7485,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
KY496328|HuGII.P23_GII.232010P,211,7263,7479,Norovirus GII,,NC_029646.1,FALSE,GII.P23,100,,,GII.23,100,,
KY421039|HuGII.Pe_GII.4Sydney_,101,7519,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MG002631|HuGII.P16_GII.4_Sydne,23,7522,7500,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MF140655|NorovirusGIIHuNL2009G,14,7546,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,96
MF140656|NorovirusGIIHuNL2009G,17,7492,7466,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,96
MF140657|NorovirusGIIHuNL2009G,17,7543,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,97
MF140658|NorovirusGIIHuNL2009G,22,7487,7466,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,98
MF140659|NorovirusGIIHuNL2009G,17,7492,7466,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,89
MF140660|NorovirusGIIHuNL2010G,12,7495,7464,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,96
MF140661|NorovirusGIIHuNL2010G,17,7493,7467,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,93
MF140662|NorovirusGIIHuNL2010G,17,7540,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,82
MF140663|NorovirusGIIHuNL2010G,20,7544,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,87
MF140664|NorovirusGIIHuNL2010G,20,7508,7483,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Could not assign,,GII.4,100,Could not assign,
MF140665|NorovirusGIIHuNL2010G,17,7508,7482,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Could not assign,,GII.4,100,Could not assign,
MF140666|NorovirusGIIHuNL2011G,37,7518,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Could not assign,,GII.4,100,Could not assign,
MF140667|NorovirusGIIHuNL2011G,17,7508,7482,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Could not assign,,GII.4,100,Could not assign,
MF140650|NorovirusGIIHuNL2011G,15,7545,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140651|NorovirusGIIHuNL2013G,15,7545,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140652|NorovirusGIIHuNL2008G,17,7520,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MF140653|NorovirusGIIHuNL2008G,20,7494,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MF140654|NorovirusGIIHuNL2008G,22,7554,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MF140635|NorovirusGIIHuNL2010G,17,7532,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,100,GII.4,100,Apeldoorn_2007,85
MF140636|NorovirusGIIHuNL2013G,180,7334,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140637|NorovirusGIIHuNL2013G,15,7497,7469,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140638|NorovirusGIIHuNL2014G,18,7496,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140639|NorovirusGIIHuNL2014G,41,7468,7466,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140640|NorovirusGIIHuNL2014G,20,7487,7464,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140641|NorovirusGIIHuNL2013G,18,7527,7500,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MF140642|NorovirusGIIHuNL2013G,174,7283,7414,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MF140643|NorovirusGIIHuNL2013G,72,7442,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MF140644|NorovirusGIIHuNL2014G,17,7520,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MF140645|NorovirusGIIHuNL2013G,19,7515,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MF140646|NorovirusGIIHuNL2013G,22,7439,7457,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MF140647|NorovirusGIIHuNL2013G,19,7525,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MF140648|NorovirusGIIHuNL2013G,15,7525,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MF140649|NorovirusGIIHuNL2010G,22,7538,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MG002630|HuGII.P16_GII.4_Sydne,22,7539,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MG002632|HuGII.P4_New_Orleans2,6,7550,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MG002633|HuGII.P16_GII.4_Sydne,23,7538,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MG002634|HuGII.P4_New_Orleans2,6,7555,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MF140633|NorovirusGIIHuNL2009G,20,7539,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,100,GII.4,100,Apeldoorn_2007,100
MF140634|NorovirusGIIHuNL2010G,17,7531,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,100,GII.4,100,Apeldoorn_2007,77
MG214988|HuGII.4JinanJN0102017,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140689|NorovirusGIIHuNL2012G,17,7531,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MF140690|NorovirusGIIHuNL2012G,17,7497,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140691|NorovirusGIIHuNL2012G,22,7505,7482,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140692|NorovirusGIIHuNL2013G,22,7486,7465,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140693|NorovirusGIIHuNL2011G,17,7543,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140694|NorovirusGIIHuNL2013G,15,7545,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,99
MF140695|NorovirusGIIHuNL2013G,17,7540,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,New_Orleans_2009,99
MF140696|NorovirusGIIHuNL2013G,17,7499,7473,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,95
MF140697|NorovirusGIIHuNL2014G,15,7545,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,96
MG049692|YJB1|NA|2009_02_03|Hu,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MG049693|CYY1|NA|2009_01_12|Hu,5,7602,7588,Norovirus GI,,NC_001959.2,FALSE,GI.P4,100,,,GI.4,100,,
MF140680|NorovirusGIIHuNL2014G,18,7489,7490,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MF140681|NorovirusGIIHuNL2011G,23,7543,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MF140682|NorovirusGIIHuNL2011G,23,7538,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MF140683|NorovirusGIIHuNL2012G,23,7514,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
MF140684|NorovirusGIIHuNL2011G,22,7489,7486,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MF140685|NorovirusGIIHuNL2011G,22,7478,7475,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MF140686|NorovirusGIIHuNL2012G,17,7479,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MF140687|NorovirusGIIHuNL2012G,17,7495,7487,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MF140688|NorovirusGIIHuNL2012G,17,7530,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MF140668|NorovirusGIIHuNL2011G,17,7533,7506,Norovirus GII,,NC_029646.1,FALSE,GII.P4,88,Could not assign,,GII.4,100,Could not assign,
MF140669|NorovirusGIIHuNL2012G,17,7523,7495,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140670|NorovirusGIIHuNL2013G,16,7453,7426,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MF140671|NorovirusGIIHuNL2013G,25,7535,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140672|NorovirusGIIHuNL2013G,25,7426,7408,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140673|NorovirusGIIHuNL2013G,20,7496,7473,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140674|NorovirusGIIHuNL2013G,25,7485,7467,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140675|NorovirusGIIHuNL2014G,28,7483,7468,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF140676|NorovirusGIIHuNL2013G,21,7475,7483,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MF140677|NorovirusGIIHuNL2013G,21,7480,7490,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MF140678|NorovirusGIIHuNL2014G,21,7480,7490,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MF140679|NorovirusGIIHuNL2014G,21,7480,7490,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
LC209439|HuGIIJP2014GII.Pe_GII,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.2,100,,
LC209440|HuGIIJP2015GII.P2_GII,15,7519,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209441|HuGIIJP2014GII.P16_GI,14,7517,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209442|HuGIIJP2013GII.P16_GI,11,7540,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209443|HuGIIJP2013GII.P16_GI,11,7519,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209444|HuGIIJP2013GII.P16_GI,11,7520,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209445|HuGIIJP2012GII.P16_GI,1,7531,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209446|HuGIIJP2012GII.P16_GI,17,7517,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209447|HuGIIJP2011GII.P16_GI,13,7517,7510,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209448|HuGIIJP2011GII.P16_GI,18,7512,7510,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209449|HuGIIJP2011GII.P16_GI,1,7533,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209450|HuGIIJP2014GII.P16_GI,11,7616,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209451|HuGIIJP2011GII.P16_GI,15,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209452|HuGIIJP2011GII.P16_GI,13,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209453|HuGIIJP2011GII.P16_GI,15,7515,7510,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209454|HuGIIJP2010GII.P16_GI,11,7520,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209455|HuGIIJP2013GII.P16_GI,11,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209456|HuGIIJP2013GII.P16_GI,16,7531,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209457|HuGIIJP2015GII.P2_GII,16,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209458|HuGIIJP2014GII.P16_GI,11,7511,7505,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209459|HuGIIJP2010GII.P16_GI,10,7524,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209460|HuGIIJP2010GII.P16_GI,6,7528,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209461|HuGIIJP2009GII.P16_GI,11,7520,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209462|HuGIIJP2006GII.P2_GII,15,7520,7512,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209463|HuGIIJP2008GII.P2_GII,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209464|HuGIIJP2004GII.P2_GII,6,7531,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209465|HuGIIJP2010GII.P2_GII,12,7525,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209466|HuGIIJP2012GII.P16_GI,11,7520,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209467|HuGIIJP2011GII.P16_GI,1,7523,7509,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209468|HuGIIJP2011GII.P16_GI,1309,6222,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209469|HuGIIJP2014GII.P2_GII,12,7522,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209470|HuGIIJP2014GII.P16_GI,7,7515,7505,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209471|HuGIIJP2011GII.P16_GI,15,7514,7509,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209472|HuGIIJP2010GII.P2_GII,13,7524,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209473|HuGIIJP2010GII.P2_GII,15,7522,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209474|HuGIIJP2010GII.P2_GII,16,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209475|HuGIIJP2013GII.P16_GI,16,7516,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209476|HuGIIJP2013GII.P16_GI,15,7532,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209477|HuGIIJP2013GII.P16_GI,16,7515,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209478|HuGIIJP2012GII.P16_GI,12,7518,7510,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209479|HuGIIJP2011GII.P16_GI,9,7525,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209480|HuGIIJP2010GII.P16_GI,1,7533,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209481|HuGIIJP2010GII.P16_GI,1,7533,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209431|HuGIIJP2013GII.P16_GI,13,7514,7510,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209432|HuGIIJP2012GII.P16_GI,16,7515,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209433|HuGIIJP2012GII.P16_GI,7,7539,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209434|HuGIIJP2014GII.P16_GI,16,7515,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC209435|HuGIIJP2004GII.P12_GI,6,7530,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.2,100,,
LC209436|HuGIIJP2004GII.P2_GII,11,7526,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209437|HuGIIJP2004GII.P2_GII,11,7519,7507,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
LC209438|HuGIIJP2004GII.P2_GII,7,7523,7507,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
