strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
KC409256|HuGII201562009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175365|HuNorwalk101772009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX989074|HuGII.4GZ2010_L87Guan,1,7559,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JN400617|UNKNOWN_JN400617|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ613552|HuGII.4NSW123B2010AU|,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC175383|HuNorwalk103252010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JX023286|HuGII.4CHDC51911974US,1,7549,7509,Norovirus GII,,NC_029646.1,FALSE,GII.P39 (GII.P1),100,,,GII.4,100,Could not assign,
KC175353|HuNorwalk101292009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ798158|HuGII.45MUSA2004|NA|2,1,7558,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Farmington_Hills_2002,100,GII.4,100,Farmington_Hills_2002,100
KC175360|HuNorwalk101622009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409314|HuGII302072009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409286|HuGII202632009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400608|UNKNOWN_JN400608|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ911598|HuGII100372009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400615|UNKNOWN_JN400615|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400610|UNKNOWN_JN400610|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175408|HuNorwalk201392009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
HM748971|HuGII.4NSW305P2009AU|,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC960616|HuGII.4204062010VNM|N,35,7499,7489,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409247|HuGII200792009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409299|HuGII204572010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC175377|HuNorwalk102382009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409316|HuGII302122009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409243|HuGII104112010VNM|NA|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409252|HuGII201502009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409284|HuGII202482009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409260|HuGII201642009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC960618|HuGII.4202902009VNM|N,10,5829,5838,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175364|HuNorwalk101762009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400609|UNKNOWN_JN400609|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409261|HuGII201712009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400601|UNKNOWN_JN400601|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ613568|HuGII.g_GII.12Wahroon,1,7523,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.12,100,,
KC409264|HuGII201762009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX459907|HuGII.4WoononaNSW3309,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC409305|HuGII300262009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,99,GII.4,100,Den_Haag_2006b,100
KC409263|HuGII201732009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC960610|HuGII.4202382009VNM|N,81,5772,5854,Norovirus GII,,NC_029646.1,FALSE,GII.P4,87,Den_Haag_2006b,95,GII.4,100,Den_Haag_2006b,95
KC409281|HuGII202292009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC960614|HuGII.4301162009VNM|N,67,7300,7325,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409249|HuGII201082009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400626|UNKNOWN_JN400626|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409253|HuGII201512009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,90,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175380|HuNorwalk102852010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JN400618|UNKNOWN_JN400618|NA|2,5,7479,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC013592|HuGII.4HS1912004USA|N,1,7556,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,US95_96,100,GII.4,100,US95_96,100
KC409294|HuGII203732010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175384|HuNorwalk103282010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409300|HuGII204602010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175402|HuNorwalk200942009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175366|HuNorwalk101792009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409282|HuGII202302009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175398|HuNorwalk200672009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409239|HuGII101272009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409242|HuGII104062010VNM|NA|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409265|HuGII201802009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175368|HuNorwalk101832009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409306|HuGII300402009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
FJ537138|HuGII.4CHDC48711977US,1,7580,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P39 (GII.P1),100,,,GII.4,100,Could not assign,
KC175358|HuNorwalk101582009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409250|HuGII201442009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175374|HuNorwalk102232009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175392|HuNorwalk200192009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175343|HuNorwalk100512009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX459904|HuGII.4DoonsideNSW536,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JN400625|UNKNOWN_JN400625|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409262|HuGII201722009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175410|HuNorwalk201422009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409246|HuGII200642009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409245|HuGII200482009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC597146|HuGII.6CHDC26851975US,1,7211,6986,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.6,100,,
JX459903|HuGII.4JannaliNSW774M,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,99,GII.4,100,Apeldoorn_2007,100
JQ613567|HuGIV.1LakeMacquarieN,1,7527,7527,Norovirus GIV,,NC_029647.1,FALSE,,,,,,,,
JN400605|UNKNOWN_JN400605|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409297|HuGII204242010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409308|HuGII301122009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KF306212|HuGI.2Jingzhou2013401,1,7740,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P2,100,,,GI.2,100,,
KC175342|HuNorwalk100342009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
FJ537136|HuGII.4CHDC39671988US,1,7580,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Could not assign,,GII.4,100,Camberwell_1994,100
KC409295|HuGII204072010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN595867|HuGII.4New_Orleans201,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JN400602|UNKNOWN_JN400602|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
GU980585|CBNU1|NA|2006|Human|S,1,7577,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.3,100,,
KC175356|HuNorwalk101452009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC597142|HuGII.3NIHIC5.22011US,1,6554,6595,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.3,100,,
KC175405|HuNorwalk201232009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175378|HuNorwalk102472009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175352|HuNorwalk101162009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX459908|HuGII.4SydneyNSW05142,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC409244|HuGII104202010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175371|HuNorwalk102032009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409266|HuGII201822009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,91,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175354|HuNorwalk101362009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175359|HuNorwalk101602009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409285|HuGII202582009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,91,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX459900|HuGII.4RandwickNSW882,1,7558,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,92,GII.4,100,Could not assign,
HQ449728|HuGII.12HS2102010USA|,1,7523,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.12,100,,
KC409288|HuGII202762009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175393|HuNorwalk200332009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400619|UNKNOWN_JN400619|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JN400599|UNKNOWN_JN400599|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,100
KC597139|HuGII.17C1421978GUF|N,1,7441,7429,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.17,100,,
JQ613573|HuGII.4HelensburghNSW,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JQ613572|HuGII.4StVincentsNSW2,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX459902|HuGII.4BerowraNSW767L,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
GU445325|HuGII.4New_Orleans180,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC175348|HuNorwalk100782009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
HM748972|HuGII.4NSW881Z2009AU|,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JX989075|HuGII.6GZ2010_L96Guan,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P6,100,,,GII.6,100,,
KC175344|HuNorwalk100542009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC960611|HuGII.4203842010VNM|N,18,5821,5840,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.4,100,Den_Haag_2006b,100
JN400616|UNKNOWN_JN400616|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ194507|NV_Amsterdam_3_1995|N,998,6326,7323,Norovirus GII,,NC_029646.1,FALSE,GII.P37 (GII.Pm),100,,,GII.1,100,,
KC409309|HuGII301132009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175347|HuNorwalk100752009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409248|HuGII201072009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409240|HuGII103702010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JX126912|HuGII.4Ohio7I2012USA|,1,7558,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Farmington_Hills_2002,99,GII.4,100,Farmington_Hills_2002,100
GQ845368|HuGII.4NSW505G2007AU|,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.4,100,Cairo_2007,100
KC175351|HuNorwalk101142009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175369|HuNorwalk101942009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX289822|HuGII.17EKHawaii1971U,1291,5642,6931,Norovirus GII,,NC_029646.1,FALSE,GII.P1,100,,,GII.1,100,,
KC409272|HuGII201922009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400612|UNKNOWN_JN400612|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
GQ845367|HuGII.4OrangeNSW001P2,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409277|HuGII202062009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ911596|HuGII100032009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409270|HuGII201892009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400607|UNKNOWN_JN400607|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175370|HuNorwalk101992009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175406|HuNorwalk201282009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175397|HuNorwalk200662009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409304|HuGII300172009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175387|HuNorwalk103862010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409267|HuGII201842009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409290|HuGII203442009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
FJ537135|HuGII.4CHDC20941974US,1,7576,7518,Norovirus GII,,NC_029646.1,FALSE,GII.PNA3,100,,,GII.4,100,Could not assign,
KC175350|HuNorwalk101102009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
HM748973|HuGII.4NSW892U2009AU|,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,99,GII.4,100,Apeldoorn_2007,100
KC576911|HuGIIB171977CAF|NA|19,1,5293,5293,Norovirus GII,,NC_029646.1,FALSE,GII.P35 (GII.Pj),100,,,Could not assign,,,
GQ845369|HuGII.4NSW390I2008AU|,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Osaka_2007,100
KC175372|HuNorwalk102042009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175361|HuNorwalk101632009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400603|UNKNOWN_JN400603|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175391|HuNorwalk200162009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409291|HuGII203502009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409310|HuGII301292009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175379|HuNorwalk102552009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409274|HuGII201982009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409279|HuGII202152009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KF306214|HuGII.4Jingzhou201340,1,7605,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC409313|HuGII302062009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175385|HuNorwalk103682010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC175355|HuNorwalk101372009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,99,GII.4,100,Den_Haag_2006b,100
GU991353|HuGIIShanghaiSH22008C,3,7555,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ194510|NV_Amsterdam_2_1995|N,1,7605,7521,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
