strain	strain_name	date	segment	country	host
JX133157.1	Influenza C virus (C/Alberta/2193/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-01-24	M	Canada	Homo sapiens JX133157.1
JX133158.1	Influenza C virus (C/Alberta/4941/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-02-22	M	Canada	Homo sapiens JX133158.1
JX133159.1	Influenza C virus (C/Alberta/10161/2011) segment 6 matrix protein 1 (M1) and CM2 protein (CM2) genes, partial cds	2011-04-15	M	Canada	Homo sapiens JX133159.1
AB182362.1	Influenza C virus (C/Aichi/1/99) M genes for matrix protein, CM2, partial and complete cds	1999-XX-XX	M	Japan	AB182362.1
AB099579.1	Influenza C virus (C/Yamagata/2/99) M gene for matrix protein (M1), CM2, complete and partial cds	1999-XX-XX	M	Japan	AB099579.1
AB099580.1	Influenza C virus (C/Yamagata/9/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099580.1
AB099581.1	Influenza C virus (C/Yamagata/2/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099581.1
AB099582.1	Influenza C virus (C/Yamagata/3/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099582.1
AB099583.1	Influenza C virus (C/Yamagata/6/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099583.1
AB099584.1	Influenza C virus (C/Yamagata/8/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099584.1
AB099585.1	Influenza C virus (C/Miyagi/2/2000)M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099585.1
AB099586.1	Influenza C virus (C/Miyagi/3/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099586.1
AB099587.1	Influenza C virus (C/Miyagi/4/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099587.1
AB099588.1	Influenza C virus (C/Miyagi/5/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099588.1
AB099589.1	Influenza C virus (C/Saitama/1/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099589.1
AB099590.1	Influenza C virus (C/Saitama/2/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099590.1
AB099591.1	Influenza C virus (C/Saitama/3/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099591.1
AB099592.1	Influenza C virus (C/Hiroshima/290/99) M gene for matrix protein (M1), CM2, complete and partial cds	1999-XX-XX	M	Japan	AB099592.1
AB099593.1	Influenza C virus (C/Hiroshima/252/99) M gene for matrix protein (M1), CM2, complete and partial cds	1999-XX-XX	M	Japan	AB099593.1
AB099594.1	Influenza C virus (C/Hiroshima/249/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099594.1
AB099595.1	Influenza C virus (C/Hiroshima/246/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099595.1
AB099596.1	Influenza C virus (C/Hiroshima/247/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099596.1
AB099597.1	Influenza C virus (C/Hiroshima/248/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099597.1
AB099598.1	Influenza C virus (C/Hiroshima/250/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099598.1
AB099599.1	Influenza C virus (C/Hiroshima/251/2000) M gene for matrix protein (M1), CM2, complete and partial cds	2000-XX-XX	M	Japan	AB099599.1
AB099600.1	Influenza C virus (C/NewJersey/76) M gene for matrix protein (M1), CM2, complete and partial cds	1976-XX-XX	M	USA	AB099600.1
AB086761.1	Influenza C virus (C/Shizuoka/79) M and CM2 genes for matrix protein and CM2, complete and partial cds	1979-XX-XX	M	Japan	AB086761.1
AB086762.1	Influenza C virus (C/Yamagata/7/88) M and CM2 genes for matrix protein and CM2, complete and partial cds	1988-XX-XX	M	Japan	AB086762.1
AB086766.1	Influenza C virus (C/Miyagi/2/92) M and CM2 genes for matrix protein and CM2, complete and partial cds	1992-XX-XX	M	Japan	AB086766.1
AB086767.1	Influenza C virus (C/Miyagi/1/93) M and CM2 genes for matrix protein and CM2, complete and partial cds	1993-XX-XX	M	Japan	AB086767.1
AB086768.1	Influenza C virus (C/Miyagi/2/93) M and CM2 genes for matrix protein and CM2, complete and partial cds	1993-XX-XX	M	Japan	AB086768.1
AB086771.1	Influenza C virus (C/Miyagi/5/93) M and CM2 genes for matrix protein and CM2, complete and partial cds	1993-XX-XX	M	Japan	AB086771.1
AB086772.1	Influenza C virus (C/Miyagi/6/93) M and CM2 genes for matrix protein and CM2, complete and partial cds	1993-XX-XX	M	Japan	AB086772.1
AB086773.1	Influenza C virus (C/Miyagi/7/93) M and CM2 genes for matrix protein and CM2, complete and partial cds	1993-XX-XX	M	Japan	AB086773.1
AB086774.1	Influenza C virus (C/Miyagi/1/94) M and CM2 genes for matrix protein and CM2, complete and partial cds	1994-XX-XX	M	Japan	AB086774.1
AB086775.1	Influenza C virus (C/Miyagi/2/94) M and CM2 genes for matrix protein and CM2, complete and partial cds	1994-XX-XX	M	Japan	AB086775.1
AB086776.1	Influenza C virus (C/Miyagi/3/94) M and CM2 genes for matrix protein and CM2, complete and partial cds	1994-XX-XX	M	Japan	AB086776.1
AB086777.1	Influenza C virus (C/Miyagi/2/96) M and CM2 genes for matrix protein and CM2, complete and partial cds	1996-XX-XX	M	Japan	AB086777.1
AB086778.1	Influenza C virus (C/Miyagi/4/96) M and CM2 genes for matrix protein and CM2, complete and partial cds	1996-XX-XX	M	Japan	AB086778.1
AB086779.1	Influenza C virus (C/Miyagi/6/96) M and CM2 genes for matrix protein and CM2, complete and partial cds	1996-XX-XX	M	Japan	AB086779.1
AB086780.1	Influenza C virus (C/Miyagi/7/96) M and CM2 genes for matrix protein and CM2, complete and partial cds	1996-XX-XX	M	Japan	AB086780.1
AB086781.1	Influenza C virus (C/Miyagi/8/96) M and CM2 genes for matrix protein and CM2, complete and partial cds	1996-XX-XX	M	Japan	AB086781.1
AB086782.1	Influenza C virus (C/Miyagi/9/96) M and CM2 genes for matrix protein and CM2, complete and partial cds	1996-XX-XX	M	Japan	AB086782.1
AB086783.1	Influenza C virus (C/Miyagi/1/97) M and CM2 genes for matrix protein and CM2, complete and partial cds	1997-XX-XX	M	Japan	AB086783.1
AB086784.1	Influenza C virus (C/Miyagi/2/98) M and CM2 genes for matrix protein and CM2, complete and partial cds	1998-XX-XX	M	Japan	AB086784.1
AB086785.1	Influenza C virus (C/Miyagi/4/98) M and CM2 genes for matrix protein and CM2, complete and partial cds	1998-XX-XX	M	Japan	AB086785.1
AB086786.1	Influenza C virus (C/Miyagi/1/99) M and CM2 genes for matrix protein and CM2, complete and partial cds	1999-XX-XX	M	Japan	AB086786.1
AB086787.1	Influenza C virus (C/Miyagi/3/99) M and CM2 genes for matrix protein and CM2, complete and partial cds	1999-XX-XX	M	Japan	AB086787.1
AB064432.1	Influenza C virus (C/Yamagata/3/96) genes for M1, CM2, complete and partial cds	1996-XX-XX	M	Japan	AB064432.1
AB064433.1	Influenza C virus (C/Yamagata/8/96) genes for M1, CM2, complete and partial cds	1996-XX-XX	M	Japan	AB064433.1
AB064434.1	Influenza C virus (C/Yamagata/9/96) genes for M1, CM2, complete and partial cds	1996-XX-XX	M	Japan	AB064434.1
AB064435.1	Influenza C virus (C/Yamagata/20/96) genes for M1, CM2, complete and partial cds	1996-XX-XX	M	Japan	AB064435.1
AB064436.1	Influenza C virus (C/Yamagata/2/98) genes for M1, CM2, complete and partial cds	1998-XX-XX	M	Japan	AB064436.1
AB064437.1	Influenza C virus (C/Yamagata/6/98) genes for M1, CM2, complete and partial cds	1998-XX-XX	M	Japan	AB064437.1
AB064438.1	Influenza C virus (C/Yamagata/13/98) genes for M1, CM2, complete and partial cds	1998-XX-XX	M	Japan	AB064438.1
AB035372.1	Influenza C virus M gene for M1, CM2, partial cds, strain:C/Sao Paulo/378/82	1982-XX-XX	M	Brazil	AB035372.1
AB035373.1	Influenza C virus M gene for M1, CM2, partial cds, strain:C/Yamagata/1/93	1993-XX-XX	M	Japan	AB035373.1
AB000605.1	Influenza C virus (C/Sapporo/71) M gene for M1 protein and CM2 protein, complete cds	1971-XX-XX	M	Japan	Homo sapiens AB000605.1
AB000606.1	Influenza C virus (C/Kanagawa/1/76) M gene for M1 protein and CM2 protein, complete cds	1976-XX-XX	M	Japan	Homo sapiens AB000606.1
AB000607.1	Influenza C virus (C/Miyagi/77) M gene for M1 protein and CM2 protein, complete cds	1977-XX-XX	M	Japan	Homo sapiens AB000607.1
AB000608.1	Influenza C virus (C/California/78) M gene for M1 protein and CM2 protein, complete cds	1978-XX-XX	M	USA	Homo sapiens AB000608.1
AB000609.1	Influenza C virus (C/Kyoto/1/79) M gene for M1 protein and CM2 protein, complete cds	1979-XX-XX	M	Japan	Homo sapiens AB000609.1
AB000612.1	Influenza C virus (C/Yamagata/8/88) M gene for M1 protein and CM2 protein, complete cds	1988-XX-XX	M	Japan	Homo sapiens AB000612.1
AB000613.1	Influenza C virus (C/Yamagata/10/89) M gene for M1 protein and CM2 protein, complete cds	1989-XX-XX	M	Japan	Homo sapiens AB000613.1
AB000614.1	Influenza C virus (C/Miyagi/9/91) M gene for M1 protein and CM2 protein, complete cds	1991-XX-XX	M	Japan	Homo sapiens AB000614.1
AB000721.1	Influenza C virus (C/Yamagata/26/81) M gene for M1 protein and CM2 protein, complete cds	1981-XX-XX	M	Japan	Homo sapiens AB000721.1
AB000725.1	Influenza C virus (C/England/83) M gene for M1 protein and CM2 protein, complete cds	1983-XX-XX	M	United Kingdom	Homo sapiens AB000725.1
AB000726.1	Influenza C virus (C/Nara/1/85) M gene for M1 protein and CM2 protein, complete cds	1985-XX-XX	M	Japan	Homo sapiens AB000726.1
AB000727.1	Influenza C virus (C/Nara/2/85) M gene for M1 protein and CM2 protein, complete cds	1985-XX-XX	M	Japan	Homo sapiens AB000727.1
D16261.1	Influenza C virus (C/Yamagata/1/88) RNA for matrix protein (M1), complete cds	1988-XX-XX	M	Japan	D16261.1
