Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"31631.4490","Human coronavirus OC43 LY53",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY53",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512626",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-04",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.653Z","2022-07-09T00:43:32.653Z"
"31631.4491","Human coronavirus OC43 LY84",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY84",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512629",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,546,33.699635,1,546,,,,1,,,,,,"nasopharyngeal swab",,"2011-03",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.506Z","2022-07-09T00:43:32.506Z"
"31631.4492","Human coronavirus OC43 LY155",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY155",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512630",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-06",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.457Z","2022-07-09T00:43:32.457Z"
"31631.4493","Human coronavirus OC43 XH1400",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1400",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512618",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,546,33.699635,1,546,,,,1,,,,,,"nasopharyngeal swab",,"2011-03",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.761Z","2022-07-09T00:43:32.761Z"
"31631.4494","Human coronavirus OC43 XH1340",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1340",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512616",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.587814,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-01",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.713Z","2022-07-09T00:43:32.713Z"
"31631.4495","Human coronavirus OC43 XH1327",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1327",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512615",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,546,33.699635,1,546,,,,1,,,,,,"nasopharyngeal swab",,"2011-01",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.816Z","2022-07-09T00:43:32.816Z"
"31631.4496","Human coronavirus OC43 XH1377",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1377",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512617",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.05018,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-02",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.864Z","2022-07-09T00:43:32.864Z"
"31631.4497","Human coronavirus OC43 XH1444",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1444",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512621",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,546,33.699635,1,546,,,,1,,,,,,"nasopharyngeal swab",,"2011-08",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.769Z","2022-07-09T00:43:32.769Z"
"31631.4498","Human coronavirus OC43 XH1415",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1415",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512619",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-04",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.916Z","2022-07-09T00:43:32.916Z"
"31631.4499","Human coronavirus OC43 XH1440",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","XH1440",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512620",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-08",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:32.966Z","2022-07-09T00:43:32.966Z"
"31631.4500","Human coronavirus OC43 LY245",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY245",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512642",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.587814,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.065Z","2022-07-09T00:43:33.065Z"
"31631.4501","Human coronavirus OC43 LY242",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY242",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512639",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.408604,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.159Z","2022-07-09T00:43:33.159Z"
"31631.4502","Human coronavirus OC43 LY244",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY244",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512641",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.05018,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.112Z","2022-07-09T00:43:33.112Z"
"31631.4503","Human coronavirus OC43 LY243",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY243",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512640",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.169Z","2022-07-09T00:43:33.169Z"
"31631.4504","Human coronavirus OC43 LY227",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY227",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512634",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.215Z","2022-07-09T00:43:33.215Z"
"31631.4505","Human coronavirus OC43 LY236",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY236",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512636",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.358Z","2022-07-09T00:43:33.358Z"
"31631.4506","Human coronavirus OC43 LY235",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY235",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512635",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.405Z","2022-07-09T00:43:33.405Z"
"31631.4507","Human coronavirus OC43 LY241",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY241",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512638",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.587814,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.263Z","2022-07-09T00:43:33.263Z"
"31631.4508","Human coronavirus OC43 LY238",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY238",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512637",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.587814,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.310Z","2022-07-09T00:43:33.310Z"
"31631.4509","Human coronavirus OC43 LY277",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY277",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512654",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-08",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.600Z","2022-07-09T00:43:33.600Z"
"31631.4510","Human coronavirus OC43 LY357",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY357",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512662",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-10",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.459Z","2022-07-09T00:43:33.459Z"
"31631.4511","Human coronavirus OC43 LY246",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY246",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512643",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-07",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.995Z","2022-07-09T00:43:33.995Z"
"31631.4512","Human coronavirus OC43 LY270",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY270",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512652",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.408604,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-08",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.554Z","2022-07-09T00:43:33.554Z"
"31631.4513","Human coronavirus OC43 LY360",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY360",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512663",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-10",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.507Z","2022-07-09T00:43:33.507Z"
"31631.4514","Human coronavirus OC43 LY306",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY306",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512655",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.408604,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-09",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.697Z","2022-07-09T00:43:33.697Z"
"31631.4515","Human coronavirus OC43 LY307",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY307",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512656",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.408604,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-09",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.947Z","2022-07-09T00:43:33.947Z"
"31631.4516","Human coronavirus OC43 LY342",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY342",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512661",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-10",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.898Z","2022-07-09T00:43:33.898Z"
"31631.4517","Human coronavirus OC43 LY308",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY308",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512657",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-09",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.793Z","2022-07-09T00:43:33.793Z"
"31631.4518","Human coronavirus OC43 LY341",,31631,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694002;2509481;694003;31631","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1;Human coronavirus OC43","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Betacoronavirus 1","Partial","LY341",,,,,,,,,,,,,,,,,,,,,"2014-07-17T00:00:00Z","24987849",,,,,,"KF512660",,,"Sanger dideoxy sequencing",,"ClustalX v. 2.1",,,1,558,34.22939,1,558,,,,1,,,,,,"nasopharyngeal swab",,"2011-10",2011,,"China","Asia","China",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-09T00:43:33.843Z","2022-07-09T00:43:33.843Z"
