strain	strain_name	date	country	host	genotype	subgenotype
MT426752	None	2012-02-XX	USA	Homo sapiens	C	None
MT426753	None	2012-02-XX	USA	Homo sapiens	C	None
MT426754	None	2012-02-XX	USA	Homo sapiens	C	None
MT426755	None	2012-02-XX	USA	Homo sapiens	C	None
MT426756	None	2012-02-XX	USA	Homo sapiens	C	None
MT426757	None	2012-02-XX	USA	Homo sapiens	C	None
MT426758	None	2012-02-XX	USA	Homo sapiens	C	None
MT426759	None	2012-02-XX	USA	Homo sapiens	C	None
MT426760	None	2012-02-XX	USA	Homo sapiens	C	None
MT426761	None	2012-02-XX	USA	Homo sapiens	C	None
MT426762	None	2012-02-XX	USA	Homo sapiens	C	None
MT426763	None	2012-02-XX	USA	Homo sapiens	C	None
MT426764	None	2012-02-XX	USA	Homo sapiens	C	None
MT426765	None	2012-02-XX	USA	Homo sapiens	C	None
MT426766	None	2012-02-XX	USA	Homo sapiens	C	None
MT426767	None	2012-02-XX	USA	Homo sapiens	C	None
MT426768	None	2012-02-XX	USA	Homo sapiens	C	None
MT426769	None	2012-02-XX	USA	Homo sapiens	C	None
MT426770	None	2012-02-XX	USA	Homo sapiens	C	None
MT426771	None	2012-02-XX	USA	Homo sapiens	C	None
MT426772	None	2012-02-XX	USA	Homo sapiens	C	None
MT426773	None	2012-02-XX	USA	Homo sapiens	C	None
MT426774	None	2012-02-XX	USA	Homo sapiens	C	None
MT426775	None	2012-02-XX	USA	Homo sapiens	C	None
MT426776	None	2012-02-XX	USA	Homo sapiens	C	None
MT426777	None	2012-02-XX	USA	Homo sapiens	C	None
MT426778	None	2012-02-XX	USA	Homo sapiens	C	None
MT426779	None	2012-02-XX	USA	Homo sapiens	C	None
MT426780	None	2012-02-XX	USA	Homo sapiens	C	None
MT426781	None	2012-02-XX	USA	Homo sapiens	C	None
MT426782	None	2012-02-XX	USA	Homo sapiens	C	None
MT426783	None	2012-02-XX	USA	Homo sapiens	C	None
MT426784	None	2012-02-XX	USA	Homo sapiens	C	None
MT426785	None	2012-02-XX	USA	Homo sapiens	C	None
MT426786	None	2012-02-XX	USA	Homo sapiens	C	None
MT426787	None	2012-02-XX	USA	Homo sapiens	C	None
MT426788	None	2012-02-XX	USA	Homo sapiens	C	None
MT426789	None	2012-02-XX	USA	Homo sapiens	C	None
MT426790	None	2012-02-XX	USA	Homo sapiens	C	None
MT426791	None	2012-02-XX	USA	Homo sapiens	C	None
MT426792	None	2012-02-XX	USA	Homo sapiens	C	None
MT426793	None	2012-02-XX	USA	Homo sapiens	C	None
MT426794	None	2012-02-XX	USA	Homo sapiens	C	None
MT426795	None	2012-02-XX	USA	Homo sapiens	C	None
MT426796	None	2012-02-XX	USA	Homo sapiens	C	None
MT426797	None	2012-02-XX	USA	Homo sapiens	C	None
MT426798	None	2012-02-XX	USA	Homo sapiens	C	None
MT426799	None	2012-02-XX	USA	Homo sapiens	C	None
MT426800	None	2012-02-XX	USA	Homo sapiens	C	None
MT426801	None	2012-02-XX	USA	Homo sapiens	C	None
MT426802	None	2012-02-XX	USA	Homo sapiens	C	None
MT426803	None	2012-02-XX	USA	Homo sapiens	C	None
MT426804	None	2012-02-XX	USA	Homo sapiens	C	None
MT426805	None	2012-02-XX	USA	Homo sapiens	C	None
MT426806	None	2012-02-XX	USA	Homo sapiens	C	None
MT426807	None	2012-02-XX	USA	Homo sapiens	C	None
MT426808	None	2012-02-XX	USA	Homo sapiens	C	None
MT426809	None	2012-02-XX	USA	Homo sapiens	C	None
MT426810	None	2012-02-XX	USA	Homo sapiens	C	None
MT426811	None	2012-02-XX	USA	Homo sapiens	C	None
MT426812	None	2012-02-XX	USA	Homo sapiens	C	None
MT426813	None	2012-02-XX	USA	Homo sapiens	C	None
MT426814	None	2012-02-XX	USA	Homo sapiens	C	None
MT426815	None	2012-02-XX	USA	Homo sapiens	C	None
MT426816	None	2012-02-XX	USA	Homo sapiens	C	None
MT426817	None	2012-02-XX	USA	Homo sapiens	C	None
MT426818	None	2012-02-XX	USA	Homo sapiens	C	None
MT426819	None	2012-02-XX	USA	Homo sapiens	C	None
MT426820	None	2012-02-XX	USA	Homo sapiens	C	None
MT426821	None	2012-02-XX	USA	Homo sapiens	C	None
MT426822	None	2012-02-XX	USA	Homo sapiens	C	None
MT426823	None	2012-02-XX	USA	Homo sapiens	C	None
MT426824	None	2012-02-XX	USA	Homo sapiens	C	None
MT426825	None	2012-02-XX	USA	Homo sapiens	C	None
MT426826	None	2012-02-XX	USA	Homo sapiens	C	None
MT426827	None	2012-02-XX	USA	Homo sapiens	C	None
MT426828	None	2012-02-XX	USA	Homo sapiens	C	None
MT426829	None	2012-02-XX	USA	Homo sapiens	C	None
MT426830	None	2012-02-XX	USA	Homo sapiens	C	None
MT426831	None	2012-02-XX	USA	Homo sapiens	C	None
MT426832	None	2012-02-XX	USA	Homo sapiens	C	None
MT426833	None	2012-02-XX	USA	Homo sapiens	C	None
MT426834	None	2012-02-XX	USA	Homo sapiens	C	None
MT426835	None	2012-02-XX	USA	Homo sapiens	C	None
MT426836	None	2012-02-XX	USA	Homo sapiens	C	None
MT426837	None	2012-02-XX	USA	Homo sapiens	C	None
MT426838	None	2012-02-XX	USA	Homo sapiens	C	None
MT426839	None	2012-02-XX	USA	Homo sapiens	C	None
MT426840	None	2012-02-XX	USA	Homo sapiens	C	None
MT426841	None	2012-02-XX	USA	Homo sapiens	C	None
MT426842	None	2012-02-XX	USA	Homo sapiens	C	None
MT426843	None	2012-02-XX	USA	Homo sapiens	C	None
MT426844	None	2012-02-XX	USA	Homo sapiens	C	None
MT426845	None	2012-02-XX	USA	Homo sapiens	C	None
MT426846	None	2012-02-XX	USA	Homo sapiens	C	None
MT426847	None	2012-02-XX	USA	Homo sapiens	C	None
MT426848	None	2012-02-XX	USA	Homo sapiens	C	None
MT426849	None	2012-02-XX	USA	Homo sapiens	C	None
MT426850	None	2012-02-XX	USA	Homo sapiens	C	None
MT426851	None	2012-02-XX	USA	Homo sapiens	C	None
MT426852	None	2012-02-XX	USA	Homo sapiens	C	None
MT426853	None	2012-02-XX	USA	Homo sapiens	C	None
MT426854	None	2012-02-XX	USA	Homo sapiens	C	None
MT426855	None	2012-02-XX	USA	Homo sapiens	C	None
MT426856	None	2012-02-XX	USA	Homo sapiens	C	None
MT426857	None	2012-02-XX	USA	Homo sapiens	C	None
MT426858	None	2012-02-XX	USA	Homo sapiens	C	None
MT111596	None	2005-06-08	Thailand	Homo sapiens	C	C1
MT114171	None	2018-09-01	Bangladesh	Homo sapiens	C	None
MN683726	None	2017-XX-XX	China	Homo sapiens	C	None
MN683727	None	2017-XX-XX	China	Homo sapiens	C	None
MN683728	None	2014-XX-XX	China	Homo sapiens	C	None
MN683729	None	2014-XX-XX	China	Homo sapiens	C	None
LC535912	None	2017-XX-XX	Cambodia:Kampong Speu Province	Homo sapiens	C	C1
LC535913	None	2017-XX-XX	Cambodia:Battambang Province	Homo sapiens	C	C1
LC535914	None	2017-XX-XX	Cambodia:Kampong Speu Province	Homo sapiens	C	C1
LC535915	None	2017-XX-XX	Cambodia:Kandal Province	Homo sapiens	C	C1
LC535916	None	2017-XX-XX	Cambodia:Pursat Province	Homo sapiens	C	C1
LC535917	None	2017-XX-XX	Cambodia:Pursat Province	Homo sapiens	C	C1
LC535918	None	2017-XX-XX	Cambodia:Phnom Penh	Homo sapiens	C	C1
LC535919	None	2017-XX-XX	Cambodia:Phnom Penh	Homo sapiens	C	C1
LC535921	None	2017-XX-XX	Cambodia:Phnom Penh	Homo sapiens	C	C1
LC535922	None	2017-XX-XX	Cambodia:Siem Reap Province	Homo sapiens	C	C1
LC535923	None	2017-XX-XX	Cambodia:Kampong Cham Province	Homo sapiens	C	C1
LC535925	None	2017-XX-XX	Cambodia:Pursat Province	Homo sapiens	C	C1
LC535926	None	2017-XX-XX	Cambodia:Kracheh Provinde	Homo sapiens	C	C1
LC535927	None	2017-XX-XX	Cambodia:Ratanak Kiri Province	Homo sapiens	C	C1
LC535928	None	2017-XX-XX	Cambodia:Kracheh Province	Homo sapiens	C	C1
LC535930	None	2017-XX-XX	Cambodia:Battambang Province	Homo sapiens	C	C1
LC535931	None	2017-XX-XX	Cambodia:Kampong Thom Province	Homo sapiens	C	C1
LC535932	None	2017-XX-XX	Cambodia:Takeo Province	Homo sapiens	C	C1
LC535933	None	2017-XX-XX	Cambodia:Battambang Province	Homo sapiens	C	C1
LC535934	None	2017-XX-XX	Cambodia:Battambang Province	Homo sapiens	C	C1
LC535935	None	2017-XX-XX	Cambodia:Kampong Cham Province	Homo sapiens	C	C1
LC535936	None	2017-XX-XX	Cambodia:Kampong Cham Province	Homo sapiens	C	C1
LC535937	None	2017-XX-XX	Cambodia:Stung Treng Province	Homo sapiens	C	C1
LC535938	None	2017-XX-XX	Cambodia:Kracheh Province	Homo sapiens	C	C1
LC535939	None	2017-XX-XX	Cambodia:Kampong Cham Province	Homo sapiens	C	C1
LC535942	None	2017-XX-XX	Cambodia:Tboung Khmum Province	Homo sapiens	C	C1
LC535945	None	2017-XX-XX	Cambodia:Preah Sihanouk Province	Homo sapiens	C	C1
LC535946	None	2017-XX-XX	Cambodia:Otdar Meanchey Province	Homo sapiens	C	C1
LC535947	None	2017-XX-XX	Cambodia:Kampong Thom Province	Homo sapiens	C	C1
LC535948	None	2017-XX-XX	Cambodia:Kampong Thom Province	Homo sapiens	C	C1
LC535949	None	2017-XX-XX	Cambodia:Preah Vihear Province	Homo sapiens	C	C1
LC535950	None	2017-XX-XX	Cambodia:Preah Vihear Province	Homo sapiens	C	C1
LC519790	None	2010-09-06	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519792	None	2010-10-03	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519796	None	2010-10-02	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519797	None	2010-10-03	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519799	None	2010-10-03	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519800	None	2010-10-03	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519801	None	2010-10-03	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519803	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519804	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519805	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519807	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519812	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519813	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519818	None	2010-10-05	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519821	None	2010-10-05	Bangladesh:Dhaka	Homo sapiens	C	C1
LC519822	None	2010-10-05	Bangladesh:Dhaka	Homo sapiens	C	C1
LC516604	None	2022-02-04	Japan	Homo sapiens	C	None
LC516605	None	2022-02-04	Japan	Homo sapiens	C	None
LC516606	None	2022-02-04	Japan	Homo sapiens	C	None
LC516607	None	2022-02-04	Japan	Homo sapiens	C	None
LC516608	None	2022-02-04	Japan	Homo sapiens	C	None
LC516609	None	2022-02-04	Japan	Homo sapiens	C	None
LC516610	None	2022-02-04	Japan	Homo sapiens	C	None
MK720627	None	2018-01-30	United Kingdom	Homo sapiens	C	None
MK720628	None	2018-01-30	United Kingdom	Homo sapiens	C	None
MK720629	None	2018-01-30	United Kingdom	Homo sapiens	C	None
MK720630	None	2018-01-30	United Kingdom	Homo sapiens	C	None
LC456110	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456111	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456113	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456114	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456115	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456116	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456117	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456118	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456119	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456120	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456121	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456122	None	2010-XX-XX	Cambodia	Homo sapiens	C	C1
LC456123	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456124	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456125	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456126	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456128	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456129	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456130	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456131	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456132	None	2011-XX-XX	Cambodia	Homo sapiens	C	C1
LC456133	None	2012-XX-XX	Cambodia	Homo sapiens	C	C1
LC456134	None	2013-XX-XX	Cambodia	Homo sapiens	C	C1
LC456135	None	2013-XX-XX	Cambodia	Homo sapiens	C	C1
MK628732	None	2018-XX-XX	Bangladesh	Homo sapiens	C	None
MH887433	None	2018-04-01	Japan	Homo sapiens	C	None
MH891502	None	2018-04-30	Japan	Homo sapiens	C	None
MH818373	None	2017-07-31	Japan	Homo sapiens	C	None
MK321265	None	2018-01-30	United Kingdom	Homo sapiens	C	None
MK321266	None	2018-01-30	United Kingdom	Homo sapiens	C	None
LC416040	None	2012-XX-XX	Indonesia: West Nusa Tenggara, Lombok Island	None	C	C7
MH094411	None	2019-01-02	China	Homo sapiens	C	None
LC373511	None	2017-07-12	Japan:Nagasaki	Homo sapiens	C	C2
LC373512	None	2017-07-19	Japan:Nagasaki	Homo sapiens	C	C2
MG893553	None	2014-10-18	China	Homo sapiens	C	None
MG893554	None	2014-10-18	China	Homo sapiens	C	None
MG893555	None	2014-10-18	China	Homo sapiens	C	None
MG893556	None	2014-10-18	China	Homo sapiens	C	None
MG893557	None	2014-10-18	China	Homo sapiens	C	None
MG893558	None	2014-10-18	China	Homo sapiens	C	None
MG893559	None	2014-10-18	China	Homo sapiens	C	None
MG893560	None	2014-10-18	China	Homo sapiens	C	None
MG893561	None	2014-10-18	China	Homo sapiens	C	None
MG826122	None	2018-09-05	China: Yunnan	Homo sapiens	C	C1
MG826124	None	2018-09-05	China: Yunnan	Homo sapiens	C	C2
MG826125	None	2018-09-05	China: Yunnan	Homo sapiens	C	C3
MG826126	None	2018-09-05	China: Yunnan	Homo sapiens	C	C4
MG826127	None	2016-02-12	China: Yunnan	Homo sapiens	C	C4
MG826128	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826129	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826130	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826131	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826132	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826133	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826134	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826135	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826136	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826137	None	2018-09-05	China: Yunnan	Homo sapiens	C	C8
MG826138	None	2018-09-05	China: Yunnan	Homo sapiens	C	C17
MG826139	None	2018-09-05	China: Yunnan	Homo sapiens	C	C17
MG826140	None	2018-09-05	China: Yunnan	Homo sapiens	C	C17
MG826141	None	2018-09-05	China: Yunnan	Homo sapiens	C	C17
MG826142	None	2018-09-05	China: Yunnan	Homo sapiens	C	C17
MG826143	None	2018-09-05	China: Yunnan	Homo sapiens	C	C17
MG826144	None	2018-09-05	China: Yunnan	Homo sapiens	C	None
MH220971	None	2017-11-12	Bangladesh	Homo sapiens	C	None
MG725248	None	2017-11-12	Bangladesh	Homo sapiens	C	None
LC365290	C-1	2012-09-28	Japan:Tokyo	Homo sapiens	C	None
KT366463	None	2017-12-27	India	Homo sapiens	C	None
KT366464	None	2017-12-27	India	Homo sapiens	C	None
MF925359	None	2015-06-02	Bangladesh	Homo sapiens; sex: male	C	None
MF925365	None	2015-06-16	Bangladesh	Homo sapiens; sex: male	C	None
MF925367	None	2015-06-18	Bangladesh	Homo sapiens; sex: male	C	None
MF925369	None	2015-06-13	Bangladesh	Homo sapiens; sex: female	C	None
MF925370	None	2015-06-24	Bangladesh	Homo sapiens; sex: female	C	None
MF925374	None	2015-06-30	Bangladesh	Homo sapiens; sex: male	C	None
MF925375	None	2015-07-01	Bangladesh	Homo sapiens; sex: male	C	None
MF925376	None	2015-07-02	Bangladesh	Homo sapiens; sex: male	C	None
MF925377	None	2015-07-05	Bangladesh	Homo sapiens; sex: male	C	None
MF925378	None	2015-07-06	Bangladesh	Homo sapiens; sex: male	C	None
MF925381	None	2015-07-12	Bangladesh	Homo sapiens; sex: male	C	None
MF925382	None	2015-07-13	Bangladesh	Homo sapiens; sex: male	C	None
MF925387	None	2015-07-20	Bangladesh	Homo sapiens; sex: male	C	None
MF925389	None	2015-07-22	Bangladesh	Homo sapiens; sex: male	C	None
MF925394	None	2015-08-02	Bangladesh	Homo sapiens; sex: male	C	None
MF925395	None	2015-08-04	Bangladesh	Homo sapiens; sex: male	C	None
MF925398	None	2015-08-09	Bangladesh	Homo sapiens; sex: female	C	None
MF925399	None	2015-08-10	Bangladesh	Homo sapiens; sex: male	C	None
MF925403	None	2015-08-17	Bangladesh	Homo sapiens; sex: male	C	None
MF925405	None	2015-08-24	Bangladesh	Homo sapiens; sex: male	C	None
MF925406	None	2015-08-25	Bangladesh	Homo sapiens; sex: male	C	None
MF925408	None	2015-08-27	Bangladesh	Homo sapiens; sex: female	C	None
MF925409	None	2015-08-30	Bangladesh	Homo sapiens; sex: female	C	None
MF925410	None	2015-08-31	Bangladesh	Homo sapiens; sex: male	C	None
LC155814	None	2002-04-24	Japan:Tochigi	Homo sapiens	C	C2
LC155815	None	2002-04-25	Japan:Tochigi	Homo sapiens	C	C2
LC155816	None	2015-01-09	Japan:Tochigi	Homo sapiens	C	C2
LC155817	None	2015-08-03	Japan:Tochigi	Homo sapiens	C	C2
LC155818	None	2015-10-05	Japan:Tochigi	Homo sapiens	C	C2
LC155819	None	2015-01-09	Japan:Tochigi	Homo sapiens	C	C2
LC155820	None	2013-05-20	Japan:Tochigi	Homo sapiens	C	C2
KX765818	None	1997-09-25	Thailand	Homo sapiens	C	None
KX765819	None	1997-10-15	Thailand	Homo sapiens	C	None
KX765820	None	2001-04-09	Thailand	Homo sapiens	C	None
KX765821	None	2001-02-02	Thailand	Homo sapiens	C	None
KX765822	None	1998-03-07	Thailand	Homo sapiens	C	None
KX765823	None	2001-03-30	Thailand	Homo sapiens	C	None
KX765824	None	2001-05-21	Thailand	Homo sapiens	C	None
KX765825	None	2001-03-01	Thailand	Homo sapiens	C	None
KX765826	None	1998-07-10	Thailand	Homo sapiens	C	None
KX765827	None	2001-05-23	Thailand	Homo sapiens	C	None
KX765828	None	1998-11-19	Thailand	Homo sapiens	C	None
KX765829	None	1999-02-03	Thailand	Homo sapiens	C	None
KX765830	None	2001-07-10	Thailand	Homo sapiens	C	None
KX765831	None	1998-11-14	Thailand	Homo sapiens	C	None
KX765832	None	1998-10-20	Thailand	Homo sapiens	C	None
KX765833	None	2001-09-04	Thailand	Homo sapiens	C	None
KX765834	None	1998-11-16	Thailand	Homo sapiens	C	None
KX765836	None	1998-11-24	Thailand	Homo sapiens	C	None
KX765837	None	1999-01-13	Thailand	Homo sapiens	C	None
KX765838	None	2001-11-28	Thailand	Homo sapiens	C	None
KX765839	None	1999-08-26	Thailand	Homo sapiens	C	None
KX765840	None	2002-02-19	Thailand	Homo sapiens	C	None
KX765842	None	2001-12-19	Thailand	Homo sapiens	C	None
KX765843	None	1999-04-09	Thailand	Homo sapiens	C	None
KX765844	None	2002-03-06	Thailand	Homo sapiens	C	None
KX765845	None	1999-04-07	Thailand	Homo sapiens	C	None
KX765846	None	1999-07-29	Thailand	Homo sapiens	C	None
KX765847	None	2001-10-06	Thailand	Homo sapiens	C	None
KX765848	None	1999-09-14	Thailand	Homo sapiens	C	None
KX765849	None	1999-07-14	Thailand	Homo sapiens	C	None
KX765850	None	1999-07-07	Thailand	Homo sapiens	C	None
KX765851	None	2002-07-08	Thailand	Homo sapiens	C	None
KX765852	None	1998-08-10	Thailand	Homo sapiens	C	None
KX765853	None	2002-03-19	Thailand	Homo sapiens	C	None
KX765855	None	2003-07-06	Thailand	Homo sapiens	C	None
KX774503	None	2001-04-18	Thailand	Homo sapiens	C	None
KX774504	None	1998-04-22	Thailand	Homo sapiens	C	None
KX774506	None	2001-07-19	Thailand	Homo sapiens	C	None
KX774507	None	2002-11-15	Thailand	Homo sapiens	C	None
MF674386	None	2016-06-16	Viet Nam	Homo sapiens; female	C	None
MF674388	None	2016-06-24	Viet Nam	Homo sapiens; male	C	None
MF674390	None	2016-06-28	Viet Nam	Homo sapiens; female	C	None
MF674398	None	2016-07-12	Viet Nam	Homo sapiens; male	C	None
MF674399	None	2016-07-13	Viet Nam	Homo sapiens; female	C	None
MF674402	None	2016-07-22	Viet Nam	Homo sapiens; female	C	None
MF674403	None	2016-07-25	Viet Nam	Homo sapiens; female	C	None
MF674408	None	2016-08-02	Viet Nam	Homo sapiens; male	C	None
MF674411	None	2016-08-11	Viet Nam	Homo sapiens; female	C	None
MF674412	None	2016-08-16	Viet Nam	Homo sapiens; female	C	None
MF674417	None	2016-08-28	Viet Nam	Homo sapiens; male	C	None
MF674418	None	2016-08-31	Viet Nam	Homo sapiens; male	C	None
MF674425	None	2016-09-21	Viet Nam	Homo sapiens; female	C	None
MF674428	None	2016-09-23	Viet Nam	Homo sapiens; male	C	None
MF674429	None	2016-09-14	Viet Nam	Homo sapiens; female	C	None
MF674430	None	2016-09-28	Viet Nam	Homo sapiens; female	C	None
MF674435	None	2016-10-07	Viet Nam	Homo sapiens; female	C	None
MF674442	None	2016-10-27	Viet Nam	Homo sapiens; male	C	None
MF674444	None	2016-10-11	Viet Nam	Homo sapiens; female	C	None
MF674454	None	2016-11-28	Viet Nam	Homo sapiens; male	C	None
MF674457	None	2016-11-07	Viet Nam	Homo sapiens; female	C	None
MF674458	None	2016-11-14	Viet Nam	Homo sapiens; male	C	None
MF674463	None	2016-12-07	Viet Nam	Homo sapiens; male	C	None
MF674467	None	2016-12-16	Viet Nam	Homo sapiens; male	C	None
MF674468	None	2016-12-14	Viet Nam	Homo sapiens; female	C	None
MF674471	None	2016-12-20	Viet Nam	Homo sapiens; male	C	None
MF674472	None	2016-12-12	Viet Nam	Homo sapiens; female	C	None
MF674474	None	2012-06-01	Viet Nam	Homo sapiens; female	C	None
MF674475	None	2012-06-12	Viet Nam	Homo sapiens; male	C	None
MF674484	None	2012-09-17	Viet Nam	Homo sapiens; male	C	None
MF674486	None	2012-10-10	Viet Nam	Homo sapiens; female	C	None
MF674489	None	2012-11-23	Viet Nam	Homo sapiens; male	C	None
MF674494	None	2014-01-22	Viet Nam	Homo sapiens; female	C	None
MF674501	None	2014-03-11	Viet Nam	Homo sapiens; male	C	None
MF674502	None	2014-03-18	Viet Nam	Homo sapiens; male	C	None
MF674504	None	2014-04-20	Viet Nam	Homo sapiens; male	C	None
MF674514	None	2014-06-17	Viet Nam	Homo sapiens; female	C	None
MF488701	None	2017-08-26	India	Homo sapiens	C	None
MF488703	None	2017-08-26	India	Homo sapiens	C	None
KY629631	None	2017-01-13	China	Homo sapiens	C	None
KY629637	None	2017-01-13	China	Homo sapiens	C	None
KY670780	None	2016-12-30	China	Homo sapiens	C	None
KY670782	None	2017-01-24	China	Homo sapiens	C	None
LC064379	None	2012-08-15	Viet Nam	Homo sapiens	C	None
KY363252	None	2004-02-01	USA	Homo sapiens	C	None
KY363253	None	2004-02-01	USA	Homo sapiens	C	None
KY363254	None	2004-02-01	USA	Homo sapiens	C	None
KY363255	None	2004-02-01	USA	Homo sapiens	C	None
KY363256	None	2004-02-01	USA	Homo sapiens	C	None
KY363257	None	2004-02-01	USA	Homo sapiens	C	None
KY363258	None	2004-02-01	USA	Homo sapiens	C	None
KY363259	None	2004-02-01	USA	Homo sapiens	C	None
KY363260	None	2004-02-01	USA	Homo sapiens	C	None
KY363261	None	2004-02-01	USA	Homo sapiens	C	None
KY363262	None	2004-02-01	USA	Homo sapiens	C	None
KY363263	None	2004-02-01	USA	Homo sapiens	C	None
KY363264	None	2004-02-01	USA	Homo sapiens	C	None
KY363265	None	2004-02-01	USA	Homo sapiens	C	None
KY363266	None	2004-02-01	USA	Homo sapiens	C	None
KY363267	None	2004-02-01	USA	Homo sapiens	C	None
KY363268	None	2004-02-01	USA	Homo sapiens	C	None
KY363269	None	2004-02-01	USA	Homo sapiens	C	None
KY363270	None	2004-02-01	USA	Homo sapiens	C	None
KY363271	None	2004-02-01	USA	Homo sapiens	C	None
KY363272	None	2004-02-01	USA	Homo sapiens	C	None
KY363273	None	2004-02-01	USA	Homo sapiens	C	None
KY363274	None	2004-02-01	USA	Homo sapiens	C	None
KY363275	None	2004-02-01	USA	Homo sapiens	C	None
KY363276	None	2004-02-01	USA	Homo sapiens	C	None
KY363277	None	2004-02-01	USA	Homo sapiens	C	None
KY363278	None	2004-02-01	USA	Homo sapiens	C	None
KY363279	None	2004-02-01	USA	Homo sapiens	C	None
KY363280	None	2004-02-01	USA	Homo sapiens	C	None
KY363281	None	2004-02-01	USA	Homo sapiens	C	None
KY363282	None	2004-02-01	USA	Homo sapiens	C	None
KY363283	None	2004-02-01	USA	Homo sapiens	C	None
KY363284	None	2004-02-01	USA	Homo sapiens	C	None
KY363285	None	2004-02-01	USA	Homo sapiens	C	None
KY363286	None	2004-02-01	USA	Homo sapiens	C	None
KY363287	None	2004-02-01	USA	Homo sapiens	C	None
KY470843	None	2015-12-31	China	Homo sapiens	C	None
KY470844	None	2015-12-31	China	Homo sapiens	C	None
KY470845	None	2015-12-31	China	Homo sapiens	C	None
KY470846	None	2015-12-31	China	Homo sapiens	C	None
KY470847	None	2015-12-31	China	Homo sapiens	C	None
KY470848	None	2015-12-31	China	Homo sapiens	C	None
KY470849	None	2015-12-31	China	Homo sapiens	C	None
KY470850	None	2015-12-31	China	Homo sapiens	C	None
KY470851	None	2015-12-31	China	Homo sapiens	C	None
KY470852	None	2015-12-31	China	Homo sapiens	C	None
KY470853	None	2015-12-31	China	Homo sapiens	C	None
KY470854	None	2015-12-31	China	Homo sapiens	C	None
KY470855	None	2015-12-31	China	Homo sapiens	C	None
KY470873	None	2016-01-11	China	Homo sapiens	C	None
KY470874	None	2016-01-11	China	Homo sapiens	C	None
KY470875	None	2016-01-11	China	Homo sapiens	C	None
KY470876	None	2016-01-11	China	Homo sapiens	C	None
KY470877	None	2016-01-11	China	Homo sapiens	C	None
KY470878	None	2016-01-11	China	Homo sapiens	C	None
KY470879	None	2016-01-11	China	Homo sapiens	C	None
KY470880	None	2016-01-11	China	Homo sapiens	C	None
KY470881	None	2016-01-11	China	Homo sapiens	C	None
KY470882	None	2016-01-11	China	Homo sapiens	C	None
KY470883	None	2016-01-11	China	Homo sapiens	C	None
KY470884	None	2016-01-11	China	Homo sapiens	C	None
KY470885	None	2016-01-11	China	Homo sapiens	C	None
KY470886	None	2016-01-11	China	Homo sapiens	C	None
KY470887	None	2016-01-11	China	Homo sapiens	C	None
KY470888	None	2016-01-11	China	Homo sapiens	C	None
KY470889	None	2016-01-11	China	Homo sapiens	C	None
KY470890	None	2016-01-11	China	Homo sapiens	C	None
KY470891	None	2016-01-11	China	Homo sapiens	C	None
