strain	strain_name	date	country	host	genotype	subgenotype
MT603382	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603383	None	2004-XX-XX	Greenland	Homo sapiens	D	None
MT603384	None	2009-XX-XX	Greenland	Homo sapiens	D	None
MT603385	None	2009-XX-XX	Greenland	Homo sapiens	D	None
MT603386	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603387	None	2008-XX-XX	Greenland	Homo sapiens	D	None
MT603388	None	1998-XX-XX	Greenland	Homo sapiens	D	None
MT603389	None	2008-XX-XX	Greenland	Homo sapiens	D	None
MT603390	None	2008-XX-XX	Greenland	Homo sapiens	D	None
MT603391	None	1998-XX-XX	Greenland	Homo sapiens	D	None
MT603392	None	1998-XX-XX	Greenland	Homo sapiens	D	None
MT603393	None	2008-XX-XX	Greenland	Homo sapiens	D	None
MT603394	None	1998-XX-XX	Greenland	Homo sapiens	D	None
MT603395	None	2008-XX-XX	Greenland	Homo sapiens	D	None
MT603396	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603397	None	1998-XX-XX	Greenland	Homo sapiens	D	None
MT603398	None	1998-XX-XX	Greenland	Homo sapiens	D	None
MT603399	None	2017-XX-XX	Greenland	Homo sapiens	D	None
MT603400	None	2004-XX-XX	Greenland	Homo sapiens	D	None
MT603401	None	2004-XX-XX	Greenland	Homo sapiens	D	None
MT603402	None	2004-XX-XX	Greenland	Homo sapiens	D	None
MT603403	None	2009-XX-XX	Greenland	Homo sapiens	D	None
MT603404	None	2008-XX-XX	Greenland	Homo sapiens	D	None
MT210033	None	2018-11-19	South Africa	Homo sapiens	D	None
MT114169	None	2018-09-01	United Kingdom	Homo sapiens	D	None
MT114172	None	2018-09-01	Bangladesh	Homo sapiens	D	None
MT114173	None	2018-09-01	Bangladesh	Homo sapiens	D	None
MN310705	None	2010-XX-XX	Brazil	Homo sapiens	D	D1
MN310706	None	2010-XX-XX	Brazil	Homo sapiens	D	D2
MN310707	None	2015-XX-XX	Brazil	Homo sapiens	D	D2
MN310708	None	2010-XX-XX	Brazil	Homo sapiens	D	D3
MN310709	None	2010-XX-XX	Brazil	Homo sapiens	D	D3
MN310710	None	2015-XX-XX	Brazil	Homo sapiens	D	D3
MN310711	None	2015-XX-XX	Brazil	Homo sapiens	D	D3
MN310712	None	2010-XX-XX	Brazil	Homo sapiens	D	D3
MN310713	None	2010-XX-XX	Brazil	Homo sapiens	D	D3
MN310714	None	2010-XX-XX	Brazil	Homo sapiens	D	D3
MN310715	None	2014-XX-XX	Brazil	Homo sapiens	D	D3
MN585094	None	2009-XX-XX	Belgium	Homo sapiens; Nigerian	D	D12
MN585095	None	2007-XX-XX	Belgium	Homo sapiens; Ghanaian	D	D12
LC519787	None	2010-09-01	Bangladesh:Dhaka	Homo sapiens	D	None
LC519789	None	2010-09-02	Bangladesh:Dhaka	Homo sapiens	D	None
LC519793	None	2010-11-01	Bangladesh:Dhaka	Homo sapiens	D	None
LC519795	None	2010-11-02	Bangladesh:Dhaka	Homo sapiens	D	None
LC519802	None	2010-10-03	Bangladesh:Dhaka	Homo sapiens	D	None
LC519808	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	D	None
LC519809	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	D	None
LC519810	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	D	None
LC519814	None	2010-10-04	Bangladesh:Dhaka	Homo sapiens	D	None
LC519816	None	2010-10-05	Bangladesh:Dhaka	Homo sapiens	D	None
LC519824	None	2010-10-06	Bangladesh:Dhaka	Homo sapiens	D	None
MN839643	None	2018-XX-XX	Bangladesh	Homo sapiens; female	D	None
MN365240	None	2018-XX-XX	Russia	Homo sapiens	D	D4
MN560188	None	2018-XX-XX	Russia	Homo sapiens	D	D2
MK693107	None	2018-XX-XX	Iran	Homo sapiens	D	None
MK693108	None	2018-XX-XX	Iran	Homo sapiens	D	None
MK693109	None	2018-XX-XX	Iran	Homo sapiens	D	None
MK541688	None	2016-02-XX	India	Homo sapiens	D	D3
MK541689	None	2013-01-XX	India	Homo sapiens	D	D5
MK507910	None	2013-02-XX	India	Homo sapiens	D	D1
MK507911	None	2012-07-XX	India	Homo sapiens	D	D1
MK507912	None	2014-08-XX	India	Homo sapiens	D	D3
MK507913	None	2014-02-XX	India	Homo sapiens	D	D1
MK507914	None	2016-09-XX	India	Homo sapiens	D	D1
MK516278	None	2012-08-XX	India	Homo sapiens	D	D2
MK516279	None	2014-08-XX	India	Homo sapiens	D	D5
MK516280	None	2015-08-XX	India	Homo sapiens	D	D5
MH724214	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724215	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724216	None	2012-XX-XX	Brazil	Homo sapiens	D	D2
MH724217	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724218	None	2012-XX-XX	Brazil	Homo sapiens	D	D3
MH724219	None	2012-XX-XX	Brazil	Homo sapiens	D	D3
MH724220	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724221	None	2013-XX-XX	Brazil	Homo sapiens	D	D3
MH724222	None	2013-XX-XX	Brazil	Homo sapiens	D	D3
MH724223	None	2013-XX-XX	Brazil	Homo sapiens	D	D2
MH724224	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724225	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724226	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724227	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724228	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724229	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724230	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724231	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724232	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724233	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724234	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724235	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724236	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724237	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724238	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724239	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724240	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724241	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724242	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724243	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724244	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724245	None	2012-XX-XX	Brazil	Homo sapiens	D	D3
MH724246	None	2012-XX-XX	Brazil	Homo sapiens	D	D2
MH724247	None	2004-XX-XX	Brazil	Homo sapiens	D	D2
MH724248	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724249	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724250	None	2004-XX-XX	Brazil	Homo sapiens	D	D3
MH724251	None	2004-XX-XX	Brazil	Homo sapiens	D	D4
MH724252	None	2012-XX-XX	Brazil	Homo sapiens	D	D1
MK355500	None	2018-XX-XX	Iran	Homo sapiens	D	None
MK355501	None	2018-XX-XX	Iran	Homo sapiens	D	None
MH932714	None	2018-09-01	Japan	Homo sapiens	D	None
MK052947	None	2018-04-20	China	Homo sapiens	D	D11
MK052948	None	2018-04-20	China	Homo sapiens	D	D11
MK052949	None	2018-04-20	China	Homo sapiens	D	D11
MK052950	None	2018-04-20	China	Homo sapiens	D	D11
MK052951	None	2018-04-20	China	Homo sapiens	D	D11
MK052952	None	2018-04-20	China	Homo sapiens	D	D11
MK052953	None	2018-04-20	China	Homo sapiens	D	D11
MK052954	None	2018-04-20	China	Homo sapiens	D	D11
MK052955	None	2018-04-20	China	Homo sapiens	D	D11
MK052956	None	2018-04-20	China	Homo sapiens	D	D11
MK052957	None	2018-04-20	China	Homo sapiens	D	D11
MK052958	None	2018-04-20	China	Homo sapiens	D	D11
MK052959	None	2018-04-20	China	Homo sapiens	D	D11
MK052960	None	2018-04-20	China	Homo sapiens	D	D11
MK052961	None	2018-04-20	China	Homo sapiens	D	D11
MK052963	None	2011-01-18	China	Homo sapiens	D	D11
MK052966	None	2011-01-18	China	Homo sapiens	D	D11
MK052969	None	2011-01-18	China	Homo sapiens	D	D11
MK052971	None	2011-01-18	China	Homo sapiens	D	D11
MK052972	None	2011-01-18	China	Homo sapiens	D	D11
MK052973	None	2011-01-18	China	Homo sapiens	D	D11
MK052974	None	2011-01-18	China	Homo sapiens	D	D11
MK052975	None	2011-01-18	China	Homo sapiens	D	D11
KT749821	None	2005-XX-XX	Belgium	Homo sapiens	D	None
KT749823	None	1997-XX-XX	Belgium	Homo sapiens	D	None
KT749827	None	2006-XX-XX	Belgium	Homo sapiens	D	None
KT749828	None	2006-XX-XX	Belgium	Homo sapiens	D	None
KT749845	None	2004-XX-XX	Belgium	Homo sapiens	D	None
LC365689	None	2017-XX-XX	Japan:Tochigi	Homo sapiens	D	D1
MH220970	None	2017-11-12	Bangladesh	Homo sapiens	D	None
MF618339	None	2018-03-12	India	Homo sapiens	D	None
MF618340	None	2018-03-12	India	Homo sapiens	D	None
MF618341	None	2018-03-12	India	Homo sapiens	D	None
MF618342	None	2018-03-12	India	Homo sapiens	D	None
MF618343	None	2018-03-12	India	Homo sapiens	D	None
MF618347	None	2018-03-12	India	Homo sapiens	D	None
MF618348	None	2018-03-12	India	Homo sapiens	D	None
MF618349	None	2018-03-12	India	Homo sapiens	D	None
MF618350	None	2018-03-12	India	Homo sapiens	D	None
MF967563	AD38	2017-01-XX	USA	Homo sapiens	D	None
KT366465	None	2017-12-27	India	Homo sapiens	D	None
KT366491	None	2017-12-27	India	Homo sapiens	D	None
KT366492	None	2017-12-27	India	Homo sapiens	D	None
KT366493	None	2017-12-27	India	Homo sapiens	D	None
KT366494	None	2017-12-27	India	Homo sapiens	D	None
KT366495	None	2017-12-27	India	Homo sapiens	D	None
KT366496	None	2017-12-27	India	Homo sapiens	D	None
KT366497	None	2017-12-27	India	Homo sapiens	D	None
KT366498	None	2017-12-27	India	Homo sapiens	D	None
KT366499	None	2017-12-27	India	Homo sapiens	D	None
KT366500	None	2017-12-27	India	Homo sapiens	D	None
KT366501	None	2017-12-27	India	Homo sapiens	D	None
KT366502	None	2017-12-27	India	Homo sapiens	D	None
KT366503	None	2017-12-27	India	Homo sapiens	D	None
KT366504	None	2017-12-27	India	Homo sapiens	D	None
KT366505	None	2017-12-27	India	Homo sapiens	D	None
KT366506	None	2017-12-27	India	Homo sapiens	D	None
KT366507	None	2017-12-27	India	Homo sapiens	D	None
KT366508	None	2017-12-27	India	Homo sapiens	D	None
KT366509	None	2017-12-27	India	Homo sapiens	D	None
KT366510	None	2017-12-27	India	Homo sapiens	D	None
KT366511	None	2017-12-27	India	Homo sapiens	D	None
MF925358	None	2015-06-01	Bangladesh	Homo sapiens; sex: male	D	None
MF925360	None	2015-06-03	Bangladesh	Homo sapiens; sex: male	D	None
MF925363	None	2015-06-11	Bangladesh	Homo sapiens; sex: male	D	None
MF925364	None	2015-06-15	Bangladesh	Homo sapiens; sex: male	D	None
MF925366	None	2015-06-17	Bangladesh	Homo sapiens; sex: male	D	None
MF925371	None	2015-06-25	Bangladesh	Homo sapiens; sex: male	D	None
MF925379	None	2015-07-07	Bangladesh	Homo sapiens; sex: male	D	None
MF925380	None	2015-07-08	Bangladesh	Homo sapiens; sex: male	D	None
MF925383	None	2015-07-14	Bangladesh	Homo sapiens; sex: male	D	None
MF925384	None	2015-07-15	Bangladesh	Homo sapiens; sex: male	D	None
MF925388	None	2015-07-21	Bangladesh	Homo sapiens; sex: male	D	None
MF925390	None	2015-07-23	Bangladesh	Homo sapiens; sex: male	D	None
MF925391	None	2015-07-26	Bangladesh	Homo sapiens; sex: male	D	None
MF925392	None	2015-07-28	Bangladesh	Homo sapiens; sex: female	D	None
MF925393	None	2015-07-29	Bangladesh	Homo sapiens; sex: male	D	None
MF925396	None	2015-08-05	Bangladesh	Homo sapiens; sex: male	D	None
MF925397	None	2015-08-06	Bangladesh	Homo sapiens; sex: male	D	None
MF925401	None	2015-08-13	Bangladesh	Homo sapiens; sex: female	D	None
MF925402	None	2015-08-16	Bangladesh	Homo sapiens; sex: female	D	None
MG585269	None	2016-XX-XX	Italy	Homo sapiens	D	D3
MF488699	None	2017-08-26	India	Homo sapiens	D	None
MF488702	None	2017-08-26	India	Homo sapiens	D	None
MF488704	None	2017-08-26	India	Homo sapiens	D	None
KY629630	None	2016-12-31	China	Homo sapiens	D	None
KY629633	None	2017-01-19	China	Homo sapiens	D	None
KY629634	None	2017-01-19	China	Homo sapiens	D	None
KY382412	None	2017-05-14	Argentina	Homo sapiens	D	D1
KY382413	None	2017-05-14	Argentina	Homo sapiens	D	D1
KY382414	None	2017-05-14	Argentina	Homo sapiens	D	D1
KX260231	None	2004-03-10	Brazil	Homo sapiens	D	D2
KX827290	None	2010-02-01	USA	Homo sapiens	D	None
KX827291	None	2010-02-01	USA	Homo sapiens	D	None
KX827292	None	2010-02-01	USA	Homo sapiens	D	None
KX827299	None	2010-02-01	USA	Homo sapiens	D	None
KX827300	None	2010-02-01	USA	Homo sapiens	D	None
KX827301	None	2010-02-01	USA	Homo sapiens	D	None
KX827302	None	2010-02-01	USA	Homo sapiens	D	None
KX357622	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357623	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357624	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357625	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357626	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357627	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357628	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357629	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357630	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357631	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357632	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357633	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357634	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357635	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357636	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357637	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357638	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KX357639	None	2013-XX-XX	Ethiopia	Homo sapiens	D	None
KU736921	None	2011-07-XX	Ethiopia	Homo sapiens	D	D7
KU736922	None	2011-07-XX	Ethiopia	Homo sapiens	D	D7
KU736923	None	2006-12-XX	Somalia	Homo sapiens	D	D7
KU736924	None	2008-11-XX	Sudan	Homo sapiens	D	D2
KU736925	None	2008-11-XX	Sudan	Homo sapiens	D	D2
KU736926	None	2011-04-XX	Sudan	Homo sapiens	D	D3
KU736927	None	2011-04-XX	Sudan	Homo sapiens	D	D3
KU668433	None	2016-08-14	India	Homo sapiens	D	None
KU668434	None	2016-08-14	India	Homo sapiens	D	None
KU668435	None	2016-08-14	India	Homo sapiens	D	None
KU668436	None	2016-08-14	India	Homo sapiens	D	None
KU668437	None	2016-08-14	India	Homo sapiens	D	None
KU668438	None	2016-08-14	India	Homo sapiens	D	None
KU668439	None	2016-08-14	India	Homo sapiens	D	None
KU668440	None	2016-08-14	India	Homo sapiens	D	None
KU668441	None	2016-08-14	India	Homo sapiens	D	None
KU668442	None	2016-08-14	India	Homo sapiens	D	None
KU668443	None	2016-08-14	India	Homo sapiens	D	None
KU668444	None	2016-08-14	India	Homo sapiens	D	None
KU668445	None	2016-08-14	India	Homo sapiens	D	None
KU668446	None	2016-08-14	India	Homo sapiens	D	None
KU668447	None	2016-08-14	India	Homo sapiens	D	None
KU668448	None	2016-08-14	India	Homo sapiens	D	None
KU668449	None	2016-08-14	India	Homo sapiens	D	None
KX276856	CH168	2014-11-25	Malaysia	Homo sapiens	D	None
KX276857	CH027	2014-04-15	Malaysia	Homo sapiens	D	None
KT963508	HBV_8	2014-XX-XX	Russia	Homo sapiens	D	None
KP995100	None	2016-03-31	Venezuela	Homo sapiens	D	D1
KP995112	None	2016-03-31	Venezuela	Homo sapiens	D	D7
KU711666	None	2013-03-12	Ghana	Homo sapiens	D	None
KT347090	None	2007-01-20	South Africa	Homo sapiens	D	D3
KP168416	None	2012-XX-XX	Kenya	Homo sapiens	D	None
KP168417	None	2012-XX-XX	Kenya	Homo sapiens	D	None
KP168418	None	2012-XX-XX	Kenya	Homo sapiens	D	None
KP168419	None	2012-XX-XX	Kenya	Homo sapiens	D	None
KR905422	None	2015-11-01	India	Homo sapiens	D	D2
KR905423	None	2015-11-01	India	Homo sapiens	D	D2
KR905424	None	2015-11-01	India	Homo sapiens	D	D2
KT151619	None	2013-10-26	India: Lucknow	Homo sapiens	D	None
KT151620	None	2013-10-24	India: Lucknow	Homo sapiens	D	None
KJ647349	None	2010-10-06	Argentina	Homo sapiens	D	D3
KJ647350	None	2011-02-05	Argentina	Homo sapiens	D	D2
KJ647351	None	2011-02-05	Argentina	Homo sapiens	D	D3
KJ647352	None	2011-03-17	Argentina	Homo sapiens	D	D2
KJ647353	None	2011-03-26	Argentina	Homo sapiens	D	D3
KJ647355	None	2011-05-28	Argentina	Homo sapiens	D	D3
KJ647356	None	2011-05-28	Argentina	Homo sapiens	D	D2
KM606740	None	2015-03-15	Cuba	Homo sapiens	D	D4
KM606741	None	2015-03-15	Cuba	Homo sapiens	D	D7
KM606744	None	2015-03-15	Cuba	Homo sapiens	D	D4
KM606747	None	2015-03-15	Cuba	Homo sapiens	D	D2
KM606750	None	2015-03-15	Cuba	Homo sapiens	D	D7
KM606751	None	2015-03-15	Cuba	Homo sapiens	D	D7
KM606752	None	2015-03-15	Cuba	Homo sapiens	D	D4
KM606753	None	2015-03-15	Cuba	Homo sapiens	D	D1
KM606754	None	2015-03-15	Cuba	Homo sapiens	D	D4
KM606755	None	2015-03-15	Cuba	Homo sapiens	D	D4
KP322599	None	2013-11-XX	India	Homo sapiens	D	D1I
KP322600	None	2013-11-XX	None	Homo sapiens	D	D1M
KP322601	None	2013-11-XX	India	Homo sapiens	D	D2
KP322602	None	2013-11-XX	India	Homo sapiens	D	D3
KP322603	None	2013-11-XX	India	Homo sapiens	D	D5
KP322604	None	2013-11-XX	Tunisia	Homo sapiens	D	D7
KM577663	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577664	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577665	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577666	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577667	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577668	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577669	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577670	None	2006-XX-XX	Iran	Homo sapiens	D	None
KM577671	None	2006-XX-XX	Iran	Homo sapiens	D	None
KP090177	None	2003-06-15	Brazil	Homo sapiens	D	D3
KP090178	None	2003-06-15	Brazil	Homo sapiens	D	D3
KP090179	None	2003-06-15	Brazil	Homo sapiens	D	D3
KP090180	None	2003-06-15	Brazil	Homo sapiens	D	D3
KP090181	None	2003-06-15	Brazil	Homo sapiens	D	D3
KF922432	None	2007-XX-XX	South Africa	Homo sapiens	D	D4
KM108590	None	2011-XX-XX	Sudan	Homo sapiens	D	DE
KM108591	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108592	None	2011-XX-XX	Sudan	Homo sapiens	D	D2
KM108593	None	2011-XX-XX	Sudan	Homo sapiens	D	D2
KM108594	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108595	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108596	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108597	None	2011-XX-XX	Sudan	Homo sapiens	D	D6
KM108598	None	2011-XX-XX	Sudan	Homo sapiens	D	D6
KM108599	None	2011-XX-XX	Sudan	Homo sapiens	D	D6
KM108600	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108601	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108602	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108603	None	2011-XX-XX	Sudan	Homo sapiens	D	D1
KM108604	None	2011-XX-XX	Sudan	Homo sapiens	D	D6
KM108619	None	2011-XX-XX	Sudan	Homo sapiens	D	DE
KM108620	None	2011-XX-XX	Sudan	Homo sapiens	D	DE
KM108621	None	2011-XX-XX	Sudan	Homo sapiens	D	DE
KM524336	None	2014-12-23	India	Homo sapiens	D	None
KM524337	None	2014-12-23	India	Homo sapiens	D	None
KM524338	None	2014-12-23	India	Homo sapiens	D	None
KM524339	None	2014-12-23	India	Homo sapiens	D	None
KM524340	None	2014-12-23	India	Homo sapiens	D	None
KM524341	None	2014-12-23	India	Homo sapiens	D	None
KM524342	None	2014-12-23	India	Homo sapiens	D	None
KM524343	None	2014-12-23	India	Homo sapiens	D	None
KM524344	None	2014-12-23	India	Homo sapiens	D	None
KM524345	None	2014-12-23	India	Homo sapiens	D	None
KM524346	None	2014-12-23	India	Homo sapiens	D	None
KM524347	None	2014-12-23	India	Homo sapiens	D	None
KM524348	None	2014-12-23	India	Homo sapiens	D	None
KM524349	None	2014-12-23	India	Homo sapiens	D	None
KM524350	None	2014-12-23	India	Homo sapiens	D	None
KM524351	None	2014-12-23	India	Homo sapiens	D	None
KM524352	None	2014-12-23	India	Homo sapiens	D	None
KM524353	None	2014-12-23	India	Homo sapiens	D	None
KM524354	None	2014-12-23	India	Homo sapiens	D	None
KM524355	None	2014-12-23	India	Homo sapiens	D	None
KM524356	None	2014-12-23	India	Homo sapiens	D	None
KM524357	None	2014-12-23	India	Homo sapiens	D	None
KM524358	None	2014-12-23	India	Homo sapiens	D	None
KM524359	None	2014-12-23	India	Homo sapiens	D	None
KM524360	None	2014-12-23	India	Homo sapiens	D	None
KM524361	None	2014-12-23	India	Homo sapiens	D	None
KM519455	None	2014-12-21	South Africa	Homo sapiens	D	D3
KM386676	None	2009-XX-XX	Argentina	Homo sapiens	D	D3
KM359442	None	2009-XX-XX	Argentina	None	D	D3
KF779209	None	1998-XX-XX	USA	None	D	None
KF779212	None	1999-XX-XX	USA	None	D	None
KF779214	None	1999-XX-XX	USA	None	D	None
KF779216	None	1999-XX-XX	USA	None	D	None
KF779217	None	2000-XX-XX	USA	None	D	None
KF779218	None	2000-XX-XX	USA	None	D	None
KF779219	None	2001-XX-XX	USA	None	D	None
KF779220	None	2001-XX-XX	USA	None	D	None
KF779222	None	2002-XX-XX	USA	None	D	None
KF779223	None	2002-XX-XX	USA	None	D	None
KF779224	None	2002-XX-XX	USA	None	D	None
KF779225	None	2002-XX-XX	USA	None	D	None
KF779226	None	2003-XX-XX	USA	None	D	None
KF779228	None	2003-XX-XX	USA	None	D	None
KF779229	None	2003-XX-XX	USA	None	D	None
KF779230	None	2003-XX-XX	USA	None	D	None
KF779237	None	2003-XX-XX	USA	None	D	None
KF779241	None	2004-XX-XX	USA	None	D	None
KF779250	None	2006-XX-XX	USA	None	D	None
KF779285	None	1999-XX-XX	USA	None	D	None
KF779288	None	1999-XX-XX	USA	None	D	None
KF779289	None	2000-XX-XX	USA	None	D	None
KF779292	None	2000-XX-XX	USA	None	D	None
KF779296	None	2001-XX-XX	USA	None	D	None
KF779301	None	2002-XX-XX	USA	None	D	None
KF779302	None	2002-XX-XX	USA	None	D	None
KF779303	None	2002-XX-XX	USA	None	D	None
KF779318	None	2000-XX-XX	USA	None	D	None
KF779340	None	2002-XX-XX	USA	None	D	None
KF779341	None	2002-XX-XX	USA	None	D	None
KF779343	None	2003-XX-XX	USA	None	D	None
KF779353	None	2003-XX-XX	USA	None	D	None
KF779376	None	2000-XX-XX	USA	None	D	None
KF779377	None	2000-XX-XX	USA	None	D	None
KF779380	None	2003-XX-XX	USA	None	D	None
KF779382	None	2005-XX-XX	USA	None	D	None
KF584158	None	2007-05-XX	Argentina	Homo sapiens	D	None
KF584159	None	2010-11-XX	Argentina	Homo sapiens	D	None
KF584160	None	2012-03-XX	Argentina	Homo sapiens	D	None
KF584161	None	2011-04-XX	Argentina	Homo sapiens	D	None
KF584162	None	2012-03-XX	Argentina	Homo sapiens	D	None
KF584163	None	2011-08-XX	Argentina	Homo sapiens	D	None
KF584164	None	2012-03-XX	Argentina	Homo sapiens	D	None
KF584165	None	2011-08-XX	Argentina	Homo sapiens	D	None
KF584166	None	2012-03-XX	Argentina	Homo sapiens	D	None
KJ803771	None	2012-XX-XX	Malaysia	Homo sapiens	D	None
KJ803812	None	2013-XX-XX	Malaysia	Homo sapiens	D	None
KC774435	None	2012-04-01	China	Homo sapiens	D	None
KC774436	None	2012-04-01	China	Homo sapiens	D	None
KC774437	None	2012-04-01	China	Homo sapiens	D	None
KC774438	None	2012-04-01	China	Homo sapiens	D	None
KC774439	None	2012-04-01	China	Homo sapiens	D	None
KC774440	None	2012-04-01	China	Homo sapiens	D	None
KC774441	None	2012-04-01	China	Homo sapiens	D	None
KC774442	None	2012-04-01	China	Homo sapiens	D	None
KC774443	None	2012-04-01	China	Homo sapiens	D	None
KC774444	None	2012-04-01	China	Homo sapiens	D	None
KC774445	None	2012-04-01	China	Homo sapiens	D	None
KC774446	None	2012-04-01	China	Homo sapiens	D	None
KC774447	None	2012-04-01	China	Homo sapiens	D	None
KC774448	None	2012-04-01	China	Homo sapiens	D	None
KC774449	None	2012-04-01	China	Homo sapiens	D	None
KC774450	None	2012-04-01	China	Homo sapiens	D	None
KC774451	None	2012-04-01	China	Homo sapiens	D	None
KC774452	None	2012-04-01	China	Homo sapiens	D	None
KC774453	None	2012-04-01	China	Homo sapiens	D	None
KC774454	None	2012-04-01	China	Homo sapiens	D	None
KC774455	None	2012-04-01	China	Homo sapiens	D	None
KC774456	None	2012-04-01	China	Homo sapiens	D	None
KC774457	None	2012-04-01	China	Homo sapiens	D	None
KC774458	None	2012-04-01	China	Homo sapiens	D	None
KC774459	None	2012-04-01	China	Homo sapiens	D	None
KC774460	None	2012-04-01	China	Homo sapiens	D	None
KJ843187	None	2011-03-09	Argentina	Homo sapiens	D	None
KF471640	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471641	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471642	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471643	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471644	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471645	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471646	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471647	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471648	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471649	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471650	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471651	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471652	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471653	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471654	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471655	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471656	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471657	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471658	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471659	None	2007-XX-XX	Iran	Homo sapiens	D	None
KF471660	None	2007-XX-XX	Iran	Homo sapiens	D	None
