Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KP723478	Dengue (denv2)	DENV2/CN/GZ25/2014	Zhao et al	Epidemiological and Virological Characterizations of the 2014 Dengue Outbreak in Guangzhou, China	PLoS ONE 11 (6), E0156548 (2016)	Genbank
KT187558	Dengue (denv2)	DENV2/CN/GZ1118/2014	Li et al	Direct Submission	Submitted (20-JUN-2015) Department of Microbiology, Zhongshan School of Medicine, Sun Yat-Sen University, Key Laboratory of Tropical Disease Control, Ministry of Education, W1334, Science & Technology Building, 74 Zhongshan Road Ii, Guangzhou, Guangdong 510080, China	Genbank
KX655787	Dengue (denv2)	GZ8_15/S/GZ/2014/DEV2	?			Genbank
KT187556	Dengue (denv2)	DENV2/CN/GZDF595/2014	Zhan et al	Direct Submission	Submitted (17-JUN-2015) Department of Microbiology, Zhongshan School of Medicine, Sun Yat-Sen University, Key Laboratory of Tropical Disease Control, Ministry of Education, W1334, Science & Technology Building, 74 Zhongshan Road Ii, Guangzhou, Guangdong 510080, China	Genbank
KX655786	Dengue (denv2)	GZ8_12/S/Panyu/2014/DEV2	?			Genbank
KX225485	Dengue (denv2)	GZ8_13/S/Yuexiu/2014/DEV2	?			Genbank
JN851124	Dengue (denv2)	SGEHI_D2_0462Y05	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
EU081179	Dengue (denv2)	D2/SG/05K4137DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081180	Dengue (denv2)	D2/SG/05K4155DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081178	Dengue (denv2)	D2/SG/05K3330DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
JN851125	Dengue (denv2)	SGEHI_D2_0345Y05	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
EU081177	Dengue (denv2)	D2/SG/05K3295DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
KC762656	Dengue (denv2)	MKS_0502	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KY794785	Dengue (denv2)	V100511	Luang-Suarkia et al	Dengue in Papua New Guinea	Unpublished	Genbank
MH827544	Dengue (denv2)	D2/China/GDzs/GD16161/2016_New_Guinea_	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MH985858	Dengue (denv2)	SI_2016	Pyke et al	First complete genome sequences of dengue virus serotype 2 strains from Vanuatu and the Solomon Islands	Microbiol Resour Announc (2018) In press	Genbank
KU517845	Dengue (denv2)	PG_CN10_13	Zhang et al	Complete Genome Sequencing of Dengue Virus Type 2	Unpublished	Genbank
KC762665	Dengue (denv2)	MKS_0068	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762667	Dengue (denv2)	MKS_2204	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762678	Dengue (denv2)	MKS_WS73	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762662	Dengue (denv2)	MKS_0297	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762664	Dengue (denv2)	MKS_2145	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762663	Dengue (denv2)	MKS_2024	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762659	Dengue (denv2)	MKS_2210	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762657	Dengue (denv2)	MKS_2234	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KM279604	Dengue (denv2)	SG_EHI_D21158Y08	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
GU370051	Dengue (denv2)	SGEHI_D2_1158Y08	Lo et al	Complete genomic sequences of Dengue Viruses in Singapore	Unpublished	Genbank
KU509272	Dengue (denv2)	DENV2_1365	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. (2017) In press	Genbank
KM279605	Dengue (denv2)	SG_EHI_D2276Y09	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279606	Dengue (denv2)	SG_EHI_D291527Y10	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279607	Dengue (denv2)	SG_EHI_D286998Y10	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279608	Dengue (denv2)	SG_EHI_D219211Y10	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KR779782	Dengue (denv2)	SG_EHI_D2/0466Y07	Hapuarachchi et al	Dengue virus diversity in Singapore	Unpublished	Genbank
KM279603	Dengue (denv2)	SG_EHI_D20304Y07	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
JN851117	Dengue (denv2)	SGEHI_D2_0431Y07	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
JN851114	Dengue (denv2)	SGEHI_D2_0522Y07	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
JN851121	Dengue (denv2)	SGEHI_D2_0615Y08	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
JN851119	Dengue (denv2)	SGEHI_D2_0194Y08	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
GQ398265	Dengue (denv2)	DENV_2/SG/07K3608DK1/2008	?			Genbank
KM279609	Dengue (denv2)	SG_EHI_D2847Y09	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279584	Dengue (denv2)	DC410Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279517	Dengue (denv2)	DC353Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279610	Dengue (denv2)	SG_EHI_D284666Y10	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279585	Dengue (denv2)	DC412Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279518	Dengue (denv2)	DC357Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279582	Dengue (denv2)	DC389Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279520	Dengue (denv2)	DC378Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279515	Dengue (denv2)	DC331Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279519	Dengue (denv2)	DC367Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279566	Dengue (denv2)	DC793Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279569	Dengue (denv2)	DC814Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279595	Dengue (denv2)	DC792Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279593	Dengue (denv2)	DC759Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279598	Dengue (denv2)	E1379Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279580	Dengue (denv2)	E1519Y13	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KX380824	Dengue (denv2)	D2/SG/CT30/2012	?			Genbank
KX380820	Dengue (denv2)	D2/SG/CT26/2012	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KX380821	Dengue (denv2)	D2/SG/CT27/2012	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KM279571	Dengue (denv2)	DC648Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279572	Dengue (denv2)	DC795Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KX380827	Dengue (denv2)	D2/SG/CT34/2013	?			Genbank
KX380825	Dengue (denv2)	D2/SG/CT31/2013	?			Genbank
KX380826	Dengue (denv2)	D2/SG/CT32/2013	?			Genbank
KX380837	Dengue (denv2)	D2/SG/CT50/2013	?			Genbank
KR779786	Dengue (denv2)	SG_EHI_D2/03157Y13	Hapuarachchi et al	DENV diversity in Singapore	Unpublished	Genbank
KM279514	Dengue (denv2)	DC316Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279513	Dengue (denv2)	DC311Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279521	Dengue (denv2)	DC391Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279522	Dengue (denv2)	DC395Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279581	Dengue (denv2)	DC380Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279516	Dengue (denv2)	DC348Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279526	Dengue (denv2)	DC430Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279525	Dengue (denv2)	DC429Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279523	Dengue (denv2)	DC403Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279586	Dengue (denv2)	DC427Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279583	Dengue (denv2)	DC408Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279524	Dengue (denv2)	DC415Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KX380811	Dengue (denv2)	D2/SG/CT13/2012	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KX380834	Dengue (denv2)	D2/SG/CT42/2013	?			Genbank
KX380831	Dengue (denv2)	D2/SG/CT39/2013	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KM279535	Dengue (denv2)	DC621Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279562	Dengue (denv2)	DC763Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279559	Dengue (denv2)	DC735Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279558	Dengue (denv2)	DC730Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279527	Dengue (denv2)	DC505Y11	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279543	Dengue (denv2)	DC645Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279588	Dengue (denv2)	DC636Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279551	Dengue (denv2)	DC669Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279546	Dengue (denv2)	DC654Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279539	Dengue (denv2)	DC641Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279533	Dengue (denv2)	DC619Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279536	Dengue (denv2)	DC629Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279556	Dengue (denv2)	DC704Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279531	Dengue (denv2)	DC610Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279530	Dengue (denv2)	DC597Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279548	Dengue (denv2)	DC657Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279541	Dengue (denv2)	DC643Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279545	Dengue (denv2)	DC652Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279553	Dengue (denv2)	DC677Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279537	Dengue (denv2)	DC635Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279532	Dengue (denv2)	DC618Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279549	Dengue (denv2)	DC661Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
KM279589	Dengue (denv2)	DC666Y12	Hapuarachchi et al	Clinical Outcome and Genetic Differences within a Monophyletic Dengue Virus Type 2 Population	PLoS ONE 10 (3), E0121696 (2015)	Genbank
AF038403	Dengue (denv2)	New_Guinea_C	Gruenberg et al	Partial nucleotide sequence and deduced amino acid sequence of the structural proteins of dengue virus type 2, New Guinea C and PUO-218 strains	J. Gen. Virol. 69 (Pt 6), 1391-1398 (1988)	Genbank
EU854293	Dengue (denv2)	DENV_2/CO/BID_V1599/1944	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390389	Dengue (denv2)	New_Guinea_C_derivative	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF744401	Dengue (denv2)	00_St_022	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744400	Dengue (denv2)	00_St_002	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744407	Dengue (denv2)	96_CSMC_007	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744408	Dengue (denv2)	05_RBD_204	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744403	Dengue (denv2)	95_SLMC_125	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744404	Dengue (denv2)	96_BRL_12	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744405	Dengue (denv2)	96_SLMC_179	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KF744406	Dengue (denv2)	95_SLMC_148	Kawashima et al	Phylogenomic Analysis of Dengue 2 Viruses from 1995 to 2010 in the Philippines	Unpublished	Genbank
KU725663	Dengue (denv2)	V16681	Goh et al	Molecular determinants of plaque size as an indicator of dengue virus attenuation	Sci Rep 6, 26100 (2016)	Genbank
GQ868591	Dengue (denv2)	DENV_2/TH/BID_V3357/1964	?			Genbank
DQ181806	Dengue (denv2)	ThD2_0038_74	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
AJ487271	Dengue (denv2)	Bangkok_1974	Juarez Perez et al	Evolutionary relationships of the DEN-2 Bank74 strain	Unpublished	Genbank
GU289914	Dengue (denv2)	S16803	Kelly et al	Evolution of attenuating mutations in dengue-2 strain S16803 PDK50 vaccine and comparison of growth kinetics with parent virus	Virus Genes 43 (1), 18-26 (2011)	Genbank
MK268692	Dengue (denv2)	DENV_2/TH/1974	Vazeille-Falcoz et al	Direct Submission	Submitted (06-DEC-2018) Cellule d'Intervention Biologique d'Urgence (CIBU), Institut Pasteur, 25-28 rue du docteur Roux, Paris, Ile de France 75015, France	Genbank
DQ181804	Dengue (denv2)	ThD2_0498_84	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
DQ181805	Dengue (denv2)	ThD2_0168_79	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
EU726767	Dengue (denv2)	DENV_2/TH/BID_V1458/1994	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
DQ181803	Dengue (denv2)	ThD2_0433_85	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
DQ181802	Dengue (denv2)	ThD2_0026_88	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
EU687246	Dengue (denv2)	DENV_2/TH/BID_V1498/1994	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
DQ181798	Dengue (denv2)	ThD2_0055_99	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
GQ868545	Dengue (denv2)	DENV_2/TH/BID_V3500/1996	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868544	Dengue (denv2)	DENV_2/TH/BID_V3499/1996	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ906958	Dengue (denv2)	DENV_2/TH/BID_V2617/1996	?			Genbank
DQ181800	Dengue (denv2)	ThD2_0263_95	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
FJ687435	Dengue (denv2)	DENV_2/TH/BID_V2279/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687436	Dengue (denv2)	DENV_2/TH/BID_V2280/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687434	Dengue (denv2)	DENV_2/TH/BID_V2278/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687444	Dengue (denv2)	DENV_2/TH/BID_V2289/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687445	Dengue (denv2)	DENV_2/TH/BID_V2290/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ810410	Dengue (denv2)	DENV_2/TH/BID_V2291/2001	Henn et al	Direct Submission	Submitted (09-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687446	Dengue (denv2)	DENV_2/TH/BID_V2292/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744721	Dengue (denv2)	DENV_2/TH/BID_V2307/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639830	Dengue (denv2)	DENV_2/TH/BID_V2155/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744722	Dengue (denv2)	DENV_2/TH/BID_V2308/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744723	Dengue (denv2)	DENV_2/TH/BID_V2309/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744719	Dengue (denv2)	DENV_2/TH/BID_V2305/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868542	Dengue (denv2)	DENV_2/TH/BID_V3498/1994	?			Genbank
DQ181799	Dengue (denv2)	ThD2_0017_98	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
FJ906957	Dengue (denv2)	DENV_2/TH/BID_V2616/1996	Henn et al	Direct Submission	Submitted (07-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868543	Dengue (denv2)	DENV_2/TH/BID_V3501/1995	?			Genbank
GQ868620	Dengue (denv2)	DENV_2/KH/BID_V2028/2003	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
