strain	strain_name	segment	date	host	country	subtype	virus
KJ627703	RSV_A/US/BID_V8482/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258743	RSVA/Homo_sapiens/USA/98E_027_01/1998-XX-XX	NA	1998-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939963	VN_808_8/10	NA	2010-08-09	Human	Viet_Nam	A	Human_orthopneumovirus
KJ672482	RSVA/Homo_sapiens/USA/LA2_41/2012	NA	2012-12-28	Human	USA	A	Human_orthopneumovirus
KJ627667	RSV_A/US/BID_V8383/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ723465	RSVA/Homo_sapiens/USA/92I_094A_01/1992-XX-XX	NA	1992-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015483	08_047045	NA	2008-12-29	Human	Netherlands	A	Human_orthopneumovirus
KJ672467	RSVA/Homo_sapiens/USA/LA2_97/2013	NA	2013-01-31	Human	USA	A	Human_orthopneumovirus
KJ627718	RSV_A/US/BID_V8510/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316166	RSVA/Homo_sapiens/USA/81G_411_01/1977-XX-XX	NA	1977-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672469	RSVA/Homo_sapiens/USA/LA2_44/2013	NA	2013-02-08	Human	USA	A	Human_orthopneumovirus
KJ627696	RSV_A/US/BID_V8471/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672470	RSVA/Homo_sapiens/USA/LA2_34/2012	NA	2012-12-18	Human	USA	A	Human_orthopneumovirus
JX015487	06_000103	NA	2006-01-02	Human	Netherlands	A	Human_orthopneumovirus
KU316137	RSVA/Homo_sapiens/USA/79E_040_01/1979-XX-XX	NA	1979-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672477	RSVA/Homo_sapiens/USA/LA2_33/2012	NA	2012-12-20	Human	USA	A	Human_orthopneumovirus
KJ672459	RSVA/Homo_sapiens/USA/LA2_60/2013	NA	2013-01-23	Human	USA	A	Human_orthopneumovirus
KF973321	RSV_A/US/BID_V7337/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
JF920062	A/WI/629_3248/98	NA	1998-01-06	Human	USA	A	Human_orthopneumovirus
KJ672453	RSVA/Homo_sapiens/USA/LA2_48/2013	NA	2013-01-10	Human	USA	A	Human_orthopneumovirus
KJ939935	VN_119_7/09	NA	2009-07-21	Human	Viet_Nam	A	Human_orthopneumovirus
KJ627656	RSV_A/US/BID_V8352/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627687	RSV_A/US/BID_V8437/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015485	05_000257	NA	2005-01-04	Human	Netherlands	A	Human_orthopneumovirus
KF973320	RSV_A/US/BID_V7336/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ723462	RSVA/Homo_sapiens/USA/92I_068A_01/1992-XX-XX	NA	1992-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939958	VN_789_6/10	NA	2010-06-15	Human	Viet_Nam	A	Human_orthopneumovirus
KP258734	RSVA/Homo_sapiens/USA/89E_024_01/1989-XX-XX	NA	1989-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973335	RSV_A/US/BID_V7354/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316141	RSVA/Homo_sapiens/USA/98E_126_01/1998-XX-XX	NA	1998-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672433	RSVA/Homo_sapiens/USA/LA2_95/2013	NA	2013-02-20	Human	USA	A	Human_orthopneumovirus
JF920057	A/WI/629_4239/98	NA	1998-03-21	Human	USA	A	Human_orthopneumovirus
KJ672455	RSVA/Homo_sapiens/USA/LA2_05/2012	NA	2012-12-26	Human	USA	A	Human_orthopneumovirus
KJ672435	RSVA/Homo_sapiens/USA/LA2_37/2012	NA	2012-12-28	Human	USA	A	Human_orthopneumovirus
JF920065	A/WI/629_4071/98	NA	1998-01-09	Human	USA	A	Human_orthopneumovirus
KJ939949	VN_525_3/10	NA	2010-03-26	Human	Viet_Nam	A	Human_orthopneumovirus
KJ672451	RSVA/Homo_sapiens/USA/LA2_103/2012	NA	2012-12-27	Human	USA	A	Human_orthopneumovirus
KJ627731	RSV_A/US/BID_V8540/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627676	RSV_A/US/BID_V8419/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015481	09_000457	NA	2009-01-07	Human	Netherlands	A	Human_orthopneumovirus
JX015499	BE08_5146	NA	2008-10-22	Human	Belgium	A	Human_orthopneumovirus
JX015496	08_042735	NA	2008-11-26	Human	Netherlands	A	Human_orthopneumovirus
JX015489	07_039193	NA	2007-12-03	Human	Netherlands	A	Human_orthopneumovirus
KJ672428	RSVA/Homo_sapiens/USA/LA2_55/2013	NA	2013-01-24	Human	USA	A	Human_orthopneumovirus
JX015498	08_046972	NA	2008-12-27	Human	Netherlands	A	Human_orthopneumovirus
JX015488	06_000827	NA	2006-01-09	Human	Netherlands	A	Human_orthopneumovirus
KJ627679	RSV_A/US/BID_V8423/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627670	RSV_A/US/BID_V8397/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627672	RSV_A/US/BID_V8411/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627725	RSV_A/US/BID_V8526/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015482	BE06_6650	NA	2006-11-22	Human	Belgium	A	Human_orthopneumovirus
JX015480	07_040054	NA	2007-12-10	Human	Netherlands	A	Human_orthopneumovirus
JX015495	08_042544	NA	2008-11-21	Human	Netherlands	A	Human_orthopneumovirus
KU316143	RSVA/Homo_sapiens/USA/82G_164_01/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316090	RSVA/Homo_sapiens/USA/81I_184A_01_01/1981-XX-XX	NA	1981-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973332	RSV_A/US/BID_V7349/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939946	VN_378_7/10	NA	2010-07-05	Human	Viet_Nam	A	Human_orthopneumovirus
KJ939937	VN_134_8/09	NA	2009-08-12	Human	Viet_Nam	A	Human_orthopneumovirus
KJ627686	RSV_A/US/BID_V8436/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672466	RSVA/Homo_sapiens/USA/LA2_08/2012	NA	2012-12-05	Human	USA	A	Human_orthopneumovirus
KJ672475	RSVA/Homo_sapiens/USA/LA2_17/2013	NA	2013-01-28	Human	USA	A	Human_orthopneumovirus
KJ627683	RSV_A/US/BID_V8433/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627707	RSV_A/US/BID_V8486/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672448	RSVA/Homo_sapiens/USA/LA2_74/2013	NA	2013-03-08	Human	USA	A	Human_orthopneumovirus
KJ672452	RSVA/Homo_sapiens/USA/LA2_91/2013	NA	2013-01-07	Human	USA	A	Human_orthopneumovirus
KJ627688	RSV_A/US/BID_V8453/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672464	RSVA/Homo_sapiens/USA/LA2_04/2012	NA	2012-12-13	Human	USA	A	Human_orthopneumovirus
KJ672432	RSVA/Homo_sapiens/USA/LA2_72/2013	NA	2013-03-11	Human	USA	A	Human_orthopneumovirus
KJ627657	RSV_A/US/BID_V8354/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627674	RSV_A/US/BID_V8414/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627733	RSV_A/US/BID_V8547/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627702	RSV_A/US/BID_V8481/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627709	RSV_A/US/BID_V8491/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627706	RSV_A/US/BID_V8485/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672456	RSVA/Homo_sapiens/USA/LA2_26/2012	NA	2012-12-07	Human	USA	A	Human_orthopneumovirus
KJ627648	RSV_A/US/BID_V8314/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627714	RSV_A/US/BID_V8505/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627652	RSV_A/US/BID_V8320/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672484	RSVA/Homo_sapiens/USA/LA2_01/2012	NA	2012-12-26	Human	USA	A	Human_orthopneumovirus
KJ627682	RSV_A/US/BID_V8432/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672424	RSVA/Homo_sapiens/USA/LA2_106/2012	NA	2012-12-27	Human	USA	A	Human_orthopneumovirus
KJ627721	RSV_A/US/BID_V8522/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973327	RSV_A/US/BID_V7344/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973322	RSV_A/US/BID_V7338/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672447	RSVA/Homo_sapiens/USA/LA2_67/2013	NA	2013-02-11	Human	USA	A	Human_orthopneumovirus
KJ627685	RSV_A/US/BID_V8435/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672446	RSVA/Homo_sapiens/USA/LA2_27/2012	NA	2012-12-11	Human	USA	A	Human_orthopneumovirus
KJ672458	RSVA/Homo_sapiens/USA/LA2_77/2013	NA	2013-02-18	Human	USA	A	Human_orthopneumovirus
KJ627664	RSV_A/US/BID_V8376/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627675	RSV_A/US/BID_V8415/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672479	RSVA/Homo_sapiens/USA/LA2_18/2013	NA	2013-01-28	Human	USA	A	Human_orthopneumovirus
KJ627666	RSV_A/US/BID_V8382/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672427	RSVA/Homo_sapiens/USA/LA2_09/2012	NA	2012-11-09	Human	USA	A	Human_orthopneumovirus
KJ672444	RSVA/Homo_sapiens/USA/LA2_11/2012	NA	2012-12-13	Human	USA	A	Human_orthopneumovirus
KJ627710	RSV_A/US/BID_V8493/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627723	RSV_A/US/BID_V8524/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627704	RSV_A/US/BID_V8483/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627668	RSV_A/US/BID_V8384/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672429	RSVA/Homo_sapiens/USA/LA2_69/2013	NA	2013-02-12	Human	USA	A	Human_orthopneumovirus
KJ672449	RSVA/Homo_sapiens/USA/LA2_28/2012	NA	2012-12-10	Human	USA	A	Human_orthopneumovirus
KJ672462	RSVA/Homo_sapiens/USA/LA2_84/2013	NA	2013-03-04	Human	USA	A	Human_orthopneumovirus
KJ672461	RSVA/Homo_sapiens/USA/LA2_105/2012	NA	2012-12-31	Human	USA	A	Human_orthopneumovirus
KJ627705	RSV_A/US/BID_V8484/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627717	RSV_A/US/BID_V8509/2003	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627722	RSV_A/US/BID_V8523/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627715	RSV_A/US/BID_V8507/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672439	RSVA/Homo_sapiens/USA/LA2_02/2012	NA	2012-12-17	Human	USA	A	Human_orthopneumovirus
KJ672471	RSVA/Homo_sapiens/USA/LA2_85/2013	NA	2013-03-01	Human	USA	A	Human_orthopneumovirus
KJ627727	RSV_A/US/BID_V8535/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672437	RSVA/Homo_sapiens/USA/LA2_99/2013	NA	2013-01-11	Human	USA	A	Human_orthopneumovirus
KJ627649	RSV_A/US/BID_V8316/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672431	RSVA/Homo_sapiens/USA/LA2_14/2012	NA	2012-12-10	Human	USA	A	Human_orthopneumovirus
KJ672442	RSVA/Homo_sapiens/USA/LA2_45/2013	NA	2013-02-11	Human	USA	A	Human_orthopneumovirus
KJ627724	RSV_A/US/BID_V8525/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672450	RSVA/Homo_sapiens/USA/LA2_46/2013	NA	2013-01-31	Human	USA	A	Human_orthopneumovirus
KJ627663	RSV_A/US/BID_V8375/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627729	RSV_A/US/BID_V8537/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627647	RSV_A/US/BID_V8313/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672454	RSVA/Homo_sapiens/USA/LA2_73/2013	NA	2013-03-08	Human	USA	A	Human_orthopneumovirus
KJ627659	RSV_A/US/BID_V8356/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627708	RSV_A/US/BID_V8490/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672443	RSVA/Homo_sapiens/USA/LA2_21/2013	NA	2013-01-31	Human	USA	A	Human_orthopneumovirus
KJ672463	RSVA/Homo_sapiens/USA/LA2_31/2013	NA	2013-01-08	Human	USA	A	Human_orthopneumovirus
KJ627678	RSV_A/US/BID_V8422/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672483	RSVA/Homo_sapiens/USA/LA2_19/2013	NA	2013-01-30	Human	USA	A	Human_orthopneumovirus
KJ627671	RSV_A/US/BID_V8405/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672440	RSVA/Homo_sapiens/USA/LA2_22/2012	NA	2012-11-23	Human	USA	A	Human_orthopneumovirus
KJ627728	RSV_A/US/BID_V8536/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672434	RSVA/Homo_sapiens/USA/LA2_53/2013	NA	2013-01-24	Human	USA	A	Human_orthopneumovirus
KJ627695	RSV_A/US/BID_V8469/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627719	RSV_A/US/BID_V8518/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627684	RSV_A/US/BID_V8434/2001-XX-XX	NA	2001-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672472	RSVA/Homo_sapiens/USA/LA2_15/2012	NA	2012-12-05	Human	USA	A	Human_orthopneumovirus
KJ672460	RSVA/Homo_sapiens/USA/LA2_40/2013	NA	2013-01-04	Human	USA	A	Human_orthopneumovirus
KM042390	RSVA/Homo_sapiens/USA/LA2_94/2013	NA	2013-02-19	Human	USA	A	Human_orthopneumovirus
KP258732	RSVA/Homo_sapiens/USA/91E_597_01/1991-XX-XX	NA	1991-XX-XX	Human	USA	A	Human_orthopneumovirus
KM042384	RSVA/Homo_sapiens/USA/LA2_78/2013	NA	2013-02-13	Human	USA	A	Human_orthopneumovirus
KJ672436	RSVA/Homo_sapiens/USA/LA2_30/2012	NA	2012-12-06	Human	USA	A	Human_orthopneumovirus
KJ672426	RSVA/Homo_sapiens/USA/LA2_36/2013	NA	2013-01-08	Human	USA	A	Human_orthopneumovirus
JX015493	08_000507	NA	2008-01-07	Human	Netherlands	A	Human_orthopneumovirus
KP258701	RSVA/Homo_sapiens/USA/94E_014_01/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
KM042388	RSVA/Homo_sapiens/USA/LA2_98/2013	NA	2013-01-11	Human	USA	A	Human_orthopneumovirus
KJ672474	RSVA/Homo_sapiens/USA/LA2_38/2012	NA	2012-12-31	Human	USA	A	Human_orthopneumovirus
KJ672457	RSVA/Homo_sapiens/USA/LA2_100/2013	NA	2013-01-07	Human	USA	A	Human_orthopneumovirus
KJ672468	RSVA/Homo_sapiens/USA/LA2_07/2012	NA	2012-11-19	Human	USA	A	Human_orthopneumovirus
KP258737	RSVA/Homo_sapiens/USA/84E_016_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258704	RSVA/Homo_sapiens/USA/94I_009A_01/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
JF920051	A/WI/629_21/07	NA	2007-12-22	Human	USA	A	Human_orthopneumovirus
KF973338	RSV_A/US/BID_V7357/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258699	RSVA/Homo_sapiens/USA/85E_170_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258703	RSVA/Homo_sapiens/USA/97I_009A_01/1997-XX-XX	NA	1997-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258733	RSVA/Homo_sapiens/USA/84E_004_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
JF920054	A/WI/629_Q0282/10	NA	2010-02-16	Human	USA	A	Human_orthopneumovirus
KF973323	RSV_A/US/BID_V7339/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
JF920052	A/WI/629_Q0154/10	NA	2010-01-13	Human	USA	A	Human_orthopneumovirus
JF920049	A/WI/629_22/07	NA	2007-12-28	Human	USA	A	Human_orthopneumovirus
JF920053	A/WI/629_Q0284/10	NA	2010-02-16	Human	USA	A	Human_orthopneumovirus
JF920048	A/WI/629_9_2/07	NA	2007-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015491	RSV607	NA	2007-11-23	Human	Netherlands	A	Human_orthopneumovirus
KJ939948	VN_391_7/10	NA	2010-07-22	Human	Viet_Nam	A	Human_orthopneumovirus
KF973330	RSV_A/US/BID_V7347/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258728	RSVA/Homo_sapiens/USA/92E_024_01/1992-XX-XX	NA	1992-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939961	VN_794_7/10	NA	2010-07-09	Human	Viet_Nam	A	Human_orthopneumovirus
KF973326	RSV_A/US/BID_V7343/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KM042383	RSVA/Homo_sapiens/USA/LA2_90/2012	NA	2012-12-31	Human	USA	A	Human_orthopneumovirus
KU316093	RSVA/Homo_sapiens/USA/88P_171_01/1988-XX-XX	NA	1988-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939959	VN_790_6/10	NA	2010-06-30	Human	Viet_Nam	A	Human_orthopneumovirus
KU316178	RSVA/Homo_sapiens/USA/79E_191_01/1979-XX-XX	NA	1979-XX-XX	Human	USA	A	Human_orthopneumovirus
JF920046	A/WI/629_2/07	NA	2007-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973324	RSV_A/US/BID_V7340/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
KF973328	RSV_A/US/BID_V7345/2002-XX-XX	NA	2002-XX-XX	Human	USA	A	Human_orthopneumovirus
JX015479	11_000271	NA	2011-01-03	Human	Netherlands	A	Human_orthopneumovirus
KJ939956	VN_780_5/10	NA	2010-05-05	Human	Viet_Nam	A	Human_orthopneumovirus
KP258715	RSVA/Homo_sapiens/USA/88E_009_01/1988-XX-XX	NA	1988-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258726	RSVA/Homo_sapiens/USA/96E_128_01/1996-XX-XX	NA	1996-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316161	RSVA/Homo_sapiens/USA/93I_134A_01_01/1993-XX-XX	NA	1993-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ672480	RSVA/Homo_sapiens/USA/LA2_62/2013	NA	2013-01-23	Human	USA	A	Human_orthopneumovirus
KU316145	RSVA/Homo_sapiens/USA/96E_033_01/1996-XX-XX	NA	1996-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316149	RSVA/Homo_sapiens/USA/81E_078_01/1977-XX-XX	NA	1977-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ627284	RSVA/Homo_sapiens/PER/FLA7779/2009	NA	2009-05-29	Human	Peru	A	Human_orthopneumovirus
JX015494	08_001411	NA	2008-01-14	Human	Netherlands	A	Human_orthopneumovirus
KM517572	A/GZ/11_224	NA	2011-02-24	Human	China	A	Human_orthopneumovirus
JX015492	07_041785	NA	2007-12-24	Human	Netherlands	A	Human_orthopneumovirus
JX015484	RSV572	NA	2007-11-06	Human	Netherlands	A	Human_orthopneumovirus
KM042381	RSVA/Homo_sapiens/USA/LA2_92/2013	NA	2013-01-10	Human	USA	A	Human_orthopneumovirus
KM042392	RSVA/Homo_sapiens/USA/LA2_56/2013	NA	2013-02-22	Human	USA	A	Human_orthopneumovirus
KJ939951	VN_733_10/09	NA	2009-10-28	Human	Viet_Nam	A	Human_orthopneumovirus
JX015490	RSV597	NA	2007-11-19	Human	Netherlands	A	Human_orthopneumovirus
JX015497	08_044640	NA	2008-12-06	Human	Netherlands	A	Human_orthopneumovirus
KM042385	RSVA/Homo_sapiens/USA/LA2_39/2013	NA	2013-01-07	Human	USA	A	Human_orthopneumovirus
KJ939970	VN_844_11/10	NA	2010-11-29	Human	Viet_Nam	A	Human_orthopneumovirus
KJ723468	RSVA/Homo_sapiens/USA/88I_217A_01/1988-XX-XX	NA	1988-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316131	RSVA/Homo_sapiens/USA/94I_057A_01_01/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ723492	RSVA/Homo_sapiens/USA/90I_226A_01/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ723473	RSVA/Homo_sapiens/USA/90I_229A_01/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
KJ939942	VN_356_6/10	NA	2010-06-04	Human	Viet_Nam	A	Human_orthopneumovirus
KU950660	RSVA/Homo_sapiens/USA/TH_10255/2012	NA	2012-08-31	Human	USA	A	Human_orthopneumovirus
KU950567	RSVA/Homo_sapiens/USA/TH_10324/2012	NA	2012-12-03	Human	USA	A	Human_orthopneumovirus
KU839637	RSVA/Homo_sapiens/USA/TH_24/2014	NA	2014-02-03	Human	USA	A	Human_orthopneumovirus
KM042389	RSVA/Homo_sapiens/USA/LA2_10/2012	NA	2012-12-13	Human	USA	A	Human_orthopneumovirus
KU316176	RSVA/Homo_sapiens/USA/90I_184A_01_01/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
KP258727	RSVA/Homo_sapiens/USA/97E_101_01/1997-XX-XX	NA	1997-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950628	RSVA/Homo_sapiens/USA/TH_10364/2013	NA	2013-10-02	Human	USA	A	Human_orthopneumovirus
KP258722	RSVA/Homo_sapiens/USA/93E_014_01/1993-XX-XX	NA	1993-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316098	RSVA/Homo_sapiens/USA/84E_035_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316096	RSVA/Homo_sapiens/USA/96E_016_01/1996-XX-XX	NA	1996-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316167	RSVA/Homo_sapiens/USA/85I_040A_01_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950683	RSVA/Homo_sapiens/USA/TH_10414/2013	NA	2013-09-27	Human	USA	A	Human_orthopneumovirus
KU316104	RSVA/Homo_sapiens/USA/91P_516_01/1991-XX-XX	NA	1991-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316126	RSVA/Homo_sapiens/USA/84E_039_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316110	RSVA/Homo_sapiens/USA/84I_220A_01_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316091	RSVA/Homo_sapiens/USA/98I_005A_01_01/1998-XX-XX	NA	1998-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316170	RSVA/Homo_sapiens/USA/95I_103A_01_01/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316135	RSVA/Homo_sapiens/USA/81I_090A_01_01/1981-XX-XX	NA	1981-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316118	RSVA/Homo_sapiens/USA/96I_029A_01_01/1996-XX-XX	NA	1996-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950644	RSVA/Homo_sapiens/USA/TH_10546/2013	NA	2013-11-25	Human	USA	A	Human_orthopneumovirus
KU950590	RSVA/Homo_sapiens/USA/TH_10387/2013	NA	2013-07-24	Human	USA	A	Human_orthopneumovirus
KU950524	RSVA/Homo_sapiens/USA/TH_10094/2012	NA	2012-11-23	Human	USA	A	Human_orthopneumovirus
KU950557	RSVA/Homo_sapiens/USA/TH_10109/2012	NA	2012-08-08	Human	USA	A	Human_orthopneumovirus
KU950473	RSVA/Homo_sapiens/USA/TH_10346/2012	NA	2012-12-04	Human	USA	A	Human_orthopneumovirus
KU950506	RSVA/Homo_sapiens/USA/TH_10532/2013	NA	2013-10-10	Human	USA	A	Human_orthopneumovirus
KU950643	RSVA/Homo_sapiens/USA/TH_10268/2012	NA	2012-10-02	Human	USA	A	Human_orthopneumovirus
KU839631	RSVA/Homo_sapiens/USA/TH_31/2013	NA	2013-11-26	Human	USA	A	Human_orthopneumovirus
KU950654	RSVA/Homo_sapiens/USA/TH_10065/2012	NA	2012-09-11	Human	USA	A	Human_orthopneumovirus
KU950513	RSVA/Homo_sapiens/USA/TH_10173/2012	NA	2012-11-09	Human	USA	A	Human_orthopneumovirus
KU950485	RSVA/Homo_sapiens/USA/TH_10210/2012	NA	2012-12-27	Human	USA	A	Human_orthopneumovirus
KU950491	RSVA/Homo_sapiens/USA/TH_10518/2013	NA	2013-09-04	Human	USA	A	Human_orthopneumovirus
KU950636	RSVA/Homo_sapiens/USA/TH_10358/2012	NA	2012-11-01	Human	USA	A	Human_orthopneumovirus
KU950479	RSVA/Homo_sapiens/USA/TH_10180/2012	NA	2012-11-19	Human	USA	A	Human_orthopneumovirus
KU950492	RSVA/Homo_sapiens/USA/TH_10166/2012	NA	2012-10-03	Human	USA	A	Human_orthopneumovirus
KU950629	RSVA/Homo_sapiens/USA/TH_10500/2013	NA	2013-07-11	Human	USA	A	Human_orthopneumovirus
