strain	strain_name	segment	date	host	country	subtype	virus
KJ672441	RSVA/Homo_sapiens/USA/LA2_87/2013	NA	2013-03-21	Human	USA	NA	Human_orthopneumovirus
KU950592	RSVA/Homo_sapiens/USA/TH_10138/2012	NA	2012-08-27	Human	USA	NA	Human_orthopneumovirus
KU950692	RSVA/Homo_sapiens/USA/TH_10327/2012	NA	2012-09-26	Human	USA	NA	Human_orthopneumovirus
KJ672440	RSVA/Homo_sapiens/USA/LA2_22/2012	NA	2012-11-23	Human	USA	NA	Human_orthopneumovirus
KU950567	RSVA/Homo_sapiens/USA/TH_10324/2012	NA	2012-12-03	Human	USA	NA	Human_orthopneumovirus
KJ672469	RSVA/Homo_sapiens/USA/LA2_44/2013	NA	2013-02-08	Human	USA	NA	Human_orthopneumovirus
KM042388	RSVA/Homo_sapiens/USA/LA2_98/2013	NA	2013-01-11	Human	USA	NA	Human_orthopneumovirus
KJ672475	RSVA/Homo_sapiens/USA/LA2_17/2013	NA	2013-01-28	Human	USA	NA	Human_orthopneumovirus
KM042390	RSVA/Homo_sapiens/USA/LA2_94/2013	NA	2013-02-19	Human	USA	NA	Human_orthopneumovirus
OK649682	HRSV/A/Texas.USA/121301033/2012-XX-XX	NA	2012-XX-XX	Human	USA	NA	Human_orthopneumovirus
MH447953	TH/CB124/2013	NA	2013-11-01	Human	Thailand	NA	Human_orthopneumovirus
MH447954	TH/CB135/2013	NA	2013-11-01	Human	Thailand	NA	Human_orthopneumovirus
KU950524	RSVA/Homo_sapiens/USA/TH_10094/2012	NA	2012-11-23	Human	USA	NA	Human_orthopneumovirus
KU950513	RSVA/Homo_sapiens/USA/TH_10173/2012	NA	2012-11-09	Human	USA	NA	Human_orthopneumovirus
KU950492	RSVA/Homo_sapiens/USA/TH_10166/2012	NA	2012-10-03	Human	USA	NA	Human_orthopneumovirus
KU839637	RSVA/Homo_sapiens/USA/TH_24/2014	NA	2014-02-03	Human	USA	NA	Human_orthopneumovirus
KU950627	RSVA/Homo_sapiens/USA/TH_10569/2013	NA	2013-10-25	Human	USA	NA	Human_orthopneumovirus
KU950596	RSVA/Homo_sapiens/USA/TH_10603/2013	NA	2013-11-25	Human	USA	NA	Human_orthopneumovirus
KJ672467	RSVA/Homo_sapiens/USA/LA2_97/2013	NA	2013-01-31	Human	USA	NA	Human_orthopneumovirus
KJ672444	RSVA/Homo_sapiens/USA/LA2_11/2012	NA	2012-12-13	Human	USA	NA	Human_orthopneumovirus
KJ672468	RSVA/Homo_sapiens/USA/LA2_07/2012	NA	2012-11-19	Human	USA	NA	Human_orthopneumovirus
KX894799	RSVA/Homo_sapiens/USA/LA2_00007P/2012	NA	2012-11-19	Human	USA	NA	Human_orthopneumovirus
KU950654	RSVA/Homo_sapiens/USA/TH_10065/2012	NA	2012-09-11	Human	USA	NA	Human_orthopneumovirus
KU950475	RSVA/Homo_sapiens/USA/TH_10085/2012	NA	2012-09-21	Human	USA	NA	Human_orthopneumovirus
KU950493	RSVA/Homo_sapiens/USA/TH_10126/2012	NA	2012-09-12	Human	USA	NA	Human_orthopneumovirus
KY982516	RSVA/Homo_sapiens/USA/LA2_76/2013	NA	2013-01-24	Human	USA	NA	Human_orthopneumovirus
KU950653	RSVA/Homo_sapiens/USA/TH_10204/2012	NA	2012-12-06	Human	USA	NA	Human_orthopneumovirus
KU950612	RSVA/Homo_sapiens/USA/TH_10281/2012	NA	2012-10-11	Human	USA	NA	Human_orthopneumovirus
KU950671	RSVA/Homo_sapiens/USA/TH_10344/2012	NA	2012-11-08	Human	USA	NA	Human_orthopneumovirus
MG813977	A_TX_1043_2013_WGS	NA	2013-01-11	Human	USA	NA	Human_orthopneumovirus
MG813993	A_TX_1043b_2013_WGS	NA	2013-01-11	Human	USA	NA	Human_orthopneumovirus
MG813992	A_TX_1043a_2013_WGS	NA	2013-01-11	Human	USA	NA	Human_orthopneumovirus
KU950694	RSVA/Homo_sapiens/USA/TH_10233/2012	NA	2012-10-22	Human	USA	NA	Human_orthopneumovirus
KJ672429	RSVA/Homo_sapiens/USA/LA2_69/2013	NA	2013-02-12	Human	USA	NA	Human_orthopneumovirus
KJ672454	RSVA/Homo_sapiens/USA/LA2_73/2013	NA	2013-03-08	Human	USA	NA	Human_orthopneumovirus
KX894803	RSVA/Homo_sapiens/USA/LA2_00069P/2013	NA	2013-12-02	Human	USA	NA	Human_orthopneumovirus
KU950617	RSVA/Homo_sapiens/USA/TH_10229/2012	NA	2012-12-19	Human	USA	NA	Human_orthopneumovirus
KU950696	RSVA/Homo_sapiens/USA/TH_10283/2012	NA	2012-12-19	Human	USA	NA	Human_orthopneumovirus
KU950626	RSVA/Homo_sapiens/USA/TH_10207/2013	NA	2013-01-28	Human	USA	NA	Human_orthopneumovirus
KU950483	RSVA/Homo_sapiens/USA/TH_10534/2013	NA	2013-08-20	Human	USA	NA	Human_orthopneumovirus
KJ672428	RSVA/Homo_sapiens/USA/LA2_55/2013	NA	2013-01-24	Human	USA	NA	Human_orthopneumovirus
KM042389	RSVA/Homo_sapiens/USA/LA2_10/2012	NA	2012-12-13	Human	USA	NA	Human_orthopneumovirus
KU950642	RSVA/Homo_sapiens/USA/TH_10128/2012	NA	2012-10-10	Human	USA	NA	Human_orthopneumovirus
KY982517	RSVA/Homo_sapiens/USA/LA2_03/2013	NA	2013-01-03	Human	USA	NA	Human_orthopneumovirus
KU950521	RSVA/Homo_sapiens/USA/TH_10149/2012	NA	2012-08-15	Human	USA	NA	Human_orthopneumovirus
KJ672433	RSVA/Homo_sapiens/USA/LA2_95/2013	NA	2013-02-20	Human	USA	NA	Human_orthopneumovirus
KU950673	RSVA/Homo_sapiens/USA/TH_10236/2012	NA	2012-09-12	Human	USA	NA	Human_orthopneumovirus
KX765904	RSVA/Homo_sapiens/NZL/LJRSV39/2013	NA	2013-06-18	Human	New_Zealand	NA	Human_orthopneumovirus
KX765919	RSVA/Homo_sapiens/NZL/LJRSV37/2013	NA	2013-06-09	Human	New_Zealand	NA	Human_orthopneumovirus
KX765974	RSVA/Homo_sapiens/NZL/LJRSV35/2013	NA	2013-04-30	Human	New_Zealand	NA	Human_orthopneumovirus
KX765971	RSVA/Homo_sapiens/NZL/LJRSV45/2013	NA	2013-08-01	Human	New_Zealand	NA	Human_orthopneumovirus
KX765972	RSVA/Homo_sapiens/NZL/LJRSV41/2013	NA	2013-07-01	Human	New_Zealand	NA	Human_orthopneumovirus
KX765940	RSVA/Homo_sapiens/NZL/LJRSV47/2013	NA	2013-08-26	Human	New_Zealand	NA	Human_orthopneumovirus
KX765939	RSVA/Homo_sapiens/NZL/LJRSV38/2013	NA	2013-06-11	Human	New_Zealand	NA	Human_orthopneumovirus
KX765954	RSVA/Homo_sapiens/NZL/LJRSV36/2013	NA	2013-05-08	Human	New_Zealand	NA	Human_orthopneumovirus
KX765916	RSVA/Homo_sapiens/NZL/LJRSV02/2015	NA	2015-06-19	Human	New_Zealand	NA	Human_orthopneumovirus
KX765944	RSVA/Homo_sapiens/NZL/LJRSV08/2015	NA	2015-06-29	Human	New_Zealand	NA	Human_orthopneumovirus
KX765926	RSVA/Homo_sapiens/NZL/LJRSV59/2012	NA	2012-08-05	Human	New_Zealand	NA	Human_orthopneumovirus
KU950505	RSVA/Homo_sapiens/USA/TH_10651/2013	NA	2013-11-07	Human	USA	NA	Human_orthopneumovirus
KU950683	RSVA/Homo_sapiens/USA/TH_10414/2013	NA	2013-09-27	Human	USA	NA	Human_orthopneumovirus
KU950698	RSVA/Homo_sapiens/USA/TH_10454/2013	NA	2013-11-20	Human	USA	NA	Human_orthopneumovirus
KU950590	RSVA/Homo_sapiens/USA/TH_10387/2013	NA	2013-07-24	Human	USA	NA	Human_orthopneumovirus
KU950641	RSVA/Homo_sapiens/USA/TH_10366/2013	NA	2013-11-18	Human	USA	NA	Human_orthopneumovirus
KU950639	RSVA/Homo_sapiens/USA/TH_10398/2013	NA	2013-10-17	Human	USA	NA	Human_orthopneumovirus
KU950650	RSVA/Homo_sapiens/USA/TH_10367/2013	NA	2013-09-23	Human	USA	NA	Human_orthopneumovirus
KU950638	RSVA/Homo_sapiens/USA/TH_10552/2013	NA	2013-11-26	Human	USA	NA	Human_orthopneumovirus
KU950456	RSVA/Homo_sapiens/USA/TH_10594/2013	NA	2013-08-07	Human	USA	NA	Human_orthopneumovirus
KU950566	RSVA/Homo_sapiens/USA/TH_10433/2013	NA	2013-11-26	Human	USA	NA	Human_orthopneumovirus
KU950464	RSVA/Homo_sapiens/USA/TH_10654/2014	NA	2014-02-19	Human	USA	NA	Human_orthopneumovirus
KU950519	RSVA/Homo_sapiens/USA/TH_10629/2013	NA	2013-10-29	Human	USA	NA	Human_orthopneumovirus
KU950468	RSVB/Homo_sapiens/USA/TH_10632/2013	NA	2013-11-05	Human	USA	NA	Human_orthopneumovirus
KU950549	RSVA/Homo_sapiens/USA/TH_10630/2013	NA	2013-11-05	Human	USA	NA	Human_orthopneumovirus
KU950455	RSVA/Homo_sapiens/USA/TH_10477/2013	NA	2013-09-24	Human	USA	NA	Human_orthopneumovirus
KU950623	RSVA/Homo_sapiens/USA/TH_10606/2013	NA	2013-08-14	Human	USA	NA	Human_orthopneumovirus
KU839631	RSVA/Homo_sapiens/USA/TH_31/2013	NA	2013-11-26	Human	USA	NA	Human_orthopneumovirus
KU839630	RSVA/Homo_sapiens/USA/TH_28/2014	NA	2014-01-07	Human	USA	NA	Human_orthopneumovirus
KU839639	RSVA/Homo_sapiens/USA/TH_61/2013	NA	2013-12-17	Human	USA	NA	Human_orthopneumovirus
KU839626	RSVA/Homo_sapiens/USA/TH_32/2013	NA	2013-11-05	Human	USA	NA	Human_orthopneumovirus
KU839624	RSVA/Homo_sapiens/USA/TH_27/2013	NA	2013-11-11	Human	USA	NA	Human_orthopneumovirus
KU950491	RSVA/Homo_sapiens/USA/TH_10518/2013	NA	2013-09-04	Human	USA	NA	Human_orthopneumovirus
KU950544	RSVA/Homo_sapiens/USA/TH_10438/2013	NA	2013-12-17	Human	USA	NA	Human_orthopneumovirus
KU950518	RSVA/Homo_sapiens/USA/TH_10536/2013	NA	2013-10-09	Human	USA	NA	Human_orthopneumovirus
KU950460	RSVA/Homo_sapiens/USA/TH_10473/2013	NA	2013-12-05	Human	USA	NA	Human_orthopneumovirus
KU950644	RSVA/Homo_sapiens/USA/TH_10546/2013	NA	2013-11-25	Human	USA	NA	Human_orthopneumovirus
KU950527	RSVA/Homo_sapiens/USA/TH_10533/2013	NA	2013-08-26	Human	USA	NA	Human_orthopneumovirus
MF614947	BJ/45117	NA	2013-05-XX	Human	China	NA	Human_orthopneumovirus
KX765925	RSVA/Homo_sapiens/NZL/LJRSV13/2015	NA	2015-07-09	Human	New_Zealand	NA	Human_orthopneumovirus
KU950540	RSVA/Homo_sapiens/USA/TH_10323/2013	NA	2013-11-26	Human	USA	NA	Human_orthopneumovirus
KU950523	RSVA/Homo_sapiens/USA/TH_10656/2014	NA	2014-03-26	Human	USA	NA	Human_orthopneumovirus
KU950685	RSVA/Homo_sapiens/USA/TH_10509/2013	NA	2013-09-27	Human	USA	NA	Human_orthopneumovirus
KU950583	RSVA/Homo_sapiens/USA/TH_10507/2013	NA	2013-07-12	Human	USA	NA	Human_orthopneumovirus
KU950459	RSVA/Homo_sapiens/USA/TH_10487/2013	NA	2013-12-19	Human	USA	NA	Human_orthopneumovirus
KU950560	RSVA/Homo_sapiens/USA/TH_10631/2013	NA	2013-11-05	Human	USA	NA	Human_orthopneumovirus
MN630100	RSVA/USA/UAMS_DID_040/2016	NA	2016-02-01	Human	USA	NA	Human_orthopneumovirus
MW160759	A/WA/PW3375488K/2016	NA	2016-09-08	Human	Australia	NA	Human_orthopneumovirus
MN630102	RSVA/USA/ACRI_039/2016	NA	2016-02-29	Human	USA	NA	Human_orthopneumovirus
MW160795	A/WA/PW9366168A/2016	NA	2016-11-15	Human	Australia	NA	Human_orthopneumovirus
MW160801	A/WA/PW7344936K/2016	NA	2016-12-15	Human	Australia	NA	Human_orthopneumovirus
MW160803	A/WA/PW9322831X/2016	NA	2016-11-10	Human	Australia	NA	Human_orthopneumovirus
MW160749	A/WA/PW7812155J/2016	NA	2016-07-30	Human	Australia	NA	Human_orthopneumovirus
MK749867	RSVA/Homo_sapiens/NIC/IIIn_16_0242_01NT/2016	NA	2016-10-04	Human	Nicaragua	NA	Human_orthopneumovirus
MK749886	RSVA/Homo_sapiens/NIC/IIIn_16_0276_01NT/2016	NA	2016-10-31	Human	Nicaragua	NA	Human_orthopneumovirus
MK749893	RSVA/Homo_sapiens/NIC/IIIn_16_0244_01NT/2016	NA	2016-10-03	Human	Nicaragua	NA	Human_orthopneumovirus
MK749917	RSVA/Homo_sapiens/NIC/IIIn_16_0265_01NT/2016	NA	2016-11-08	Human	Nicaragua	NA	Human_orthopneumovirus
MK749911	RSVA/Homo_sapiens/NIC/IIIn_16_0238_01NT/2016	NA	2016-10-21	Human	Nicaragua	NA	Human_orthopneumovirus
MK749890	RSVA/Homo_sapiens/NIC/IIIn_16_0270_01NT/2016	NA	2016-11-03	Human	Nicaragua	NA	Human_orthopneumovirus
MW160787	A/WA/PW9173192F/2017	NA	2017-05-25	Human	Australia	NA	Human_orthopneumovirus
MW160807	A/NSW/WM0910208/2017	NA	2017-01-04	Human	Australia	NA	Human_orthopneumovirus
KU950506	RSVA/Homo_sapiens/USA/TH_10532/2013	NA	2013-10-10	Human	USA	NA	Human_orthopneumovirus
KU950585	RSVB/Homo_sapiens/USA/TH_10613/2013	NA	2013-06-20	Human	USA	NA	Human_orthopneumovirus
KU950499	RSVA/Homo_sapiens/USA/TH_10470/2013	NA	2013-10-04	Human	USA	NA	Human_orthopneumovirus
KU950520	RSVA/Homo_sapiens/USA/TH_10531/2013	NA	2013-06-20	Human	USA	NA	Human_orthopneumovirus
KU950537	RSVA/Homo_sapiens/USA/TH_10505/2014	NA	2014-01-08	Human	USA	NA	Human_orthopneumovirus
KU950686	RSVA/Homo_sapiens/USA/TH_10506/2014	NA	2014-01-10	Human	USA	NA	Human_orthopneumovirus
KU950643	RSVA/Homo_sapiens/USA/TH_10268/2012	NA	2012-10-02	Human	USA	NA	Human_orthopneumovirus
MW160825	A/NSW/WM0921853/2017	NA	2017-02-04	Human	Australia	NA	Human_orthopneumovirus
MZ516129	OX02_8584_V01	NA	2019-11-07	Human	United_Kingdom	NA	Human_orthopneumovirus
KM042391	RSVA/Homo_sapiens/USA/LA2_83/2013	NA	2013-03-15	Human	USA	NA	Human_orthopneumovirus
KJ672437	RSVA/Homo_sapiens/USA/LA2_99/2013	NA	2013-01-11	Human	USA	NA	Human_orthopneumovirus
KU950670	RSVA/Homo_sapiens/USA/TH_10220/2012	NA	2012-11-19	Human	USA	NA	Human_orthopneumovirus
KJ672457	RSVA/Homo_sapiens/USA/LA2_100/2013	NA	2013-01-07	Human	USA	NA	Human_orthopneumovirus
KU950594	RSVA/Homo_sapiens/USA/TH_10538/2013	NA	2013-12-20	Human	USA	NA	Human_orthopneumovirus
KU950636	RSVA/Homo_sapiens/USA/TH_10358/2012	NA	2012-11-01	Human	USA	NA	Human_orthopneumovirus
KU950628	RSVA/Homo_sapiens/USA/TH_10364/2013	NA	2013-10-02	Human	USA	NA	Human_orthopneumovirus
KU950581	RSVA/Homo_sapiens/USA/TH_10159/2012	NA	2012-11-08	Human	USA	NA	Human_orthopneumovirus
MG813986	A_TX_012a_2015-XX-XX_WGS	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
MG813987	A_TX_012b_2015-XX-XX_WGS	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
LC474558	RSV/A/NIID/2370/14	NA	2014-07-08	Human	USA	A	Human_orthopneumovirus
KU950472	RSVA/Homo_sapiens/USA/TH_10482/2013	NA	2013-07-18	Human	USA	NA	Human_orthopneumovirus
KU950470	RSVA/Homo_sapiens/USA/TH_10464/2013	NA	2013-10-09	Human	USA	NA	Human_orthopneumovirus
KU950608	RSVA/Homo_sapiens/USA/TH_10508/2013	NA	2013-10-15	Human	USA	NA	Human_orthopneumovirus
KU950598	RSVA/Homo_sapiens/USA/TH_10618/2013	NA	2013-10-07	Human	USA	NA	Human_orthopneumovirus
KX765902	RSVA/Homo_sapiens/NZL/LJRSV33/2014	NA	2014-07-30	Human	New_Zealand	NA	Human_orthopneumovirus
KX765915	RSVA/Homo_sapiens/NZL/LJRSV27/2014	NA	2014-06-11	Human	New_Zealand	NA	Human_orthopneumovirus
KX765917	RSVA/Homo_sapiens/NZL/LJRSV28/2014	NA	2014-06-16	Human	New_Zealand	NA	Human_orthopneumovirus
MW160822	A/NSW/WM1233497/2017	NA	2017-03-05	Human	Australia	NA	Human_orthopneumovirus
MN531557	GH300327/USA/2013-XX-XX	NA	2013-XX-XX	Human	USA	NA	Human_orthopneumovirus
KX765941	RSVA/Homo_sapiens/NZL/LJRSV04/2015	NA	2015-06-24	Human	New_Zealand	NA	Human_orthopneumovirus
MW582528	0594	NA	2015-03-15	Human	Germany	NA	Human_orthopneumovirus
MW160768	A/WA/PW3128479T/2017	NA	2017-11-04	Human	Australia	NA	Human_orthopneumovirus
MW160783	A/WA/PW7245966B/2017	NA	2017-04-17	Human	Australia	NA	Human_orthopneumovirus
MW160771	A/WA/PW6360608C/2017	NA	2017-03-23	Human	Australia	NA	Human_orthopneumovirus
MW160778	A/WA/PW3128124K/2017	NA	2017-03-22	Human	Australia	NA	Human_orthopneumovirus
KX765970	RSVA/Homo_sapiens/NZL/LJRSV31/2014	NA	2014-06-27	Human	New_Zealand	NA	Human_orthopneumovirus
KJ672471	RSVA/Homo_sapiens/USA/LA2_85/2013	NA	2013-03-01	Human	USA	NA	Human_orthopneumovirus
KU950610	RSVA/Homo_sapiens/USA/TH_10260/2013	NA	2013-01-07	Human	USA	NA	Human_orthopneumovirus
KU950666	RSVA/Homo_sapiens/USA/TH_10657/2013	NA	2013-11-04	Human	USA	NA	Human_orthopneumovirus
MN630089	RSVA/USA/UAMS_DID_007/2016	NA	2016-01-20	Human	USA	NA	Human_orthopneumovirus
MN630099	RSVA/USA/UAMS_DID_028/2016	NA	2016-01-19	Human	USA	NA	Human_orthopneumovirus
MN630093	RSVA/USA/UAMS_DID_016/2016	NA	2016-01-16	Human	USA	NA	Human_orthopneumovirus
MN630088	RSVA/USA/UAMS_DID_002/2016	NA	2016-02-01	Human	USA	NA	Human_orthopneumovirus
MN630090	RSVA/USA/UAMS_DID_009/2016	NA	2016-01-23	Human	USA	NA	Human_orthopneumovirus
MN630096	RSVA/USA/UAMS_DID_021/2016	NA	2016-01-19	Human	USA	NA	Human_orthopneumovirus
MN630104	RSVA/USA/ACRI_051/2016	NA	2016-03-04	Human	USA	NA	Human_orthopneumovirus
MN630106	RSVA/USA/ACRI_064/2016	NA	2016-03-28	Human	USA	NA	Human_orthopneumovirus
MN630098	RSVA/USA/UAMS_DID_027/2016	NA	2016-01-17	Human	USA	NA	Human_orthopneumovirus
MW160764	A/WA/PW7225866R/2017	NA	2017-03-03	Human	Australia	NA	Human_orthopneumovirus
MW160782	A/WA/PW7243266W/2017	NA	2017-11-04	Human	Australia	NA	Human_orthopneumovirus
MW160779	A/WA/PW4161683B/2017	NA	2017-04-18	Human	Australia	NA	Human_orthopneumovirus
MG839543	HRSV/A/BuenosAires/ARG/012/2015	NA	2015-06-10	Human	Argentina	NA	Human_orthopneumovirus
KT285064	B614122905	NA	2014-12-29	Human	China	A	Human_orthopneumovirus
MN630101	RSVA/USA/ACRI_037/2016	NA	2016-02-26	Human	USA	NA	Human_orthopneumovirus
MN306050	SC1053	NA	2019-XX-XX	Human	USA	NA	Human_orthopneumovirus
KX765887	RSVA/Homo_sapiens/NZL/LJRSV05/2015	NA	2015-06-28	Human	New_Zealand	NA	Human_orthopneumovirus
KX765948	RSVA/Homo_sapiens/NZL/LJRSV17/2015	NA	2015-07-10	Human	New_Zealand	NA	Human_orthopneumovirus
KX765950	RSVA/Homo_sapiens/NZL/LJRSV11/2015	NA	2015-07-08	Human	New_Zealand	NA	Human_orthopneumovirus
KX765955	RSVA/Homo_sapiens/NZL/LJRSV09/2015	NA	2015-07-07	Human	New_Zealand	NA	Human_orthopneumovirus
KX765956	RSVA/Homo_sapiens/NZL/LJRSV14/2015	NA	2015-07-11	Human	New_Zealand	NA	Human_orthopneumovirus
KX765932	RSVA/Homo_sapiens/NZL/LJRSV06/2015	NA	2015-06-28	Human	New_Zealand	NA	Human_orthopneumovirus
KX765951	RSVA/Homo_sapiens/NZL/LJRSV15/2015	NA	2015-07-09	Human	New_Zealand	NA	Human_orthopneumovirus
KX765914	RSVA/Homo_sapiens/NZL/LJRSV03/2015	NA	2015-06-22	Human	New_Zealand	NA	Human_orthopneumovirus
MW020596	hRSV/A/Australia.Vic/VIDRL001/2018	NA	2018-06-25	Human	Australia	NA	Human_orthopneumovirus
MW020597	hRSV/A/Australia.Vic/VIDRL002/2018	NA	2018-08-26	Human	Australia	NA	Human_orthopneumovirus
MW020598	hRSV/A/Australia.Vic/VIDRL001/2017	NA	2017-07-07	Human	Australia	NA	Human_orthopneumovirus
MW020599	hRSV/A/Australia.Vic/VIDRL002/2017	NA	2017-07-20	Human	Australia	NA	Human_orthopneumovirus
MZ515718	UU01A_0136_V02	NA	2019-12-20	Human	Netherlands	NA	Human_orthopneumovirus
MZ515913	UU01A_0092_V02	NA	2019-11-25	Human	Netherlands	NA	Human_orthopneumovirus
MZ515800	IM02_0006_V01	NA	2018-12-17	Human	United_Kingdom	NA	Human_orthopneumovirus
MZ515814	IM02_0006_D03	NA	2018-12-19	Human	United_Kingdom	NA	Human_orthopneumovirus
MZ515802	OX02_9839_V01	NA	2019-12-03	Human	United_Kingdom	NA	Human_orthopneumovirus
MH447960	TH/B23964/2017	NA	2017-08-23	Human	Thailand	NA	Human_orthopneumovirus
MZ515641	UU02_0040_D03	NA	2018-01-18	Human	Netherlands	NA	Human_orthopneumovirus
MZ515973	UU03_0060_V02	NA	2017-12-11	Human	Netherlands	NA	Human_orthopneumovirus
MZ515862	UU02_0040_V01	NA	2018-01-16	Human	Netherlands	NA	Human_orthopneumovirus
MH447957	TH/B18177/2016	NA	2016-09-01	Human	Thailand	NA	Human_orthopneumovirus
MH290724	LZ170020467/17	NA	2017-11-XX	Human	China	NA	Human_orthopneumovirus
MZ515564	UU02_0055_D02	NA	2018-11-21	Human	Netherlands	NA	Human_orthopneumovirus
MZ515866	UU02_0055_V01	NA	2018-11-20	Human	Netherlands	NA	Human_orthopneumovirus
MH383066	JF204	NA	2014-11-28	Human	Lebanon	NA	Human_orthopneumovirus
MG793382	RSVA/Lebanon/14LJF289/2015	NA	2015-02-01	Human	Lebanon	NA	Human_orthopneumovirus
LC530050	sugckmmaht_NGO3	NA	2019-10-19	Human	Japan	NA	Human_orthopneumovirus
MW033958	RSV_A_S201	NA	2018-XX-XX	Human	USA	NA	Human_orthopneumovirus
MW160773	A/WA/PW7245902W/2017	NA	2017-04-18	Human	Australia	NA	Human_orthopneumovirus
MH447958	TH/B18247/2016	NA	2016-09-04	Human	Thailand	NA	Human_orthopneumovirus
MZ516108	UU02_0017_V01	NA	2017-12-15	Human	Netherlands	NA	Human_orthopneumovirus
MZ515939	UU02_0016_V01	NA	2017-12-14	Human	Netherlands	NA	Human_orthopneumovirus
MZ516053	UU02_0057_V01	NA	2018-11-29	Human	Netherlands	NA	Human_orthopneumovirus
MZ515572	UU02_0092_D04	NA	2018-12-24	Human	Netherlands	NA	Human_orthopneumovirus
MZ515835	UU02_0073_V01	NA	2018-12-20	Human	Netherlands	NA	Human_orthopneumovirus
MZ515740	UU02_0093_V01	NA	2019-01-10	Human	Netherlands	NA	Human_orthopneumovirus
MZ515833	UU01A_0049_V02	NA	2018-12-10	Human	Netherlands	NA	Human_orthopneumovirus
MZ516072	IM02_0037_V01	NA	2019-01-02	Human	United_Kingdom	NA	Human_orthopneumovirus
MZ515841	UU01A_0154_V02	NA	2019-12-04	Human	Netherlands	NA	Human_orthopneumovirus
MZ515703	UU02_0047_V01	NA	2018-02-02	Human	Netherlands	NA	Human_orthopneumovirus
MZ515985	UU02_0205_V01	NA	2019-12-05	Human	Netherlands	NA	Human_orthopneumovirus
MW160761	A/WA/PW6361561S/2017	NA	2017-03-31	Human	Australia	NA	Human_orthopneumovirus
MW160772	A/WA/PW7245506U/2017	NA	2017-04-16	Human	Australia	NA	Human_orthopneumovirus
MW160767	A/WA/PW3812552D/2017	NA	2017-07-05	Human	Australia	NA	Human_orthopneumovirus
MW160830	A/NSW/WM0981567/2017	NA	2017-08-04	Human	Australia	NA	Human_orthopneumovirus
MZ515566	OX01A_8214_V02	NA	2019-11-08	Human	United_Kingdom	NA	Human_orthopneumovirus
MZ515852	UU02_0151_V01	NA	2019-11-13	Human	Netherlands	NA	Human_orthopneumovirus
MK749912	RSVA/Homo_sapiens/NIC/IIIn_15_0256_01NT/2015	NA	2015-11-16	Human	Nicaragua	NA	Human_orthopneumovirus
MK749913	RSVA/Homo_sapiens/NIC/IIIn_16_0250_01NT/2016	NA	2016-09-30	Human	Nicaragua	NA	Human_orthopneumovirus
MZ515651	UU01A_0076_V02	NA	2019-11-22	Human	Netherlands	NA	Human_orthopneumovirus
MZ515696	UU01A_0184_V02	NA	2019-12-02	Human	Netherlands	NA	Human_orthopneumovirus
MZ515801	UU01A_0123_V02	NA	2019-11-25	Human	Netherlands	NA	Human_orthopneumovirus
MZ515701	UU01A_0126_V02	NA	2019-12-13	Human	Netherlands	NA	Human_orthopneumovirus
MZ515766	UU01A_0096_V02	NA	2019-10-28	Human	Netherlands	NA	Human_orthopneumovirus
MZ515898	UU01A_0128_V02	NA	2019-12-05	Human	Netherlands	NA	Human_orthopneumovirus
MZ515859	UU02_0213_V01	NA	2019-12-14	Human	Netherlands	NA	Human_orthopneumovirus
MZ516088	UU01A_0135_V02	NA	2019-12-18	Human	Netherlands	NA	Human_orthopneumovirus
MZ515877	UU01A_0086_V02	NA	2019-12-12	Human	Netherlands	NA	Human_orthopneumovirus
MZ516080	UU01A_0148_V02	NA	2019-11-21	Human	Netherlands	NA	Human_orthopneumovirus
MZ516132	UU02_0211_V01	NA	2019-12-13	Human	Netherlands	NA	Human_orthopneumovirus
MZ515709	UU02_0165_D02	NA	2020-01-08	Human	Netherlands	NA	Human_orthopneumovirus
MZ515720	UU02_0165_V01	NA	2020-01-07	Human	Netherlands	NA	Human_orthopneumovirus
MZ515821	UU02_0167_V01	NA	2020-01-20	Human	Netherlands	NA	Human_orthopneumovirus
MZ516038	UU02_0161_V01	NA	2019-12-24	Human	Netherlands	NA	Human_orthopneumovirus
MZ515580	UU02_0161_D04	NA	2019-12-27	Human	Netherlands	NA	Human_orthopneumovirus
MZ516103	UU02_0221_V01	NA	2019-12-31	Human	Netherlands	NA	Human_orthopneumovirus
MZ515901	UU01A_0150_V02	NA	2019-12-24	Human	Netherlands	NA	Human_orthopneumovirus
LC474557	RSV/A/NIID/2367/14	NA	2014-04-07	Human	USA	A	Human_orthopneumovirus
MK749895	RSVA/Homo_sapiens/NIC/IIIn_16_0214_01NT/2016	NA	2016-10-11	Human	Nicaragua	NA	Human_orthopneumovirus
MK749909	RSVA/Homo_sapiens/NIC/IIIn_16_0267_01NT/2016	NA	2016-11-01	Human	Nicaragua	NA	Human_orthopneumovirus
MH447955	TH/B10625/2014	NA	2014-08-09	Human	Thailand	NA	Human_orthopneumovirus
MH447956	TH/B10806/2014	NA	2014-08-27	Human	Thailand	NA	Human_orthopneumovirus
OK649684	HRSV/A/Texas.USA/121301343/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
