Accession	Virus	Strain	Author	Publication_Title	Journal	Database
EU854301	Dengue (denv4)	DENV_4/VE/BID_V1161/2007	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882592	Dengue (denv4)	DENV_4/VE/BID_V2501/2008	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332172	Dengue (denv4)	VE_61027_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ182017	Dengue (denv4)	DENV_4/VE/BID_V1160/2007	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332173	Dengue (denv4)	VE_61110_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
EU854300	Dengue (denv4)	DENV_4/VE/BID_V1159/2007	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882581	Dengue (denv4)	DENV_4/VE/BID_V2490/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882588	Dengue (denv4)	DENV_4/VE/BID_V2497/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882582	Dengue (denv4)	DENV_4/VE/BID_V2491/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332174	Dengue (denv4)	VE_61073_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ882585	Dengue (denv4)	DENV_4/VE/BID_V2494/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955523	Dengue (denv4)	DENV_4/VE/BID_V2612/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199876	Dengue (denv4)	DENV_4/VE/BID_V2610/2007	?			Genbank
JN819406	Dengue (denv4)	DENV_4/VE/BID_V2607/2006	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882580	Dengue (denv4)	DENV_4/VE/BID_V2489/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182016	Dengue (denv4)	DENV_4/VE/BID_V1158/2007	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882584	Dengue (denv4)	DENV_4/VE/BID_V2493/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JQ513340	Dengue (denv4)	H780090	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513333	Dengue (denv4)	H774846	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513341	Dengue (denv4)	H780120	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513330	Dengue (denv4)	H772846	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513331	Dengue (denv4)	H772852	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513332	Dengue (denv4)	H773583	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
HQ332175	Dengue (denv4)	VE_61013_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ882586	Dengue (denv4)	DENV_4/VE/BID_V2495/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882587	Dengue (denv4)	DENV_4/VE/BID_V2496/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868585	Dengue (denv4)	DENV_4/CO/BID_V3412/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JQ513342	Dengue (denv4)	H780556	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513343	Dengue (denv4)	H780563	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513339	Dengue (denv4)	H779652	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513338	Dengue (denv4)	H779228	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
JQ513344	Dengue (denv4)	H780571	Nunes et al	Phylogeography of dengue virus serotype 4, Brazil, 2010-2011	Emerging Infect. Dis. 18 (11), 1858-1864 (2012)	Genbank
EU854299	Dengue (denv4)	DENV_4/VE/BID_V1157/2007	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868645	Dengue (denv4)	DENV_4/VE/BID_V1156/2007	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868644	Dengue (denv4)	DENV_4/VE/BID_V1155/2007	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882589	Dengue (denv4)	DENV_4/VE/BID_V2498/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882591	Dengue (denv4)	DENV_4/VE/BID_V2500/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882590	Dengue (denv4)	DENV_4/VE/BID_V2499/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868642	Dengue (denv4)	DENV_4/VE/BID_V1153/2007	?			Genbank
GQ868643	Dengue (denv4)	DENV_4/VE/BID_V1154/2007	?			Genbank
FJ882583	Dengue (denv4)	DENV_4/VE/BID_V2492/2007	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332176	Dengue (denv4)	VE_61054_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
JN559741	Dengue (denv4)	H772854	Nunes et al	Multiple dengue 4 introductions in Brazil: evolutionary aspects and implications for virus dispersion	Unpublished	Genbank
KT794007	Dengue (denv4)	BR005AM_2011	Nascimento et al	Complete genome of a dengue virus serotype 4 strain from Amazonas, Brazil	Mem. Inst. Oswaldo Cruz 111 (2), 141-143 (2016)	Genbank
KJ596661	Dengue (denv4)	DENV_4/MT/BR44_TVP17930/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KP188564	Dengue (denv4)	BR/SJRP/614/2013	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188561	Dengue (denv4)	BR/SJRP/556/2012	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188557	Dengue (denv4)	BR/SJRP/500/2012	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188559	Dengue (denv4)	BR/SJRP/506/2012	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188560	Dengue (denv4)	BR/SJRP/514/2012	?			Genbank
KP188558	Dengue (denv4)	BR/SJRP/505/2012	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
JN983813	Dengue (denv4)	Br246RR/10	Naveca et al	Complete genome sequence of a dengue virus serotype 4 strain isolated in roraima, Brazil	J. Virol. 86 (3), 1897-1898 (2012)	Genbank
MK514144	Dengue (denv4)	Haiti_0075/2015	Stephenson et al	Direct Submission	Submitted (12-FEB-2019) Environmental and Global Health, University of Florida - Gainesville, 1225 Center Drive, Room 4155, Gainesville, FL 32610, USA	Genbank
KJ579246	Dengue (denv4)	DENV_4/MT/BR24_TVP17910/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596668	Dengue (denv4)	DENV_4/MT/BR60_TVP17946/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596663	Dengue (denv4)	DENV_4/MT/BR48_TVP17934/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596658	Dengue (denv4)	DENV_4/MT/BR33_TVP17919/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596665	Dengue (denv4)	DENV_4/MT/BR52_TVP17938/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579243	Dengue (denv4)	DENV_4/MT/BR12_TVP17898/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596659	Dengue (denv4)	DENV_4/MT/BR35_TVP17921/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579242	Dengue (denv4)	DENV_4/MT/BR9_TVP17895/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579241	Dengue (denv4)	DENV_4/MT/BR8_TVP17894/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KU513441	Dengue (denv4)	LRV13/422	?			Genbank
KP188565	Dengue (denv4)	BR/SJRP/733/2013	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188562	Dengue (denv4)	BR/SJRP/580/2012	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188566	Dengue (denv4)	BR/SJRP/850/2013	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KP188563	Dengue (denv4)	BR/SJRP/610/2013	Vedovello et al	Molecular Surveillance of Dengue virus (serotypes 1 to 4) and its several genotypes in a medium size city of southeastern Brazil, during nine epidemics years (2006 to 2014)	Unpublished	Genbank
KJ596662	Dengue (denv4)	DENV_4/MT/BR47_TVP17933/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596666	Dengue (denv4)	DENV_4/MT/BR53_TVP17939/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596674	Dengue (denv4)	DENV_4/MT/BR94_TVP17971/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579244	Dengue (denv4)	DENV_4/MT/BR20_TVP17906/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596670	Dengue (denv4)	DENV_4/MT/BR76_TVP17953/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596660	Dengue (denv4)	DENV_4/MT/BR40_TVP17926/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596672	Dengue (denv4)	DENV_4/MT/BR91_TVP17968/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579245	Dengue (denv4)	DENV_4/MT/BR23_TVP17909/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596673	Dengue (denv4)	DENV_4/MT/BR92_TVP17969/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579240	Dengue (denv4)	DENV_4/MT/BR2_TVP17888/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579248	Dengue (denv4)	DENV_4/MT/BR28_TVP17914/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596671	Dengue (denv4)	DENV_4/MT/BR84_TVP17961/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596669	Dengue (denv4)	DENV_4/MT/BR73_TVP17951/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ579247	Dengue (denv4)	DENV_4/MT/BR27_TVP17913/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596667	Dengue (denv4)	DENV_4/MT/BR55_TVP17941/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
KJ596664	Dengue (denv4)	DENV_4/MT/BR50_TVP18148/2012	Zuchi et al	Introduction and Circulation of Dengue Virus Type 4 in the State of Mato Grosso, Brasil, 2012	Unpublished	Genbank
